,Publication Year,First Author,Authors,Summary,Publication Title,Title,Abstract,URL,Database,Exclude,Reason ID,Reason,Abstract2
88,2023,"Kunčius, H.",H KUNČIUS,"H KUNČIUS - Lituanus, 2023 - search.ebscohost.com",Lituanus,The Collective Farm Is Getting On Its Feet.,"The Collective Farm is Getting on Its Feet"" explores the aftermath of Stalin's death on a collective farm in Lithuania. The article highlights the mourning and despair felt by the Soviet ...",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=00245089&asa=n&an=174259308&h=%2bhum5%2f0q4wdjk0%2bnvmx7xsc%2fowluxeycxtqwx54bjow9l1flhkju9xnzk5940y7rhtdto4jb93pfhhgavwzrha%3d%3d&crl=c,Google Scholar,TRUE,5,,"""The Collective Farm is Getting on Its Feet"" explores the aftermath of Stalin's death on a collective farm in Lithuania. The article highlights the mourning and despair felt by the Soviet people, as well as the director's efforts to organize a mourning ceremony and maintain the farm's operations. It also discusses the benefits of collective farming and the role of People's Defenders in ensuring order and safety. The text touches on a debate among collective farmers about the superiority of chimpanzees or macaques and the presence of religious symbols on the farm, which led to conflicts with the church. The article also mentions the 20th congress of the CPSU and the opening of the iron curtain by Khrushchev. The director attends the Third World Youth Festival in Moscow, where he encounters stiliagas and faces challenges with a group of Lithuanian students. The text describes an incident involving bathing naked in a fountain, which could have serious consequences, but they are saved by a KGB officer. The director reflects on his experiences and newfound motivation as a leader."
89,2023,"Karahan..., Ö.","Ö Güneş, A Atay, F Karahan...","Ö Güneş, A Atay, F Karahan... - Laparoscopic ..., 2023 - search.ebscohost.com",Laparoscopic ...,Gastrointestinal System Foreign Bodies.,"Introduction: While foreign bodies in the gastrointestinal tract are observed more frequently and accidentally in the childhood age group, they may occur to attract attention, sexual ...",https://books.google.com/books?hl=en&lr=&id=gmw6eaaaqbaj&oi=fnd&pg=pa83&dq=%0a++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)%0a++++++++++++++++++++++++&ots=y6rrdgluhl&sig=n2zlcdo8ctuy0h3_ilafwfxytqe,Google Scholar,FALSE,,,
90,2024,"Buils, F.",FJ Buils,"FJ Buils - A Case Report. Clin Surg, 2024 - clinicofsurgery.org",A Case Report. Clin Surg,Repeated Behavior Of Deliberate Foreign Body Ingestion In A Patient With Psychiatric Disorder,"1. Abstract Foreign body ingestion [FBI] is rare in adults as compared with children [1]. Foreign body ingestion is accidental in 95 percent of cases and is usually related to food [fish, ...",https://clinicofsurgery.org/wp-content/uploads/2024/08/cos-v10-1793.pdf,Google Scholar,FALSE,,,
91,2024,"Beatrice..., R.","R Soloperto, G Festa, M Beatrice...","R Soloperto, G Festa, M Beatrice... - Archives of ..., 2024 - journals.sbmu.ac.ir",Archives Of ...,Life-Threatening Carotid Complications Caused By Extraluminal Migration Of Ingested Foreign Bodies; A Case Report And Narrative Review Of Literature,Carotid complications resulting from extra-luminal migration of ingested foreign bodies (FB) are rare but potentially life-threatening. Previous data on the topic predominantly comprises ...,https://journals.sbmu.ac.ir/aaem/index.php/aaem/article/download/2306/1143/14263,Google Scholar,FALSE,,,"Foreign body ingestion [FBI] is rare in adults as compared with
children [1]. Foreign body ingestion is accidental in 95 percent
of cases and is usually related to food [fish, chicken bones, tooth-
picks][2]. Foreign body ingestion in adults occur more frequently
in older adults, in indivuduals with underlying psychiatric diseases
or alcohol intoxification, in prison inmates, and for the purpose of
drug trafficking.[3] Most [80 to 90%] ingested foreign bodies pass
without the need of intervention [4]. Endoscopic intervention is
required in 10 to 20 percent of patients; the urgency for endoscopy
depends on the underlying clinical scenario and the nature of im-
pactation [food versus foreign body] [5]. In some cases, endosco-
py can be avoid if a radiograph immediately prior to the procedure
reveals that the foreign body has passed [6]. Surgical intervention
is required in less than 1 percent [7]. We present the case of a
29-year-old patient with borderline personality disorder who came
to the emergency room of our hospital referred from her psychi-
atric center due to ingestion of several foreign bodies [domino
pieces]. After radiological verification and rejecting endoscopic
treatment by the on-call endoscopist, urgent surgical intervention
was decided to resolve the problem."
92,2023,O Gunes,,"Ö Güneş, YM Bağ - Age - jag.journalagent.com",Laparosc Endosc Surg Schi,Gastrointestinal system foreign bodies,"Introduction: While foreign bodies in the gastrointestinal tract are observed more frequently and accidentally in the childhood age group, they may occur to attract attention, sexual ...",https://jag.journalagent.com/z4/download_fulltext.asp?pdir=less&plng=eng&un=less-45403,Google Scholar,FALSE,,,"While foreign bodies in the gastrointestinal tract are observed more frequently and accidentally
in the childhood age group, they may occur to attract attention, sexual satisfaction, self-harming behavior,
abuse, secondary gain, or during self-treatment in young people and adults. In the United States, 1500 peo-
ple die yearly from ingested foreign bodies. The leading cause of mortality is obstruction and perforation due
to impaction in the gastrointestinal system. In this study, we evaluated the clinical findings, risk factors, and
clinical output data of foreign bodies in the gastrointestinal tract and presented the most accurate approach
considering the literature."
93,2011,"Cappello, M.",M Cappello,M Cappello - 2011 - books.google.com,,"Swallow: Foreign Bodies, Their Ingestion, Inspiration, And The Curious Doctor Who Extracted Them",Product Description An American half-dollar. A beaded crucifix. Tooth roots shaped like a tiny pair of pants. A padlock. Scads of peanut kernels and scores of safety pins. A metallic letter ...,https://books.google.com/books?hl=en&lr=&id=zjc4-0awa9yc&oi=fnd&pg=pr9&dq=%0a++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)%0a++++++++++++++++++++++++&ots=hdvsjctohn&sig=bjo_yncjmqiuijgladolkthaji0,Google Scholar,FALSE,,,
94,2022,"Ningi, S.","S Aliyu, AB Ningi","S Aliyu, AB Ningi - IJCMCR. 2022; 23 (2) - ijclinmedcasereports.com",,Trans-Vesical Migration Of A Swallowed Needle With Intra-Urethral Impaction In A 12-Year-Old Boy,"Foreign body, of whatever type, when ingested, either accidentally or intentionally, elicits strong reaction from care-givers, especially; if the victim is a child. Infants and children are the ...",https://ijclinmedcasereports.com/pdf/ijcmcr-cr-00558.pdf,Google Scholar,FALSE,,,"Foreign body, of whatever type, when ingested, either accidentally or intentionally, elicits strong reaction from care-givers, es-
pecially; if the victim is a child. Infants and children are the most commonly seen victims, ingestion is often intentional, unlike
adults, who constitute a small proportion of victims and ingestion is often accidental. The number of foreign bodies found at
the emergency units of many hospitals is quite large. These include coins, safety pins, sewing needles, button batteries and nuts.
However, many of the foreign bodies are excreted safely without any untoward events, except for foreign bodies with sharp
ends, containing toxic chemicals and where there is a pre-existing anatomical abnormality in the gastro-Intestinal Tract (GIT).
Foreign bodies, especially those with sharp ends are prone to getting arrested, inflicting mucosal erosion or even perforating any
part of the GIT, particularly at the site of physiologic or anatomic constrictions. These areas are the three Oesophageal anatomic
narrowing, the pylorus, Ileo-Caecal valve and the recto-sigmoid junction. Most foreign bodies can be seen on plain radiograph,
removal, where indicated, can be done endoscopically or through an open surgery. But, majority can be managed expectantly,
aided by patience, careful serial radiographic monitoring and perhaps use of lubricating solutions like liquid paraffin.
Report of a transluminal migration is rare. We therefore report an unusual case of a trans-vesical migration of a swallowed
sewing needle with intra-urethral impaction in a 12-year-old boy. The impacted needle was removed via an open Urethrotomy."
95,2018,"Temel..., H.","HY Teke, M Can, T Renklidağ, N Temel...","HY Teke, M Can, T Renklidağ, N Temel... - p-ISSN 1300-865X e ... - pdfs.semanticscholar.org",,Baby Death Due To Esophagotracheal Fistula Created By An Alkaline Battery: A,There is a limited number of case presentations in literature related to esophagus burns and complications as a result of swallowing an alkaline battery. The main purpose of this case ...,https://pdfs.semanticscholar.org/f469/fae31b6e729ea75d77e70608d5fd57e2a5b6.pdf,Google Scholar,FALSE,,,
96,2015,"Hagos, M.",MD Mekonnen Hagos,MD Mekonnen Hagos - gestion,,"Foreign Bodies In The Ear, Nose And Esophogus In Pediatric Age Group, At Mekelle Hospital Ethiopia.",,,Google Scholar,FALSE,,,"Background
The ingestion of foreign body is a common problem in children, some of which may cause damage or may be associated with toxicity.
Objective
To evaluate and analyze the pattern of foreign bodies in children in the esophagus, ears and nose with review of the techniques for removal in the emergency department.
Methods
From Sept 1, 2008 to May 30, 2010, a review of all children with foreign bodies in the esophagus, ears and in the nose was done to assess the patterns and treatment outcomes. The source and the study group were (N-72). Data concerning socio- demographics, characterization, presenting symptoms and signs, techniques of retrieval and outcomes were extracted and filled in a previously prepared protocol sheet. Descriptive analysis was done using SPSS- computer statistical software.
Results
During the study period, 72 children, victims of foreign bodies in the esophagus, ears and in the nose were included in the study. Of these 44 (61.1%), 28 (38.9%) were male and female children, respectively. The age ranged from 11 months to 14 years with (mean = 4 years). The most affected age group was between 0-5 years accounting for 46 (63.9%) followed by the age group between 6-10 years accounting for 20 (27.8%) of all cases. Males 44 (61.1%) were predominantly most affected than females 28 (38.8%). The location of foreign bodies in this study were in the ears 45 (62.5%), esophagus 17 (23.6%) and in the nose 10 (13.9%) in order of their frequency. Swallowed foreign bodies were successfully removed by Magill forceps. Foreign bodies in the ears and in the nose were removed by careful but different techniques depending on the type and the clinical condition of the patient at time of intervention.
Conclusion
Our study revealed a higher number of patients with foreign bodies in the ears and in the esophagus. Only a small number ofpatients presented with FBS in the nose. Food items in the ears, in the nose and coins in the esophagus were items frequently observed. Early suspicion, early diagnosis and prompt intervention have attributed to reduce morbidities of major events."
97,2016,"Magalhes-Costa, P.","Pedro Magalhes-Costa, Liliana Carvalho, Jos Pedro Rodrigues, Maria Ana Tlio, Susana Marques, Joana Carmo, Miguel Bispo, Cristina Chagas","P Magalhães-Costa, L Carvalho, JP Rodrigues... - 2015 - cyberleninka.org",,Endoscopic Management Of Foreign Bodies In The Upper Gastrointestinal Tract: An Evidence-Based,Gastrointestinal foreign bodies (FB) are comprised of food bolus impaction and intentionally or unintentionally ingested or inserted true FB. Food bolus impaction and true FB ingestion ...,https://cyberleninka.org/article/n/1318165.pdf,Google Scholar,FALSE,,,
98,2005,"Steinhart, S.","SPL TRAVIS, T AHMAD, J COLLIER, AH STEINHART","SPL TRAVIS, T AHMAD, J COLLIER, AH STEINHART - Wiley Online Library",,Pocket Consultant,The term ‘irritable bowel syndrome’(IBS) is used to describe a collection of abdominal symptoms for which no organic cause can be found. This does not mean that the symptoms are all ...,https://onlinelibrary.wiley.com/doi/abs/10.1002/9780470994764,Google Scholar,TRUE,5,,"There have been significant developments in the fields of gastroenterology and hepatology since the previous edition and this new edition has been entirely revised, updated and considerably expanded. The format and layout have also been updated to include key points at the start of each chapter, bulleted lists and text boxes for tips and warnings.

A new author team - which, for the first time, is international - has brought a new global perspective to this book.

This is still the leading book for trainees/fellows in gastroenterology and hepatology, as well as junior doctors and general medicine interns. The series title is 'Pocket Consultant' - and that's exactly what the reader gets - the advice and guidance of a consultant on hand when and where they need it."
99,2022,"Zhang, K.",K Zhang,K Zhang - J Gstro Hepato - jajgastrohepto.org,,Endoscopic Management Of Esophageal Foreign Bodies: A Retrospective Study In China,"1. Abstract Esophageal Foreign Bodies (FBs) are the common clinical emergency, accounting for 4% of emergency endoscopic diagnosis and therapeutic approach. Approaches to ...",https://jajgastrohepto.org/wp-content/uploads/2022/07/jjgh-v8-1754.pdf,Google Scholar,FALSE,,,"Esophageal Foreign Bodies (FBs) are the common clinical emer-
gency, accounting for 4% of emergency endoscopic diagnosis and
therapeutic approach. Approaches to handle these cases are evolved
continuously and offered better treatment with less cost, reduced
surgery, improved visualization with high success rate. Clinically data
are lacking to choose the better method and whether to use auxiliary
devices or not, for safe, quickly, and efficiently with reduced compli-
cations to remove the esophageal FBs. In China only 20,000 cases of
adult esophageal FBs have been reported yet in the past five years.
However, up to date no retrospective studies have been evaluated
the safe and effective endoscopic management of esophageal FBs
in China."
100,2002,"Brenner, R.","RR Simon, BE Brenner","RR Simon, BE Brenner - 2002 - books.google.com",,Emergency Procedures And Techniques,"This thoroughly updated Fourth Edition is a must for residents and practitioners who need a practical, clear, and readable guide to emergency medicine procedures. The book provides ...",https://books.google.com/books?hl=en&lr=&id=dukqosa77-8c&oi=fnd&pg=pr19&dq=%0a++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)%0a++++++++++++++++++++++++&ots=tjngwyxx2z&sig=vrcxqsss8--qiaflww2leqkwexy,Google Scholar,TRUE,5,,
101,,"Listed, N.",Yee A,A Yee,,K9 Tactical Emergency Casualty Care,,,Google Scholar,TRUE,4,,
102,1954,"Kingrey, B.",B Kingrey,B Kingrey - 1954,,Experimental Bovine Traumatic Gastritis.,,,Google Scholar,TRUE,4,,
103,2012,"Rossi, J.",J Rossi,J Rossi - 2012 - books.google.com,,What'S Wrong With My Cat Or Kitten?,Page 1 REVISED EDITION What's Wrong with My Cat or Kitten? A HOME MEDICAL REFERENCE MANUAL • Behavioral Changes First Aid for Miscellaneous Problems Fleas & Ticks. ...,https://books.google.com/books?hl=en&lr=&id=eu4jrw9ha8qc&oi=fnd&pg=pr4&dq=%0a++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)%0a++++++++++++++++++++++++&ots=9j4uopsdyb&sig=sqnb5njcxmnqgovrk27n_tmsxre,Google Scholar,TRUE,4,,
104,2008,"Steinhart, S.","SPL Travis, T Ahmad, J Collier, AH Steinhart","SPL Travis, T Ahmad, J Collier, AH Steinhart - 2008 - books.google.com",,Pocket Consultant: Gastroenterology,"There have been significant developments in the fields of gastroenterology and hepatology since the previous edition and this new edition has been entirely revised, updated and ...",https://books.google.com/books?hl=en&lr=&id=tt2a8vrgrbwc&oi=fnd&pg=pr5&dq=%0a++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)%0a++++++++++++++++++++++++&ots=qfgwebpowd&sig=ppnbttjm8u-n_e4dxhjryhpytzu,Google Scholar,TRUE,5,,
105,1915,"Kerley, C.",CG Kerley,CG Kerley - 1915 - books.google.com,,What Every Mother Should Know About Her Infants And Young Children,"This pamphlet was prepared at the suggestion of a child's welfare organization. Its purpose is to place in the hands of the mother of moderate means, concise, readily understood and ...",https://books.google.com/books?hl=en&lr=&id=b5i-aaaaiaaj&oi=fnd&pg=pa9&dq=++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)++++++++++++++++++++++++and++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)++++++++++++++++++++++++and++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)++++++++++++++++++++++++&ots=_ftmcnvzvk&sig=z2iqkymqi15l9zn6pg5h8un5pl8,Google Scholar,TRUE,5,,
106,2007,"Peek, T.","TJ Divers, SF Peek","TJ Divers, SF Peek - 2007 - books.google.com",,Rebhun'S Diseases Of Dairy Cattle,"REBHUN'S DISEASES OF DAIRY CATTLE, 2nd Edition is your all-in-one guide to bovine disease management. With thorough, up-to-date coverage of differential diagnosis methods, ...",https://books.google.com/books?hl=en&lr=&id=pbewjretecic&oi=fnd&pg=pa3&dq=++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)++++++++++++++++++++++++and++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)++++++++++++++++++++++++and++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)++++++++++++++++++++++++&ots=etlyqx-9gl&sig=kqyojqqlaemxp7wtkbk1-fqzfs8,Google Scholar,TRUE,4,,
107,2015,"Montanari, A.","AM Gatti, S Montanari","AM Gatti, S Montanari - 2015 - books.google.com",,Case Studies In Nanotoxicology And Particle Toxicology,Case Studies in Nanotoxicology and Particle Toxicology presents a highly-illustrated analysis of the most prominent cases on the adverse effects of nanoparticles and their impact on ...,https://books.google.com/books?hl=en&lr=&id=q-icbaaaqbaj&oi=fnd&pg=pp1&dq=++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)++++++++++++++++++++++++and++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)++++++++++++++++++++++++and++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)++++++++++++++++++++++++&ots=mw1fwax27k&sig=-oa72lmswq0pkv2wa43gxw6weio,Google Scholar,TRUE,2,,
108,2014,"Swiderski, R.",RM Swiderski,RM Swiderski - 2014 - books.google.com,,"Quicksilver: A History Of The Use, Lore And Effects Of Mercury","Though modern scientists recognize mercury as a harmful environmental pollutant and one of the world's most dangerous elemental toxins, mercury was once considered a wondrous ...",https://books.google.com/books?hl=en&lr=&id=nckxswulx-ac&oi=fnd&pg=pp1&dq=++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)++++++++++++++++++++++++and++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)++++++++++++++++++++++++and++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)++++++++++++++++++++++++&ots=app3brkmk2&sig=wbg9dqeojmpi3gqfttxyivh_eo0,Google Scholar,TRUE,2,,
109,1915,"Jackson, C.",C Jackson,C Jackson - 1915 - books.google.com,,Peroral Endoscopy And Laryngeal Surgery,A number of repetitions of fundamental facts have been necessary in order to facilitate ready reference in the limited time available for the busy surgeon without perusing the entire book...,https://books.google.com/books?hl=en&lr=&id=eva0aqaamaaj&oi=fnd&pg=pa11&dq=++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)++++++++++++++++++++++++and++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)++++++++++++++++++++++++and++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)++++++++++++++++++++++++&ots=ikdep_zegs&sig=bqezqzl_e7z3lhwvp-tf8mfxy0a,Google Scholar,TRUE,2,,
110,1956,"Lundvall, R.",R Lundvall,R Lundvall - 1956,,Prevention Of Traumatic Gastritis By The Use Of Permanent Bar Magnets In The Reticulum.,,,Google Scholar,TRUE,4,,
111,2015,"Divers, T.","TS Mair, TJ Divers","TS Mair, TJ Divers - 2015 - books.google.com",,Equine Internal Medicine: Self-Assessment Color Review Second Edition,"Written by well-respected experts in the field, this new edition of a bestseller has been completely updated and includes all new cases. The cases appear in random order, just as they ...",https://books.google.com/books?hl=en&lr=&id=s-j5cqaaqbaj&oi=fnd&pg=pp1&dq=++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)++++++++++++++++++++++++and++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)++++++++++++++++++++++++and++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)++++++++++++++++++++++++&ots=pdr-flzdld&sig=kmwwn9h6jfzthj_pmdg9zjswylk,Google Scholar,TRUE,4,,
112,2008,"Amador, E.","EA Arias, N Amador","EA Arias, N Amador - 2008 - books.google.com",,Nms Review For The Usmle Clinical Skills Exam,This fully revised Second Edition offers a complete review for the USMLE Step 2 Clinical Skills (CS) exam. It covers all diseases encountered on the exam and prepares students to ...,https://books.google.com/books?hl=en&lr=&id=bxixoy1e3eqc&oi=fnd&pg=pp17&dq=++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)++++++++++++++++++++++++and++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)++++++++++++++++++++++++and++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)++++++++++++++++++++++++&ots=9imy5mphif&sig=fu9sfl68z8kedbivoy-jsbes6p0,Google Scholar,TRUE,2,,
113,2002,"Association, B.",British Medical Association,British Medical Association - 2002 - Dorling Kindersley Ltd,,"Bma Illustrated Medical Dictionary: Essential A? Z Quick Reference To Over 5,000 Medical Terms",,,Google Scholar,TRUE,5,,
114,2017,"Francardo, S.",SM Francardo,SM Francardo - 2017 - books.google.com,,Anthroposophic Medicine For All The Family: Recognizing And Treating The Most Common Disorders,"This invaluable book not only provides practical suggestions and advice regarding common medical issues and ailments, but also presents the fundamental principles of ...",https://books.google.com/books?hl=en&lr=&id=psaodgaaqbaj&oi=fnd&pg=pa7&dq=%0a++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)%0a++++++++++++++++++++++++&ots=n7aqeqvzxc&sig=qhxxqxrwqpxa0y3e8n-bae2iw1q,Google Scholar,TRUE,5,,
115,,"Lundberg, P.","PB Fontanarosa, GD Lundberg","PB Fontanarosa, GD Lundberg - academia.edu",,There Cannot Be Two Kinds Of Medicine—Conventional And Alternative. There Is Only Medicine That Has Been Adequately Tested And Medicine That Has Not ...,"Now that I have spent 25 years teaching veterinary ethics and working closely with veterinarians in virtually every area of veterinary medicine, it seems appropriate to make some ...",https://www.academia.edu/download/52883075/_5bdavid_w._ramey__bernard_e._rollin_5d_complementary_bookzz.org.pdf,Google Scholar,TRUE,4,,
116,2014,"Attewell, N.",N Attewell,N Attewell - 2014 - books.google.com,,"Better Britons: Reproduction, Nation, And The Afterlife Of Empire","In 1932, Aldous Huxley published Brave New World, his famous novel about a future in which humans are produced to spec in laboratories. Around the same time, Australian legislators ...",https://books.google.com/books?hl=en&lr=&id=azxjagaaqbaj&oi=fnd&pg=pp1&dq=%0a++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)%0a++++++++++++++++++++++++&ots=pqrc2-bkfj&sig=vcae85vem_iagqutherbjkgw5di,Google Scholar,TRUE,5,,
117,1883,"Howe, A.",AJ Howe,AJ Howe - 1883 - books.google.com,,A Practical And Systematic Treatise On Fractures And Dislocations,"37. Fracture of the shaft of the humerus...... PAGE. 123 124 38. Dressing for fracture of the shaft of the humerus............. 39. Diastasis, or separation of the lower epiphysis of the humerus.....",https://books.google.com/books?hl=en&lr=&id=ytbwai27-emc&oi=fnd&pg=pr9&dq=%0a++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)%0a++++++++++++++++++++++++&ots=ewjqw0hmlt&sig=n10lpirja5yconypcmvf_aquca4,Google Scholar,TRUE,2,,
118,1901,"Roger, H.",H Roger,H Roger - 1901 - books.google.com,,Introduction To The Study Of Medicine,"THE rapid and marvellous developments recently made along the lines of medical sciences have rendered the task of both teacher and student increasingly difficult. It is not strange, ...",https://books.google.com/books?hl=en&lr=&id=x78raaaayaaj&oi=fnd&pg=pa1&dq=%0a++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)%0a++++++++++++++++++++++++&ots=gzx7vpc-go&sig=-v1pc5c-qclk-kxqn_guzdzjitc,Google Scholar,TRUE,5,,
119,2023,"Lang, H.",H Lang,H Lang - 2023 - books.google.com,,Out-Of Hospital Ventilation: An Interdisciplinary Perspective On Landscape And Health,"Safe handling of patient and device in home ventilation! This book offers all relevant contents of the further training"" Basic qualification extra-clinical artificial respiration"" and addresses ...",https://books.google.com/books?hl=en&lr=&id=5cnbeaaaqbaj&oi=fnd&pg=pr5&dq=%0a++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)%0a++++++++++++++++++++++++&ots=j6dh68vnto&sig=ztvt-kxqkpcpfhmxqrenut5m25s,Google Scholar,TRUE,2,,
120,2022,"Saupe, H.",H Saupe,H Saupe - 2022 - books.google.com,,Holistic Cancer Medicine: Integrative Strategies For A New Approach To Health And Healing,"A groundbreaking, comprehensive guide on managing, treating, and preventing cancer.* Introducing: The Holistic Model of the Twelve Vital Fields* It’sa sad truth of our times that one in ...",https://books.google.com/books?hl=en&lr=&id=ax6reaaaqbaj&oi=fnd&pg=pr11&dq=%0a++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)%0a++++++++++++++++++++++++&ots=pez7ai13zi&sig=vhwv-egqjqj5nuk5niddvvsm7zi,Google Scholar,TRUE,2,,
