Study_ID,Publication Year,First Author,Authors,Publication Title,Summary,Database,DOI,URL,Title,Abstract,Abstract2,Exclude_JGE,Reason_ID_JGE,Exclude_MS,Reason_ID_MS,Exclude_GC,Reason_ID_GC,Review_GC,Comments_GC,Exclude_FINAL,Reason_ID_FINAL
56,1998,"Périé, S.","Périé, S.; Laccourreye, L.; Flahault, A.; Hazebroucq, V.; Chaussade, S.; St Guily, J. L.",Laryngoscope,,PubMed,10.1097/00005537-199811000-00022,,Role Of Videoendoscopy In Assessment Of Pharyngeal Function In Oropharyngeal Dysphagia: Comparison With Videofluoroscopy And Manometry,"Objective: The Purpose Of The Current Report Is To Evaluate The Ability Of Videoendoscopic Swallowing Study In Assessing Pharyngeal Propulsion And  Aspiration Episodes When Compared With Videofluoroscopy And Manometry. Study  Design: Prospective Study. Methods: Thirty-Four Patients With Oropharyngeal  Dysphagia Underwent Videoendoscopy Of Swallowing To Assess Pharyngeal Propulsion  As Pathologic Or Nonpathologic, And Aspiration. These Features Were Compared With  Those Found On Manometry And Videofluoroscopy, Which Were Considered As The  Reference Examinations. Sensitivity, Specificity, And Positive And Negative  Predictive Values Of Videoendoscopy Were Estimated, With Their 95% Confidence  Intervals. Results: A Total Agreement Between Videoendoscopy And Videofluoroscopy  Was Found In 76.4% Of Cases For Pharyngeal Propulsion And In 82.3% For  Aspiration. This Rate For Pharyngeal Propulsion Reached 82.3% Between  Videoendoscopy And Manometry. Moreover, In 24 Cases (70.5%) In Which  Videofluoroscopy And Manometry Agreed For Pharyngeal Propulsion, 22 Were Assessed  Similarly Through Fiberoscopy. When Using Fluoroscopy And Manometry As Reference  Examinations, Videoendoscopy Detected Nearly 90% (95% Confidence Interval [Ci] =  0.80, 1.0) Of Impaired Pharyngeal Propulsion. Concerning Aspiration, 70% (95% Ci  = 0.54, 0.85) Of Events Detected By Videoendoscopy Were Also Observed On  Videofluoroscopy. Sensitivity, Specificity, And Positive And Negative Predictive  Values Of Videoendoscopy Reached A Higher Rate (90% To 92.8%) When Agreement Was  Found Between Fluoroscopy And Manometry. Conclusions: Videoendoscopy Is An  Examination That Can Be Used To Detect Inexpensively Pharyngeal Propulsion  Disorders And Aspiration Episodes.",,True,2.0,,,,,,,True,2.0
62,1998,"Aviv, J.","Aviv, J. E.; Kim, T.; Thomson, J. E.; Sunshine, S.; Kaplan, S.; Close, L. G.",Dysphagia,,PubMed,10.1007/pl00009561,,Fiberoptic Endoscopic Evaluation Of Swallowing With Sensory Testing Feesst In Healthy Controls,"The Purpose Of This Study Was To Introduce A New Method Of Bedside Assessment Of Both The Motor And Sensory Components Of Swallowing Called Fiberoptic Endoscopic  Evaluation Of Swallowing With Sensory Testing (Feesst). This Approach Combines  The Established Bedside Endoscopic Swallowing Evaluation With A More Recently  Described Technique That Allows Objective Determination Of Laryngopharyngeal (Lp)  Sensory Discrimination Thresholds By Delivering Air Pulse Stimuli To The Mucosa  Innervated By The Superior Laryngeal Nerve Via A Flexible Endoscope. A  Prospective Study Was Conducted Of Feesst In 20 Healthy Control Subjects, Mean  Age Of 34 +/- 11 Years. Lp Sensory Thresholds Were Defined As Either Normal (<  4.0 Mmhg Air Pulse Pressure [App]), Moderate Deficit (4.0-6.0 Mmhg App), Or  Severe Deficits (> 6.0 Mmhg App). Subsequent To Lp Sensory Testing, Food Of  Varying Consistencies, Mixed With Green Food Coloring, Was Given And Attention  Was Paid To Spillage, Laryngeal Penetration, Pharyngeal Residue, Aspiration, And  Reflux. Therapeutic Maneuvers Such As Postural Changes And Airway Protection  Techniques Were Performed On Each Subject To Determine If The Assessed Swallowing  Parameters Were Affected By Maneuvers. All Patients Completed The Study; All Had  Normal Lp Sensory Discrimination Thresholds (2.9 +/- 0.7 Mmhg App). There Were No  Instances Of Spillage, Laryngeal Penetration, Or Aspiration. Two Of 20 Subjects  Had Pharyngeal Residue And 2 Of 20 Had Reflux. Institution Of Therapeutic  Maneuvers Resulted In A Predictable Change In The Endoscopic View Of The  Laryngopharyngeal Anatomy. Feesst Provides Comprehensive, Objective Sensory And  Motor Information About Deglutition In The Bedside Setting And Might Have  Implications For The Bedside Diagnosis And Management Of Patients With Dysphagia.",,True,2.0,,,,,,,True,2.0
63,1999,"Brady, S.","Brady, S. L.; Hildner, C. D.; Hutchins, B. F.",Dysphagia,,PubMed,10.1007/pl00009596,,Simultaneous Videofluoroscopic Swallow Study And Modified Evans Blue Dye Procedure: An Evaluation Of Blue Dye Visualization In Cases Of Known Aspiration,"The Reliability Of The Modified Evans Blue Dye (Mebd) Test For The Detection Of Aspirated Materials In Patients With Tracheostomy Has Been Questioned. The  Videofluoroscopic Swallow Study (Vfss) Has Been The Standard Procedure Used To  Detect Aspiration, But There Are Known Risks And The Vfss Is Not Always An  Available Evaluation Option For Aspiration Detection. The Purpose Of The Present  Study Was To Investigate The Visualization Of Blue Tracheal Secretions In Cases  Of Known Aspiration As Documented By The Vfss. Twenty Consecutive Simultaneous  Mebd Study And Vfss Were Completed On Patients With Tracheostomies At An Acute  Rehabilitation Hospital. Overall, The Mebd Showed A 50% False-Negative Error  Rate. The Mebd Identified Aspiration In 100% Of Patients Who Aspirated More Than  Trace Amounts But Failed To Identify Aspiration Of Trace Amounts (0%).",,True,2.0,True,2.0,,,,,True,2.0
67,1999,"O'Hara, S.","O'Hara, Sm; Donnelly, Lf; Chuang, E; Briner, Wh; Bisset, Gs",Radiology,,Web of Science,10.1148/radiology.213.1.r99oc36113,,Gastric Retention Of Zinc-Based Pennies: Radiographic Appearance And Hazards,"Purpose: To Determine The Radiographic Appearance And Features Of Corrosion In U.S. Coins Exposed To Gastric Acid. Materials And Methods: Six U.S. Copper-Based Pre-1982 Pennies, 12 Zinc-Based Post-1982 Pennies, A Quarter, A Nickel, And A Dime Were Exposed To Postprandial Concentrations Of Gastric Acid (0.15N Hcl) For 7 Days, And Radiographs Were Obtained Daily. Half The Zinc-Based Coins Were Scraped To Disrupt Their Copper Coating. Coins Were Weighed At The Start And Completion Of The Study. Results: Post-1982 Zinc-Based Pennies Developed Radiolucent Corrosive Changes Within 24 Hours. Erosions On The Coins Became More Apparent Over Time. Frank Holes Were Present On Day 2. The Weights Of These Coins Decreased 5%-8% During The Study. Pre-1982 Copper Pennies And Silver-Colored Coins Showed No Change On Radiographs Over 7 Days. Conclusion: Unexpected Radiolucent Corrosions May Develop In Post-1982 Zinc Alloy Pennies When Retained In The Stomach. Coins Have Long Been Considered Innocuous Foreign Bodies In The Gastrointestinal Tracts Of Children. However, Because Of The Potential For Ulceration And Zinc-Related Morbidity, Closer Clinical And Radiographic Observation Is Warranted. Coins With Scalloped Edges Or Holes Should Be Endoscopically Removed, As They Have Likely Been Retained Longer Than 1 Or 2 Days.",,True,2.0,,,,,,,True,2.0
68,2000,"Miller, G.",Gw Miller,,GW Miller - 2000 - books.google.com,Google Scholar,,https://books.google.lk/books?hl=en&lr=&id=jZv0DwAAQBAJ&oi=fnd&pg=PR13&dq=King+Of+Hearts:+The+True+Story+Of+The+Maverick+Who+Pioneered+Open+Heart+Surgery+gw+miller+2000&ots=hiSKy5RAhY&sig=y-DTJsiU5BNCJiNxWWo3u91ePRk&redir_esc=y#v=onepage&q=King%20Of%20Hearts%3A%20The%20True%20Story%20Of%20The%20Maverick%20Who%20Pioneered%20Open%20Heart%20Surgery%20gw%20miller%202000&f=false,King Of Hearts: The True Story Of The Maverick Who Pioneered Open Heart Surgery,"Few Of The Great Stories Of Medicine Are As Palpably Dramatic As The Invention Of Open-Heart Surgery, Yet, Until Now, No Journalist Has Ever Brought All Of The Thrilling Specifics Of This ...",Abstract not available,True,2.0,True,2.0,,,,,True,2.0
69,2000,"Pappas..., E.","Eg Chekan, Tn Pappas...",Surgery: Basic Science ,"EG Chekan, TN Pappas... - Surgery: Basic Science ..., 2000 - books.google.com",Google Scholar,,https://books.google.lk/books?hl=en&lr=&id=vHWr9U09CWIC&oi=fnd&pg=PA429&dq=Surgery:+Basic+Science+general+principles+2000+chekan&ots=now1q9tDML&sig=1V4hYlOhPnxJ1mwsPdMUGVEXWYw&redir_esc=y#v=onepage&q=Surgery%3A%20Basic%20Science%20general%20principles%202000%20chekan&f=false,General Principles,"The Historical Development Of Laparoscopy Can Be Traced To Early In The Nineteenth Century When, Using Reflected Candlelight, Bozzini, An Italian Physician Living In Germany, First ...","An up-to-the-minute, clinically oriented, and encyclopedic textbook of general surgery for all surgical residents, general surgeons, and medical students. Divided into eight sections, the text brings together the emerging leaders in surgery to concisely present and synthesize the key issues in the different surgical disciplines. Each chapter presents anatomy, physiology and associated scientific development, disease etiology and prevention, appropriate diagnostic procedures, treatment of benign and malignant disease, and well illustrated, technical discussion of how-to-do surgery. Color-coded tables summarize the evidence currently available for a wide variety of surgical treatment options. The text is augmented by a specially comisioned art program with more than 1000 illustrations to clearly depict surgical techniques. A CD-ROM packaged with the text provides a hypertext link to PubMed for every reference - invaluable for research.",True,1.0,,,,,,,True,1.0
70,2000,"Quesenberry, A.","A Adamcak, Lr Hess, Ke Quesenberry",Journal Of Avian Medicine And ...,"A Adamcak, LR Hess, KE Quesenberry - Journal of Avian Medicine and ..., 2000 - BioOne",Google Scholar,10.1647/1082-6742(2000)014[0257:ISFBIA]2.0.CO;2,https://bioone.org/journals/journal-of-avian-medicine-and-surgery/volume-14/issue-4/1082-6742_2000_014_0257_isfbia_2.0.co_2/intestinal-string-foreign-body-in-an-adult-umbrella-cockatoo-cacatua/10.1647/1082-6742(2000)014[0257:isfbia]2.0.co;2.short,Intestinal String Foreign Body In An Adult Umbrella Cockatoo (Cacatua Alba),"Gastrointestinal Foreign Bodies Are Reported In Zoo Birds, Ratites, And Juvenile Psittacine Birds; However, Foreign Body Ingestion By Adult Psittacine Birds Is Uncommon. We Examined An ...","Gastrointestinal foreign bodies are reported in zoo birds, ratites, and juvenile psittacine birds; however, foreign body ingestion by adult psittacine birds is uncommon. We examined an adult umbrella cockatoo (Cacatua alba) because of a 4-month history of weight loss and intermittent, dark brown, malodorous stool. Physical examination findings were unremarkable. Results of laboratory testing revealed anemia, leukocytosis, lymphopenia, monocytosis, hypoproteinemia, and hypoalbuminemia; blood lead and zinc concentrations were not elevated. Enterococcus durans was cultured aerobically from the feces. Gas-filled, dilated intestinal loops and a gas-filled proventriculus were evident on survey radiographs. The clinical signs did not resolve with initial treatment, which included ciprofloxacin, ketoconazole, and a lactobacillus supplement. Over the next 2 months, results of blood tests revealed nonregenerative anemia, intermittent leukocytosis, monocytosis, and hypoproteinemia. Staphylococcus lugdunensis and E faecium were isolated from a crop swab and fecal samples. A barium contrast study revealed a filling defect in the area of the large intestine, whereas results of fluoroscopy were normal. The cockatoo responded poorly to further treatment, including 5 days of supportive care in the hospital, and the owners requested euthanasia. On necropsy, a string foreign body (7 cm long) was found in the proximal large intestine. The string had originated from a rope toy in the bird's cage",True,4.0,,,,,,,True,4.0
72,2001,"Vicente, Y.","Vicente, Y.; Hernandez-Peredo, G.; Molina, M.; Prieto, G.; Tovar, J. A.",Journal Of Pediatric Surgery,,PubMed,10.1053/jpsu.2001.26381,,Acute Food Bolus Impaction Without Stricture In Children With Gastroesophageal Reflux,"Background/Purpose: This Report Identifies A Group Of Children In Whom Severe Acute Food Bolus Impaction (Afbi) Was The Leading Symptom Of Gastroesophageal  Reflux (Ger) In The Absence Of Stricture. Methods: The Esophageal Structure And  Function Of 8 Patients Treated For Afbi Requiring Endoscopic Removal Of  Alimentary Foreign Bodies In 6 Of Them (Up To 4 Times In 1 Case) Were  Investigated By Barium Meal, Esophagoscopy-Biopsy, Ph-Metering, Pull-Through  Stationary Manometry, And 24-Hour Ambulatory Manometry. The Results Were Compared  With Those In A Group Of Age-Matched Regular Refluxers (N = 14) Without Afbi.  Results: Six Boys And 2 Girls Aged 108 +/- 59 Months Had Impaction. Six Children  Had Symptoms Of Ger Like Vomiting During Infancy, Heartburn, Or Respiratory Tract  Disease. Barium Swallow Ruled Out Stenosis In All Patients And Showed Small  Hiatal Hernias In 3. All Had Endoscopic And Histologic Esophagitis (Moderate To  Severe In 6), And One Had Schatzki Ring. All But One (Who Had 8.45 Mm Hg) Had  Normal Lower Esophageal Sphincter Pressure (16.2 +/- 4.7 Mm Hg, Mean +/- Sd), And  All Showed Normal Sphincteric Relaxation. Esophageal Body Motility Was Not  Significantly Different From That In Regular Refluxers Except In 6 Children In  Whom Energetic Distal Peristalsis After Reflux Episodes Could Be Seen  Particularly During The Night. Three Of Them Had Amazingly Powerful Distal Waves  During The Day And Even Stronger, Simultaneous, Wide And Bizarre-Shaped Waves  During Sleep. Symptoms Improved In All Cases After Antireflux Medication. Four  Patients Were Cured After Antireflux Surgery. Conclusions: Afbi Is A Dramatic But  Practically Unheard Of Symptom Of Ger In Children. It Should Be Differentiated  From Dysphagia And Reveals Motor Dysfunction, Sometimes Severe, Of The Esophageal  Body In The Absence Of Sphincteric Obstruction. Antireflux Medication Or Surgery  Were Uniformly Successful In Our Patients.",,False,,True,2.0,True,2.0,Exclude,"Not intentional, food bolus",True,2.0
74,2002,"El-Zomor, E.","E Sheta, S El-Zomor",Veterinary Medical Journal (Giza),"E SHETA, S EL-ZOMOR - Veterinary Medical Journal (Giza), 2002 - journals.ekb.eg",Google Scholar,10.21608/vmjg.2002.369369,https://journals.ekb.eg/article_369369.html,Alimentary Tract Foreign Bodies In Dogs And Cats,"Twelve Cats And Nine Dogs Suffering Incidental Swallowing Of Foreign Bodies Were Included In This Study. Various Foreign Bodies Were Detected In Their Mouth, Oesophagus, Stomach And ...","Twelve cats and nine dogs suffering incidental swallowing of foreign bodies were included in this study. Various foreign bodies were detected in their mouth, oesophagus, stomach and intestines. The most common and obvious clinical signs were persistent vomiting, anorexia and de- pression. Diagnosis was based on case history, clinical examination and radiography. Surgery was successfully adopted in most of cases.",True,4.0,,,,,,,True,4.0
75,2002,"Association, B.",British Medical Association,,British Medical Association - 2002 - Dorling Kindersley Ltd,Google Scholar,,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&inst=7421307413561760588&q=Bma+Illustrated+Medical+Dictionary%3A+Essential+A%3F+Z+Quick+Reference+To+Over+5%2C000+Medical+Terms+2002&btnG=,"Bma Illustrated Medical Dictionary: Essential A? Z Quick Reference To Over 5,000 Medical Terms",,Abstract not available,True,5.0,,,,,,,True,5.0
76,2002,"Brenner, R.","Rr Simon, Be Brenner",,"RR Simon, BE Brenner - 2002 - books.google.com",Google Scholar,,"https://books.google.lk/books?hl=en&lr=&id=dUkQOSA77-8C&oi=fnd&pg=PR19&dq=RR+Simon,+BE+Brenner+-+2002+emergency+procedures+and+techniquea&ots=tjnhRZX20Z&sig=LxyCOdiRe1JQJTgze0RZ6tsVzcA&redir_esc=y#v=onepage&q=RR%20Simon%2C%20BE%20Brenner%20-%202002%20emergency%20procedures%20and%20techniquea&f=false",Emergency Procedures And Techniques,"This Thoroughly Updated Fourth Edition Is A Must For Residents And Practitioners Who Need A Practical, Clear, And Readable Guide To Emergency Medicine Procedures. The Book Provides ...",Abstract not available,True,5.0,True,2.0,,,,,True,5.0
79,2003,"Mcquirter, J.","Mcquirter, Joseph L.; Rothenberg, Stephen J.; Dinkins, Gracie A.; Norris, Keith; Kondrashov, Vladislav; Manalo, Mario; Todd, Andrew C.",Journal Of Oral And Maxillofacial Surgery : Official Journal Of The American Association Of Oral And Maxillofacial Surgeons,,PubMed,10.1053/joms.2003.50117,,Elevated Blood Lead Resulting From Maxillofacial Gunshot Injuries With Lead Ingestion,"Purpose: The Purpose Of This Study Was To Identify The Contribution Of Ingested Lead Particles To Elevated Blood Lead Concentrations In Victims Of Gunshot Injury  To The Maxillofacial Region. Patients And Methods: As Part Of A Larger Study Of  The Effects Of Retained Lead Bullets On Blood Lead, A Retrospective Review Of  Study Findings Was Completed On 5 Of 8 Patients Who Sustained Injuries To The  Maxillofacial Region. These 5 Patients Were Recruited Into The Larger Study  Within 11 Days Of Injury And Showed A Penetration Path For The Projectile That  Engaged The Upper Aerodigestive Tract. All Subjects Were Recruited From Patients  Presenting For Care Of Their Gunshot Injuries To A Large Inner-City Trauma Center  With A Retained Bullet Resulting From A Gunshot Injury. An Initial Blood Lead  Level Was Measured For All Recruited Patients And Repeated 1 To 17 Weeks Later.  Medical History Was Taken Along With A Screening And Risk Factor Questionnaire To  Determine Other Potential Or Actual Sources (Occupational/Recreational) Of Lead  Exposure. (109)Cd K-Shell X-Ray Fluorescence Determinations Of Bone Lead Were  Completed To Determine Past Lead Exposure Not Revealed By Medical History And  Risk Factor Questionnaire. Radiographs Taken Of The Abdomen And Chest, Required  As A Part Of The Patient'S Hospital Care, Were Retrospectively Reviewed For Signs  Of Metallic Fragments Along The Aerodigestive Tract. Results: All 5 Patients  Retained Multiple Lead Pellets Or Fragments At The Site Of Injury, Sustained  Fractures Of The Facial Bones, And Showed Increases In Blood Lead. Three Of The 5  Study Subjects Who Sustained Maxillofacial Gunshot Injuries Involving The Mouth,  Nose, Or Throat Region Showed Metallic Densities Along The Gastrointestinal Tract  Indicative Of Ingested Bullet Fragments. Each Patient With Ingested Bullet  Fragments Showed Rapid Elevation Of Blood Lead Exceeding 25 Microg/Dl And  Sustained Increases Well Beyond The Time When All Ingested Fragments Were  Eliminated. A 3-Year Follow-Up On These 3 Patients Showed Significantly Sustained  Elevation Of Blood Lead But Less Than That Observed During The Initial 6 Months  After Injury. None Of The 5 Study Subjects Showed Any Evidence Of Metallic  Foreign Bodies Within The Tracheobronchial Regions Indicative Of Aspiration.  Conclusion: Ingestion Of Lead Fragments Can Result From Gunshot Injuries To The  Maxillofacial Region And May Substantially Contribute To A Rapid Increase In  Blood Lead Level. Prompt Diagnosis And Elimination Of Ingested Lead Fragments Are  Essential Steps Necessary To Prevent Lead Being Absorbed From The  Gastrointestinal Tract. Increased Blood Lead In Victims After Gunshot Injuries  Must Be Fully Evaluated For All Potential Sources, Including Recent Environmental  Exposure, Absorption Of Lead From Any Remaining Bullets In Body Tissues, And The  Possibility Of Mobilization Of Lead From Long-Term Body Stores Such As Bone.",,True,2.0,True,2.0,,,,,True,2.0
