,Study_ID,First_Author,Publication_Year,Title,Study_Design,Population_Type,Study_Setting,Study_Location,DOI,Data_Extracted,Bibliography_Searched,Exclude,Notes,Unnamed: 0,Author,Publication_Title,Database,Reason_ID,Paediatric,Intention_Reported,Deliberate_Intention,Unclear,Accessed,Bib_Search_Complete,Comments,Case_Count,Patient_Count,Age_Low,Age_High,Age_Mean,Age_Median,Verified_Ingestion_Cases,Verified_Ingestion_Rate,Gender_Male_Cases,Gender_Male_Rate,Gender_Female_Cases,Gender_Female_Rate,Gender_Unknown_Cases,Gender_Unknown_Rate,Is_Intentional_Cases,Is_Intentional_Rate,Is_Prisoner_Cases,Is_Prisoner_Rate,Is_Psych_Inpat_Cases,Is_Psych_Inpat_Rate,Is_Displaced_Person_Cases,Is_Displaced_Person_Rate,Under_Influence_Alcohol_Cases,Under_Influence_Alcohol_Rate,Psych_Hx_Cases,Psych_Hx_Rate,Severe_Disability_Hx_Cases,Severe_Disability_Hx_Rate,Previous_Ingestions_Cases,Previous_Ingestions_Rate,Motivation_Intent_To_Harm_Cases,Motivation_Intent_To_Harm_Rate,Motivation_Protest_Cases,Motivation_Protest_Rate,Motivation_Psychiatric_Cases,Motivation_Psychiatric_Rate,Motivation_Psychosocial_Cases,Motivation_Psychosocial_Rate,Motivation_Unknown_Cases,Motivation_Unknown_Rate,Motivation_Other_Cases,Motivation_Other_Rate,Motivation_Other_Psych_Hx_Cases,Motivation_Other_Psych_Hx_Rate,Motivation_Other_Severe_Disability_Hx_Cases,Motivation_Other_Severe_Disability_Hx_Rate,Object_Count,Object_Button_Battery_Cases,Object_Button_Battery_Rate,Object_Magnet_Cases,Object_Magnet_Rate,Object_Long_Cases,Object_Long_Rate,Object_Diameter_Large_Cases,Object_Diameter_Large_Rate,Object_Sharp_Cases,Object_Sharp_Rate,Object_Multiple_Cases,Object_Multiple_Rate,Object_Long_Sharp_Cases,Object_Long_Sharp_Rate,Object_Short_Cases,Object_Short_Rate,Object_Short_Sharp_Cases,Object_Short_Sharp_Rate,Outcome_Endoscopy_Cases,Outcome_Endoscopy_Rate,Outcome_Surgery_Cases,Outcome_Surgery_Rate,Outcome_Death_Cases,Outcome_Death_Rate,Outcome_Injury_Needing_Intervention_Cases,Outcome_Injury_Needing_Intervention_Rate,Outcome_Perforation_Cases,Outcome_Perforation_Rate,Outcome_Obstruction_Cases,Outcome_Obstruction_Rate,Outcome_Other_Cases,Outcome_Other_Rate,Outcome_Other_Long,Outcome_Conservative_Cases,Outcome_Conservative_Rate,Outcome_Endoscopy_Surgery_Cases,Outcome_Endoscopy_Surgery_Rate,Total_Cases
79,441,"Mezouari, F.A.",2023,Ingestion Of Foreign Bodies In Prisons: How Should They Be Managed: Study Of 13 Cases,Retrospective Case Series,Prisoners attended emergency department for IIFO.,Ibn Rochd University Hospital Center,"Casablanca, Morocco",10.5152/tjg.2023.101123,Y,N,,,,,,,,,,,,,,,,13.0,,,,32.0,13.0,1.0,11.921000000000001,0.917,1.079,0.083,0.0,0.0,13.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.014615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.5,1.079,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.5,0.5,0.0,0.0,0.0
80,442,"Kaazan, P.",2023,Deliberate Foreign Body Ingestion In Patients With Underlying Mental Illness: A Retrospective Multicentre Study,,Patients with record of endoscopy,3 Australian Hospitals,Australia,10.1177/10398562231189431,Y,N,,,,,,,,,,,,,,,166.0,35.0,,,32.9,,166.0,1.0,71.048,0.428,94.952,0.572,0.0,0.0,166.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.614,0.829,23.738,0.143,0.0,0.0,144.42,0.87,0.0,0.0,0.0,0.0,0.0,0.0,21.580000000000002,0.13,0.0,0.0,0.0,0.0,0.0,0.0,,38.0,0.2289156626506024,5.0,0.030120481927710843,0.0,0.0,0.0,0.0,76.0,0.4578313253012048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.99000000000001,0.765,0.0,0.0,0.0,0.0,3.0,0.018072289156626505,2.0,0.012048192771084338,0.0,0.0,5.0,0.030120481927710843,,0.0,0.0,0.0,0.0,0.0
81,443,"Divsalar, P.",2023,Repeated Intentional Swallowing Of Foreign Objects By An Adolescent Girl Case Report,Case Report,,"Afzalipour Hospital, Kerman University of Medical Sciences","Kerman, Iran",10.5812/ijhrba-134720,Y,N,,,,,,,,,,,,,,,3.0,,17.0,17.0,17.0,17.0,,,0.0,0.0,3.0,1.0,0.0,0.0,,,0.0,0.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.0,0.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,,1.0,0.3333333333333333,0.0,0.0,3.0
82,444,"Jaini, P.A.",2023,Management Challenges Of Recurrent Foreign Body Ingestions In A Psychiatric Patient: A Case Report,Case Report,,"Department of Psychiatry, John Peter Smith Hospital","Fort Worth, Texas, USA",10.1097/PRA.0000000000000694,Y,N,,,,,,,,,,,,,,,,1.0,18.0,18.0,18.0,18.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,8.0,0.8,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
83,450,"Calini, G.",2023,Endoscopic Failure For Foreign Body Ingestion And Food Bolus Impaction In The Upper Gastrointestinal Tract: An Updated Analysis In A European Tertiary Care  Hospital,Retrospective Review,patients who underwent upper gastrointestinal endoscopy for FBIs between 2007 and 2017,University Hospital ‘Santa Maria della Misericordia’,Italy,10.1097/MEG.0000000000002602,Y,N,,,,,,,,,,,,,,,381.0,341.0,,,,49.2,286.0,0.7506561679790026,237.0,0.622,144.0,0.378,0.0,0.0,57.0,0.154,54.0,0.158,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,6.858,0.018,0.0,0.0,4.952999999999999,0.013,0.0,0.0,154.305,0.405,0.0,0.0,0.0,0.0,376.04699999999997,0.987,0.0,0.0,381.0,1.0,2.0,0.005249343832020997,0.0,0.0,0.0,0.0,3.0,0.007874015748031496,0.0,0.0,102.0,0.2677165354330709,"Local adverse events (superficial mucosal lesion or erythema) 94 (24.7), Major adverse event (requiring hospital admission) e 8 (2.1) a, Two or more in the same patient. bOf 286 FBIs verified with history, imaging, or endoscopy. cRetraction damage injuries: lower esophageal sphincter and mild oral bleeding. dSurgery performed for esophageal perforation, and an unfolded lid-can in the stomach. eBleedings [2], esophageal perforations [2], deep esophageal ulcer, systemic inflammatory response syndrome, aspiration, and allergic reaction.",0.0,0.0,2.0,0.005249343832020997,0.0
84,451,"Chauhan, A.",2023,Intentional Ingestion Of A Foreign Body - Why We Need Psychiatrists,Case Report,,"Department of Gastroenterology, Indira Gandhi Medical College","Shimla, India",10.34172/mejdd.2023.322,Y,N,,,,,,,,,,,,,,,1.0,,23.0,23.0,23.0,23.0,,,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0
85,456,"Hardy, J.C.",2023,Loose Screws: Removal Of Foreign Bodies From The Lower Gastrointestinal Tract,,,"Internal Medicine, Brooke Army Medical Center,","San Antonia, USA",10.7759/cureus.43093,Y,N,,,,,,,,,,,,,,,1.0,,45.0,45.0,45.0,45.0,,,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0
86,460,"Das, S.S.",2023,Intentional Ingestion Of Foreign Bodies: A Physician'S Agony,Case Report,,"eneral Surgery, Dubai Hospital","Dubai, UAE",10.7759/cureus.37677,Y,N,,,,,,,,,,,,,,,1.0,,29.0,29.0,29.0,29.0,,,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0
87,461,"Ishak, A.",2023,"Hard To Swallow, Hard To Treat",,Patients admitted by the surgical team at Croydon University Hospital between 2017 and 2023 with DFBI,Croydon University Hospital,"Croydon, UK",10.1093/bjs/znad348.067,Y,N,,,,,,,,,,,,,,,52.0,8.0,,,,,,,0.0,0.0,0.0,0.0,52.0,1.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.46153846153846156,12.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Complications included pulmonary embolism, pneumonia, enterotomy, hernia, and infection",0.0,0.0,0.0,0.0,0.0
88,465,"Poesy, S.",2024,Imaging Approach To Ingested Foreign Bodies In The Neck,Review,,"Department of Radiology, Boston University Chobanian & Avedisian School of Medicine/Boston Medical Center","Boston, MA, USA",10.1007/s00234-024-03348-5,Y,N,,,,,,,,,,,,,,,7.0,,34.0,52.0,37.42857142857143,35.0,,,7.0,1.0,0.0,0.0,0.0,0.0,,,5.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,6.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,4.0,0.5714285714285714,3.0,0.42857142857142855,0.0,0.0,7.0,1.0,4.0,0.5714285714285714,6.0,0.8571428571428571,1.0,0.14285714285714285,0.0,0.0,1.0,0.14285714285714285,0.0,0.0,3.0,0.42857142857142855,5.0,0.7142857142857143,,1.0,0.14285714285714285,1.0,0.14285714285714285,7.0
89,471,"Sultan, N.",2024,A Plastic Bezoar Causing Bowel Obstruction: A Case Of Table Cover Ingestion,Case Report,,"General Surgery Department, King Abdulaziz Hospital","Makkah, Saudi Arabia",10.1016/j.ijscr.2024.109506,Y,N,,,,,,,,,,,,,,,1.0,,58.0,58.0,58.0,58.0,,,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0
90,475,"Marie, A.",2024,A Dangerous Appetite,Case Report,,Service ORL du CHRU de Brest,"Brest, France",10.1016/j.anorl.2023.04.006,Y,N,,,,,,,,,,,,,,,1.0,,25.0,25.0,25.0,25.0,,,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,1.0,1.0
91,476,"Akgul, N.C.",2024,Chronic Foreign Body Ingestion In Two Adults With Psychiatric Disorder: Is It Possible To Wait And See? Foreign Body Ingestion,Case Report,,"Department of General Surgery, Gebze Fatih State Hospital","Kocaeli, Turkey",10.4328/ACAM.22190,Y,N,,,,,,,,,,,,,,,1.0,,23.0,23.0,23.0,23.0,,,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,0.0,0.0,1.0
92,482,"Farhadi, F.",2024,This Is A Successful Removal Of More Than 450 Pieces Of Metal Objects From A Patient'S Stomach: A Case Report,Case Report,,"Department of General Surgery, School of Medicine, Ahvaz Jundishapur University of Medical Sciences","Ahvaz, Iran",10.1186/s13256-024-04672-3,Y,N,,,,,,,,,,,,,,,1.0,,36.0,36.0,36.0,36.0,,,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0
93,483,"Dranova, S.",2024,Difficult Oesophageal Foreign Body Removal: A Novel Surgical Approach To A Complex Situation,Case Report,,"ENT Department, Frimley Park Hospital","Frimley, UK",10.1017/ S0022215124000033,Y,N,,,,,,,,,,,,,,,1.0,,20.0,20.0,20.0,20.0,,,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0
94,484,"Buils, F.J.",2024,Repeated Behavior Of Deliberate Foreign Body Ingestion In A Patient With Psychiatric Disorder,Case Report,,Department of General and Digestive Surgery. Sant Joan University Hospital,"Reus, Tarragona, Spain",10.52916/jmrs244144,Y,N,,,,,,,,,,,,,,,1.0,,29.0,29.0,29.0,29.0,,,0.0,0.0,0.0,0.0,1.0,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0
95,485,"Bhumi, S.",2024,Esophageal Button Battery Retrieval: Time-In May Not Be Everything,Case Report,,"Gastroenterology and Hepatology, New York Presbyterian","Queens, New York, USA",10.7759/cureus.58327,Y,N,,,,,,,,,,,,,,,1.0,,45.0,45.0,45.0,45.0,,,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0
