Publication Year,First Author,Authors,Summary,Publication Title,Title,Abstract,URL,Database,Exclude,Reason ID,Reason
2013,"Das, P.","P Gogoi, K Kakati, S Poonia, A Das","P Gogoi, K Kakati, S Poonia, A Das - Open Journal of Orthopedics, 2013 - academia.edu",Open Journal of Orthopedics,A Rare Case of Fish Bone Penetrating Injury to Radius Causing Osteitis and Non-Healing Sinus,"Penetrating injury to radius or any other bone by fish bone is a rare kind of injury. Commonly metallic sharp objects, bullets, sharpnels, glass particles, hard wooden pieces are the …",https://www.academia.edu/download/71915462/4155e16c7a12ce011795faac87d103a04484.pdf,Google Scholar,,,
2013,"Özkul…, C.","C Alemdar, A Demirtaş, M Gem, E Özkul…","C Alemdar, A Demirtaş, M Gem, E Özkul… - J Clin Exp Invest www …, 2013 - jceionline.org",J Clin Exp Invest www …,Orthopedic approach to foreign body stings,"Objective: Although foreign body injuries are quite common, there are an insufficient number of publications on this matter. The aim of this study was to evaluate patients with foreign …",https://www.jceionline.org/download/orthopedic-approach-to-foreign-body-injuries-3491.pdf,Google Scholar,,,
2013,"Kovacs…, M.","M Menghini, PB Knecht, C Kaufmann, R Kovacs…","M Menghini, PB Knecht, C Kaufmann, R Kovacs… - Ophthalmic …, 2013 - karger.com",Ophthalmic …,"Treatment of traumatic corneal abrasions: a three-arm, prospective, randomized study","Purpose: To compare three different treatment modalities for traumatic corneal abrasions. Methods: We conducted a prospective, randomized, masked, three-arm clinical study of …",https://karger.com/ore/article-abstract/50/1/13/248240,Google Scholar,,,
2013,"Egawa…, N.","N Furuse, H Yamashita, S Masuyama, M Egawa…","N Furuse, H Yamashita, S Masuyama, M Egawa… - J Jpn Soc Acupuncture …, 2013 - jsam.jp",J Jpn Soc Acupuncture …,Case reports on adverse effects of acupuncture and moxibustion: A review of papers published between 2007 and 2011,[Objective] To analyze and understand cases of adverse effects of acupuncture and moxibustion published in medical journals between 2007 and 2011.[Methodology] We searched …,https://www.jsam.jp/onlineJournal/pdf2/71.pdf,Google Scholar,,,
2013,"Khoury, F.",F Khoury,"F Khoury - European journal of oral implantology, 2013 - search.ebscohost.com",European journal of oral implantology,The bony lid approach in pre-implant and implant surgery: a prospective study.,Purpose: The aim of this prospective study is to evaluate the outcome of the bony lid approach in pre-implant and implant surgery. Materials and methods: A total of 200 consecutive …,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=17562406&AN=94387920&h=4QodxsxkhB4qpTvnOZVFrXwPpXz9nSpSRYLnpbg%2BlYKKgtbdHHeuSswQVginhpPOFcIPIJCd4wGbo2EszB%2Fsjg%3D%3D&crl=c,Google Scholar,,,
2014,"Jeon…, S.","S Park, DS Choi, HS Shin, JM Cho, KN Jeon…","S Park, DS Choi, HS Shin, JM Cho, KN Jeon… - Acta …, 2014 - journals.sagepub.com",Acta …,Fish bone foreign bodies in the pharynx and upper esophagus: evaluation with 64-slice MDCT,Background Fish bone (FB) is one of the common causes of foreign body impaction in the pharynx and esophagus. Purpose To investigate the efficacy of 64-slice multidetector …,https://journals.sagepub.com/doi/abs/10.1177/0284185113493087,Google Scholar,,,
2014,"Rad…, E.","E Bolvardi, M Pezeshki Rad…","E Bolvardi, M Pezeshki Rad… - … Journal of Medicine, 2014 - pdfs.semanticscholar.org",… Journal of Medicine,Is Bedside Ultrasound a Reliable Method for Detecting Soft Tissue Foreign Bodies in Upper Extremity Penetrating Trauma Patients?,Background: Detection of foreign bodies trapped in the soft tissue is a diagnostic problem in patients with penetrating trauma referring to the emergency department. In spite of …,https://pdfs.semanticscholar.org/d0be/0d13b01ad4ea427b1285f7c52594c504818f.pdf,Google Scholar,,,
2014,"Tomruk…, C.",C Özçakır Tomruk…,"C Özçakır Tomruk… - The journal of …, 2014 - synapse.koreamed.org",The journal of …,Patients' knowledge and awareness of dental implants in a Turkish subpopulation,PURPOSE The purpose of this study was to evaluate the patients' knowledge on dental implants in a Turkish subpopulation. MATERIALS AND METHODS Five hundred twenty seven …,https://synapse.koreamed.org/upload/synapsedata/pdfdata/0170jap/jap-6-133.pdf,Google Scholar,,,
2014,"Defarges, L.","LK Nutt, JA Webb, KJ Prosser, A Defarges","LK Nutt, JA Webb, KJ Prosser, A Defarges - Can Vet J, 2014 - academia.edu",Can Vet J,Case Report Rapport de cas,Gestion des chiens et des chats avec un corps étranger trachéal à cause du tube endotrachéal. Deux chats et 3 chiens ont été traités pour un corps étranger trachéal à cause du tube …,https://www.academia.edu/download/80337997/ptpmcrender.pdf,Google Scholar,,,
2014,"Kones…, A.","A Aras, M Karabulut, O Kones…","A Aras, M Karabulut, O Kones… - Surgical Techniques …, 2014 - pagepress.org",Surgical Techniques …,A new and simple extraction technique for rectal foreign bodies: removing by cutting into small pieces,The purposes of insertion and types of foreign bodies in rectum show great variation. Rectal foreign bodies need to be removed without giving damage to intestinal wall and this should …,https://www.pagepress.org/journals/std/article/view/std.2014.5538,Google Scholar,,,
2015,"Abdelaal, M.","M Gomaa, A Abdelaal","M Gomaa, A Abdelaal - Res J Vet Pract, 2015 - researchgate.net",Res J Vet Pract,Ultrasonography versus radiography in detection of different foreign bodies in a cadaveric calf thigh specimen,The current study was carried out to identify the ability of both radiography and ultrasonography in identifying the presence of some foreign bodies in a Cadaveric calf thigh specimen. …,https://www.researchgate.net/profile/Mohamed-Gomaa-34/publication/292176183_Ultrasonography_versus_Radiography_in_Detection_of_Different_Foreign_Bodies_in_a_Cadaveric_Calf_Thigh_Specimen/links/5764acdc08aedbc345ed10b1/Ultrasonography-versus-Radiography-in-Detection-of-Different-Foreign-Bodies-in-a-Cadaveric-Calf-Thigh-Specimen.pdf,Google Scholar,,,
2015,"Miloro, J.","J Jamali, A Kolokythas, M Miloro","J Jamali, A Kolokythas, M Miloro - Atlas of Operative Oral and …, 2015 - books.google.com",Atlas of Operative Oral and …,Soft Tissue Injuries,Parotid duct (Stensen’s duct): The anticipated course of the parotid duct is predicted by drawing a line from the tragus of the ear to the mid‐portion of the upper lip. Stensen’s duct …,https://books.google.com/books?hl=en&lr=&id=DwQaBgAAQBAJ&oi=fnd&pg=PA195&dq=%0A++++++++++++++++++++++++(%22foreign+obj*%22+OR+%22foreign+bod*%22)%0A++++++++++++++++++++++++AND%0A++++++++++++++++++++++++(%22intent*%22+OR+%22deliberate*%22+OR+%22purpose*%22+OR+%22self-injur*%22+OR+%22selfharm*%22+OR+%22self-harm*%22)%0A++++++++++++++++++++++++&ots=TcrAjgpLau&sig=POHndVqS7MoOaar9FXM2-lwql2s,Google Scholar,,,
2015,"Wenke…, R.","RK Hurley Jr, JC Rivera, JC Wenke…","RK Hurley Jr, JC Rivera, JC Wenke… - Journal of …, 2015 - rehab.research.va.gov",Journal of …,Identifying obstacles to return to duty in severely injured combat-related servicemembers with amputation.,The capacity of servicemembers with amputation to return to duty after combat-related amputation and the associated disabilities remains largely unknown. The purpose of this study …,https://www.rehab.research.va.gov/jour/2015/521/pdf/jrrd-2014-04-0094.pdf,Google Scholar,,,
2015,"Adaobi, O.","OO Lucky, EO Adaobi","OO Lucky, EO Adaobi - Online Journal of Otolaryngology, 2015 - Citeseer",Online Journal of Otolaryngology,DISK BATTERIES IN THE ESOPHAGUS OF NIGERIAN CHILDREN: CASE SERIES,Foreign body (FB) ingestion is common in clinical practice especially in children. Its impaction in the esophagus constitutes an important cause of morbidity and mortality in our …,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=2924fc8ebe5922646a52365ac8b4e9b15ee95e3f,Google Scholar,,,
2015,"ONOTAI, L.",L OBUKOWHO ONOTAI,"L OBUKOWHO ONOTAI - Online Journal of Otolaryngology, 2015",Online Journal of Otolaryngology,DISK BATTERIES IN THE ESOPHAGUS OF NIGERIAN CHILDREN: CASE SERIES.,,,Google Scholar,,,
2015,"Siddiqui, M.","M Rafique, AA Shaikh, AH Siddiqui","M Rafique, AA Shaikh, AH Siddiqui - J Liaquat Unimed Health Sci, 2015 - lumhs.edu.pk",J Liaquat Unimed Health Sci,"Foreign Bodies in Ear-Its Type, Diagnosis and Management","OBJECTIVES: To evaluate the presentation, nature and fate of aural foreign bodies. STUDY DESIGN: Descriptive Study. SETTING: ENT and Head & Neck Surgery department, Liaquat …",http://www.lumhs.edu.pk/jlumhs/Vol14No02/pdfs/8.pdf,Google Scholar,,,
2015,"Mace, A.",A Mace,"A Mace - Laryngeal and Tracheobronchial Stenosis, 2015 - books.google.com",Laryngeal and Tracheobronchial Stenosis,Acute upper Airway Compromise,"Recognizing and managing acute upper airway obstruction is a fundamental skill for all doctors, but expertise in this area is essential for those working in units dealing with airway …",https://books.google.com/books?hl=en&lr=&id=XEIqCgAAQBAJ&oi=fnd&pg=PA381&dq=%0A++++++++++++++++++++++++(%22foreign+obj*%22+OR+%22foreign+bod*%22)%0A++++++++++++++++++++++++AND%0A++++++++++++++++++++++++(%22intent*%22+OR+%22deliberate*%22+OR+%22purpose*%22+OR+%22self-injur*%22+OR+%22selfharm*%22+OR+%22self-harm*%22)%0A++++++++++++++++++++++++&ots=7-56lSMVdn&sig=r6_HPk0SYBFr81kohA2Syh7Bt8Q,Google Scholar,,,
2015,"Hamirani, S.","S Ahmed, M Hamirani","S Ahmed, M Hamirani - … Hospital & Karachi Medical & Dental …, 2015 - search.ebscohost.com",… Hospital & Karachi Medical & Dental …,Self-Insertion of Needles by a Patient of Schizophrenia.,"Self-insertion of foreign bodies is a rare phenomenon, not commonly seen in clinical practice. We report a case of a young female who presented with pain and pricking sensation. On …",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=15633241&AN=112428056&h=HFu7NHbr6hY5A0OOGaI%2FDvck%2BYGRAALWHQVkt3Ec7GOq4v8%2BVR2yx%2FHtstT%2FTDYGBYqIsvU13h0U4BSmImCRJQ%3D%3D&crl=c,Google Scholar,,,
2016,"Azari, G.","G Ghaly, P Stathopoulos, A Azari","G Ghaly, P Stathopoulos, A Azari - British Journal of Oral and …, 2016 - bjoms.com",British Journal of Oral and …,Injuries to the head and neck in Homer's Odyssey,"Current guidelines in the urgent management of patients with vision-threatening retrobulbar haemorrhage (RBH) include immediate lateral canthotomy and cantholysis, followed as …",https://www.bjoms.com/article/S0266-4356(16)30492-2/abstract,Google Scholar,,,
2016,"Saad, M.",MN Saad,"MN Saad - IEEE pulse, 2016 - ieeexplore.ieee.org",IEEE pulse,Could Al-Zahrawi Be Considered a Biomedical Engineer?,"In one?s career, it is good to look back at the predecessors in the field. Biomedical engineering history is full of hidden treasures, one of whom is Al-Zahrawi, a Muslim surgeon who had …",https://ieeexplore.ieee.org/abstract/document/7432067/,Google Scholar,,,
2016,"Vijender, K.",K Vijender,"K Vijender - EC Dental science, 2016 - ecronicon.net",EC Dental science,Incidental Radiographic Discovery of a Screw in a Primary Molar in a 8 Year Old Child: A Case Report,"Children often have the habit of placing objects in their mouth, and these objects may be accidentally implanted in the oral cavity, ingested or aspirated. The objects are frequently …",https://ecronicon.net/assets/ecde/pdf/ECDE-04-0000116.pdf,Google Scholar,,,
2016,"Konturek, A.","A Gałczyński, E Cieplińska, A Konturek","A Gałczyński, E Cieplińska, A Konturek - Polish Journal of Surgery, 2016 - ppch.pl",Polish Journal of Surgery,Habitual intentional foreign body ingestion–A literature review,Foreign body ingestion is a commonly reported clinical problem. There are no data to evaluate the prevalence of this phenomenon in Poland. In the United States the annual death rate …,https://ppch.pl/api/files/view/69263.pdf,Google Scholar,,,
2016,"Moschouris, K.","K Stamatiou, H Moschouris","K Stamatiou, H Moschouris - Archivio Italiano di Urologia e …, 2016 - pagepressjournals.org",Archivio Italiano di Urologia e …,A rubber tube in the bladder as a complication of autoerotic stimulation of the urethra,Self-insertion of foreign bodies in the urethra is most commonly associated with sexual or erotic arousal of adolescents with mental health disorders. Rarely it may practiced by healthy …,https://www.pagepressjournals.org/aiua/article/view/aiua.2016.3.239,Google Scholar,,,
2016,"Chen…, J.","JH Lin, J Fang, D Wang, HZ Chen…","JH Lin, J Fang, D Wang, HZ Chen… - Journal of Digestive …, 2016 - search.ebscohost.com",Journal of Digestive …,"Chinese expert consensus on the endoscopic management of foreign bodies in the upper gastrointestinal tract (2015, Shanghai, China).",The article focuses on a study regarding management of foreign bodies present in the upper gastrointestinal tract (UGIT). Topics discussed include significant number of cases of …,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=17512972&asa=N&AN=114712546&h=vdcuEdqUEruXYux9LwnSC1ZqaxU8EJIF2X45TBQzPVLmAyWDep4m%2BbZDHteG7lGu4%2Fvtf5u8Miicx276n7YlzQ%3D%3D&crl=c,Google Scholar,,,
2016,"Yeom…, C.","CW Lim, MH Park, HJ Do, JS Yeom…","CW Lim, MH Park, HJ Do, JS Yeom… - Pediatric …, 2016 - synapse.koreamed.org",Pediatric …,"Factors associated with removal of impactted fishbone in children, suspected ingestion",Purpose The management and clinical course in pediatric patients who had ingested foreign body were investigated retrospectively to evaluate the frequency and factor associated with …,https://synapse.koreamed.org/articles/1080895,Google Scholar,,,
2016,"Rushinek…, M.","MA de Jong, H Rushinek…","MA de Jong, H Rushinek… - European Journal of Oral …, 2016 - search.ebscohost.com",European Journal of Oral …,Removal of dental implants displaced into the maxillary sinus: A case series.,Purpose: To present a retrospective case series of displaced dental implants in the maxillary sinus. Materials and methods: Patients with unintentional displacement of dental implants in …,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=17562406&AN=120305220&h=LSukmPAuJLX3VLUy4gbJZw%2B4uiKejIUdnwumVXUNouioLvs0Z7k0Cauv9%2BRIGygURQPCl7dQxJeRPcFW8t%2Fo4Q%3D%3D&crl=c,Google Scholar,,,
2016,"Kupfer…, W.","WA Cohen, JH Horovitz, Y Kupfer…","WA Cohen, JH Horovitz, Y Kupfer… - Journal of Intensive …, 2016 - search.ebscohost.com",Journal of Intensive …,The Complex Surgical Abdomen.,Intensivists are often called upon to help care for patients who develop severe sepsis syndrome and septic shock where the primary source is an enterocutaneous fistula (ECF). The …,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=08850666&AN=114477075&h=fIvvSTg5I6wNnDoyMTqB1vD8QioYYquS8xrvOMiyKIv1hX%2BL39ilHubNDcEh2habHAPtfeQ%2BVLN27w7oDxd8VA%3D%3D&crl=c,Google Scholar,,,
2017,"Swaroop, J.","JF Bean, M Swaroop","JF Bean, M Swaroop - Vignettes in Patient Safety-Volume 2, 2017 - books.google.com",Vignettes in Patient Safety-Volume 2,Retained Foreign Body,"Retained foreign bodies after surgeries or procedures are a rare complication with great consequences. The most commonly retained surgical items are guidewires, surgical sponges, …",https://books.google.com/books?hl=en&lr=&id=xGqQDwAAQBAJ&oi=fnd&pg=PA105&dq=++++++++++++++++++++++++(%22foreign+obj*%22+OR+%22foreign+bod*%22)++++++++++++++++++++++++AND++++++++++++++++++++++++(%22intent*%22+OR+%22deliberate*%22+OR+%22purpose*%22+OR+%22self-injur*%22+OR+%22selfharm*%22+OR+%22self-harm*%22)++++++++++++++++++++++++&ots=m6NJasBrZI&sig=MV9uugdDKVzaCoSJZ5TqmRw6tFU,Google Scholar,,,
2017,"Kennedy…, G.","GJ Housler, S Cross, V Marcel, DO Kennedy…","GJ Housler, S Cross, V Marcel, DO Kennedy… - J Spec Oper Med, 2017",J Spec Oper Med,A prospective randomized controlled two-arm clinical study evaluating the efficacy of a bioelectric dressing system for blister management in US army …,,,Google Scholar,,,
2017,"Vogel, H.",H Vogel,"H Vogel - Monitoring Detention, Custody, Torture and Ill …, 2017 - taylorfrancis.com",Monitoring Detention,Radiology in the Documentation of Torture and Ill-Treatment,"Radiology has an important and specific role to play in the documentation of physical injuries that may be caused by torture, ill-treatment, and other violence during arrest and while in …",https://www.taylorfrancis.com/chapters/edit/10.1201/9781315211459-7/radiology-documentation-torture-ill-treatment-vogel,Google Scholar,,,
2017,"Zheng, Q.","Q Yao, H Wu, B Xiong, P Han, C Zheng","Q Yao, H Wu, B Xiong, P Han, C Zheng - Journal of Huazhong University …, 2017 - Springer",Journal of Huazhong University …,A new method of 3-dimensional localization of intraocular foreign bodies using CT imaging: A role of optic nerve,Computed tomography (CT) is considered the most sensitive method for the detection of intraocular foreign bodies (IOFBs). The purpose of this study was to evaluate a new method of 3-…,https://link.springer.com/article/10.1007/s11596-017-1703-2,Google Scholar,,,
2017,"Jiang…, C.","CS Zang, J Sun, HT Huang, Y Sun, J Qiu, Y Jiang…","CS Zang, J Sun, HT Huang, Y Sun, J Qiu, Y Jiang… - Int J Clin Exp …, 2017 - e-century.us",Int J Clin Exp …,Inhaled foreign bodies in pediatric patients: a review and analysis of 3028 cases,Objective: Tracheobronchial foreign bodies (TFBs) in children are one of the most universal pediatric emergencies. It is very important to know how to reduce the incidence of serious …,https://e-century.us/files/ijcep/10/1/ijcep0039438.pdf,Google Scholar,,,
2017,"KAYA…, S.","S YILMAZ, BF ALP, E KAYA…","S YILMAZ, BF ALP, E KAYA… - Journal of …, 2017 - search.ebscohost.com",Journal of …,Penile Cellulitis and its Medical Treatment Due to Self-Injection of Non-Injectable Enlargement Cream Into Penis for Penile Augmentation: Case Report of a Unique …,"For men, it is sense that penile size is a determining factor of a success in sexual relation with their partners. The “small penis syndrome (SPS)” may be defined as an anxiety about …",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=25870483&AN=139597272&h=FjKXtPN7dsZPH8LP9WcXC28MT8EscqEzqKa%2B0Q981t%2BNJGFgv0c5umooPPpmyEtgbH7SApj0tcaomXE5aRFxZA%3D%3D&crl=c,Google Scholar,,,
2017,"Gurgel…, V.","VS Mannarino, DCS Pereira, WS Gurgel…","VS Mannarino, DCS Pereira, WS Gurgel… - Journal of forensic …, 2017 - Wiley Online Library",Journal of forensic …,Self‐Embedding Behavior in Adults: A Report of Two Cases and a Systematic Review,"Self‐embedding behavior (SEB) is the repeated insertion of sharp objects, such as needles or pins, into the soft tissues of abdomen, limbs, and other body parts. In this study, two cases …",https://onlinelibrary.wiley.com/doi/abs/10.1111/1556-4029.13359,Google Scholar,,,
2017,"Saleem, N.","NH Senussi, N Saleem","NH Senussi, N Saleem - Baylor University Medical Center …, 2017 - Taylor & Francis",Baylor University Medical Center …,Ingestion of computer circuit boards causing esophageal impaction and small bowel obstruction,"Foreign body ingestion is common in patients with psychiatric diagnoses. Ingested objects can become impacted in the upper and lower gastrointestinal tract, causing serious …",https://www.tandfonline.com/doi/abs/10.1080/08998280.2017.11929541,Google Scholar,,,
2018,"Yamashita…, B.","BPM Pfluck, AMB Wolosker, HK Yamashita…","BPM Pfluck, AMB Wolosker, HK Yamashita… - …, 2018 - ingentaconnect.com",…,Ocular Imaging: A Pictorial Review,"Radiologists are routinely exposed to a spectrum of different imaging features that involve the globe, including expected and incidentally discovered ocular pathologies. Beyond that, …",https://www.ingentaconnect.com/content/asnr/ng/2018/00000008/00000004/art00004,Google Scholar,,,
2018,"Sanchez…, K.","KS Hooi, AM Defarges, AL Sanchez…","KS Hooi, AM Defarges, AL Sanchez… - American journal of …, 2018 - Am Vet Med Assoc",American journal of …,Comparison of bronchoscopic and nonbronchoscopic bronchoalveolar lavage in healthy cats,OBJECTIVE To compare bronchoalveolar lavage (BAL) accomplished by use of a bronchoscopic (B-BAL) and a nonbronchoscopic (NB-BAL) technique in healthy cats. ANIMALS 12 …,https://avmajournals.avma.org/view/journals/ajvr/79/11/ajvr.79.11.1209.xml,Google Scholar,,,
2018,"Jácome…, D.","D Libânio, M Garrido, F Jácome…","D Libânio, M Garrido, F Jácome… - United European …, 2018 - journals.sagepub.com",United European …,Foreign body ingestion and food impaction in adults: better to scope than to wait,Background and objective To assess clinical outcomes after foreign body ingestion and food impaction; to identify predictors of foreign body presence at the time of endoscopy. Methods …,https://journals.sagepub.com/doi/abs/10.1177/2050640618765804,Google Scholar,,,
2018,"Retamal‐Valdes…, D.","D Herrera, B Retamal‐Valdes…","D Herrera, B Retamal‐Valdes… - Journal of clinical …, 2018 - Wiley Online Library",Journal of clinical …,Acute periodontal lesions (periodontal abscesses and necrotizing periodontal diseases) and endo‐periodontal lesions,"Objective To critically evaluate the existing literature on acute lesions occurring in the periodontium (periodontal abscesses [PA], necrotizing periodontal diseases [NPD], and endo‐…",https://onlinelibrary.wiley.com/doi/abs/10.1111/jcpe.12941,Google Scholar,,,
2019,"Yoon…, S.","SA Hwang, BC Kang, SJ Yoon…","SA Hwang, BC Kang, SJ Yoon… - Quintessence …, 2019 - search.ebscohost.com",Quintessence …,Unexpected radiopaque foreign bodies encountered in dental practice.,Objectives: The purpose of the present study was to determine the presence of radiopaque foreign bodies on oral and maxillofacial radiographs and classify them. Method and Materials…,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=00336572&AN=134365879&h=nnJsoF30W9k3FpK%2Fj8NXDDqdy1Wykt8oJBW2mD%2ByCZCCsxJ6c3bqeUIPq1JBw4Cj3xSqHu97Ni2K3bU7LhSSiw%3D%3D&crl=c,Google Scholar,,,
2019,"Abbas, K.",K Abbas,"K Abbas - EC Paediatrics, 2019 - researchgate.net",EC Paediatrics,Is Button Battery More Dangerous than a Bullet?,Objective: Button battery in digestive tract has unpredictable outcome ranging from harmless to death around the globe. Despite public awareness campaigns its incidence is increasing …,https://www.researchgate.net/profile/Ali-Chaudhry-10/publication/364959034_EC_PAEDIATRICS_Research_Article_Is_Button_Battery_More_Dangerous_than_a_Bullet/links/6361183d6e0d367d91e7b5df/EC-PAEDIATRICS-Research-Article-Is-Button-Battery-More-Dangerous-than-a-Bullet.pdf,Google Scholar,,,
2019,"Koçak…, S.","S Sarı, H Bektaş, K Ulusan, B Koçak…","S Sarı, H Bektaş, K Ulusan, B Koçak… - Turkish Journal of …, 2019 - jag.journalagent.com",Turkish Journal of …,A 4-year single-center experience in the management of esophageal perforation.,BACKGROUND: Esophageal perforation (EP) is a lethal surgical emergency that needs to be diagnosed and treated immediately. Diagnosis and treatment options for EP are limited …,https://jag.journalagent.com/z4/download_fulltext.asp?pdir=travma&plng=tur&un=UTD-79484,Google Scholar,,,
2019,"El-Bassiouny, D.","D El-Bassiouny, N El-Bassiouny","D El-Bassiouny, N El-Bassiouny - Management of Environmental …, 2019 - emerald.com",Management of Environmental …,"Diversity, corporate governance and CSR reporting: A comparative analysis between top-listed firms in Egypt, Germany and the USA","Purpose Taken from an institutional theory perspective, the purpose of this paper is to explore the effects of organizational-level factors, specifically diversity and corporate governance …",https://www.emerald.com/insight/content/doi/10.1108/MEQ-12-2017-0150/full/html,Google Scholar,,,
2019,"Filippo…, M.","M Gentile, G Cestaro, G Di Filippo…","M Gentile, G Cestaro, G Di Filippo… - Annali italiani di …, 2019 - annaliitalianidichirurgia.it",Annali italiani di …,Successful transanal removal of unusual foreign body self-inserted in the rectum A case report and review of literature,Foreign bodies in the rectum are a true proctological emergency. The incidence of these cases is increasing in recent years mostly due to auto-erotic acts and behavior disordes and is …,https://annaliitalianidichirurgia.it/index.php/aic/article/view/925,Google Scholar,,,
2019,"Deheuvels, F.","F Chabolle, P Deheuvels","F Chabolle, P Deheuvels - arXiv preprint arXiv:1910.00310, 2019 - arxiv.org",arXiv preprint arXiv:1910.00310,On choking and ingestion hazards for children in the United States,"The risks of Unintentional Suffocation injuries in the US must be reconsidered in view of the existent mortality and morbidity statistics. In particular, fatal injuries due to the Sudden …",https://arxiv.org/abs/1910.00310,Google Scholar,,,
2019,"Bhoil…, R.","R Kumar, N Soni, S Bhardwaj, R Bhoil…","R Kumar, N Soni, S Bhardwaj, R Bhoil… - Internal and Emergency …, 2019 - Springer",Internal and Emergency …,Intentional foreign body ingestion,A 35-year-old male with history of personality disorder and substance abuse was brought to the emergency department by his spouse with complaint of some sharp object protruding …,https://link.springer.com/article/10.1007/s11739-019-02183-4,Google Scholar,,,
2020,"PRETE…, E.","E MINELLI, R MINELLI, A DEL PRETE…","E MINELLI, R MINELLI, A DEL PRETE… - Journal of …, 2020 - researchgate.net",Journal of …,An unusual case of foreign body in the cheek,Foreign bodies driven deep into the maxillofacial spaces always represent a challenge for maxillofacial surgeons. The diagnosis of these foreign bodies can be made early through …,https://www.researchgate.net/profile/Elio-Bignardi/publication/340829931_An_unusual_case_of_foreign_body_in_the_cheek/links/5ea022dd4585150839f41d67/An-unusual-case-of-foreign-body-in-the-cheek.pdf,Google Scholar,,,
2020,"Haggag, M.",MA Haggag,"MA Haggag - Egyptian Dental Journal, 2020 - edj.journals.ekb.eg",Egyptian Dental Journal,Is it enough to just increase the height of sub-antral bone during maxillary sinus augmentation or dose its depth matter?,Purpose: Many techniques for maxillary sinus floor elevation have been used prior to implant placement in case of sever sinus pneumatization. Two-stage lateral-window sinus lifting …,https://edj.journals.ekb.eg/article_86124.html,Google Scholar,,,
2020,"Vitali, A.","ARL Persad, AM Vitali","ARL Persad, AM Vitali - Journal of Neurosurgery: Pediatrics, 2020 - thejns.org",Journal of Neurosurgery: Pediatrics,Migration of a swallowed needle into the cervical spine: case report,"Foreign body migration into the cervical spine is rare. Only 3 prior reports of needle migration into the cervical spine exist in the literature. Here, the authors report one such case, where …",https://thejns.org/pediatrics/view/journals/j-neurosurg-pediatr/26/1/article-p65.xml,Google Scholar,,,
2020,"Polgár…, G.","G Fröhlich, P Ágoston, K Jorgo, C Polgár…","G Fröhlich, P Ágoston, K Jorgo, C Polgár… - Journal of Contemporary …, 2020 - termedia.pl",Journal of Contemporary …,Biological dose summation of intensity-modulated arc therapy and image-guided high-dose-rate interstitial brachytherapy in intermediate-and high-risk prostate …,"Results D90 of the prostate was significantly higher with BT than with IMAT TT boost: 99.3 Gy vs. 77.9 Gy, p= 0.0034. The D2 to rectum, bladder, and hips were 50.3 Gy vs. 76.8 Gy (p= …","https://www.termedia.pl/Biological-dose-summation-of-intensity-modulated-arc-therapy-and-image-guided-high-dose-rate-interstitial-brachytherapy-in-intermediate-and-high-risk-prostate-cancer,54,41155,0,1.html",Google Scholar,,,
2020,"Lim, H.","H Cockayne, J Gao, MA Lim","H Cockayne, J Gao, MA Lim - Universities as Political Institutions, 2020 - brill.com",Universities as Political Institutions,Pursuing ideal partnerships: The discourse of instrumentalism in the policies and practices of Sino-foreign higher education cooperation,"There have been evolving models of international higher education cooperation with China, with earlier studies (;) outlining entry approaches of non-Chinese education providers into …",https://brill.com/downloadpdf/book/edcoll/9789004422582/BP000014.pdf,Google Scholar,,,
2020,"Rembielak, V.","V Vishwanath, S Jafarieh, A Rembielak","V Vishwanath, S Jafarieh, A Rembielak - Journal of contemporary …, 2020 - termedia.pl",Journal of contemporary …,The role of imaging in head and neck cancer: An overview of different imaging modalities in primary diagnosis and staging of the disease,"Purpose Head and neck cancer (HNC) is a general term with variety of subsites, such as oral cavity, sinuses, salivary glands, oropharynx, nasopharynx, hypopharynx, and larynx. These …","https://www.termedia.pl/The-role-of-imaging-in-head-and-neck-cancer-r-nAn-overview-of-different-imaging-modalities-r-nin-primary-diagnosis-and-staging-of-the-disease,54,42254,1,1.html",Google Scholar,,,
