Publication Year,First Author,Authors,Publication Title,Title,Abstract,DOI,Database
2022,"Lai, M.","Lai, Michael J.; Morganstein, Jace; Deckard, Nathan; Koshkareva, Yekaterina","Ear, Nose, & Throat Journal",An unusually large object removed from the upper esophagus in a patient with self harm syndrome,"A 32-year-old female with a history of bipolar disorder and schizophrenia was transported to our tertiary-care hospital after swallowing a large toilet paper  holder bracket. Removal of the large foreign body required coordination between  anesthesiology, otolaryngology, and trauma surgery. A tracheostomy airway was  established, and the object was removed transorally. The object was found to be a  toilet paper holder bracket measuring 7.5 cm × 5.4 cm × 5.4 cm with a 2.6 cm  screw protruding from the end. A review of articles describing the removal of  foreign bodies from the upper aerodigestive tract found our object to be the  largest foreign body ingestion described in literature. One report suggested that  18% of adult patients with foreign body ingestions had primary neuropsychiatric  disorders. Our patient's psychiatric disorder was a major underlying factor  leading to the ingestion, with our patient reporting hallucinations instructing  her to ingest household objects.",10.1177/0145561320953707,PubMed
2022,"Mittal, A.","Mittal, A; Amer, K; Manoharan, A; Hohenleitner, J; Arrigo, R",Cureus Journal Of Medical Science,Endoscopic management of ingested narcotic substances: a case report and literature review,"Management of swallowed narcotics remains in contention despite the increased frequency of occurrence. International societies recommend conservative therapy with escalation to surgical interventions in cases where drug packets do not progress. However, multiple studies demonstrate a treatment benefit of endoscopic intervention. We report the case of a 27-year-old male who presented after ingesting heroin bundles and failed the 48-hour of conservative therapy. Repeat computed tomography scanning demonstrated no movement of the package. Endoscopic retrieval was successful, and the patient was discharged the same day. Endoscopic intervention in the removal of bagged narcotics should be considered in patients presenting after purposely ingesting narcotics as means of planned concealment.",10.7759/cureus.25058,Web of Science
2022,"Motohashi, K.","Motohashi, Kenzo; Thanacoody, Ruben Hk","British Journal Of Hospital Medicine (London, England : 2005)",Toxicology in the emergency department: what's new?,"Intentional and accidental drug overdose, recreational drug use and exposure to toxic substances are common reasons for people presenting to emergency  departments. Although the mortality rate associated with these presentations is  low in the UK, they can lead to significant morbidity and prolonged hospital  admissions. This review discusses new developments in the management of  paracetamol overdose. Several new protocols for the infusion of acetylcysteine,  the antidote for paracetamol overdose, have been proposed in the past decade and  evaluated in clinical studies. The 12-hour Scottish and Newcastle Acetylcysteine  Protocol regimen and 20-hour Australian two-infusion bag protocol have been  widely adopted into clinical practice and endorsed in national guidelines because  of their shorter duration, reduction in adverse effects and efficacy in treating  overdose. This article includes a care pathway that can facilitate the  implementation of the Scottish and Newcastle Acetylcysteine Protocol. This  article also discusses the emergency management of ingested button batteries,  describes the emerging threat of novel psychoactive substances, and provides an  update on new UK antidote guidelines. Further up-to-date guidance on management  of clinical toxicology is available to healthcare professionals on the internet  database TOXBASE.",10.12968/hmed.2022.0313,PubMed
2022,"Pantazopoulos, I.","Pantazopoulos, I; Mavrovounis, G; Mermiri, M; Adamou, A; Gourgoulianis, K",International Journal Of Prisoner Health,Intentional ingestion of batteries and razor blades by a prisoner: a true emergency?,"Purpose Few case studies in the literature report on adult patients with intentional foreign body ingestion. Prisoners deliberately ingest foreign bodies, such as cylindrical alkaline batteries and razor blades, to achieve hospitalization or commit suicide. The purpose of this paper is to present a case of deliberate ingestion of batteries and razor blades by an inmate. Design/methodology/approach The authors present a case of an incarcerated man in Greece, who intentionally ingested three cylindrical alkaline batteries and three razor blades wrapped in aluminum foil. Findings The patient was treated conservatively with serial radiographs and was subsequently discharged without complication. This paper discusses the complications and examine the current guidelines available. Originality/value To best of authors' knowledge, this is the first report of a simultaneous ingestion of batteries and razor blades.",10.1108/ijph-06-2021-0054,Web of Science
2022,"Sharma, J.","Sharma, J; Riyaz, S; Kilpatrick, WJ",Journal Of The Academy Of Consultation-Liaison Psychiatry,Multi-disciplinary approach to managing deliberate foreign body ingestion on the medical floor,,10.1016/j.jaclp.2022.10.025,Web of Science
2022,"Tagliaferri, A.","Tagliaferri, Ariana R.; Melki, Gabriel; Feghali, Crystal; Cavanagh, Yana",Radiology Case Reports,Accidental ingestion of an endodontic file: a case report and literary review,"Ingestion and aspiration can be accidental or intentional events in both adults and children. Approximately 1500 people in the United States die from ingestion  of foreign bodies annually. Patients with cognitive disabilities, neurological  disorders, elderly age or incarcerated patients carry the highest risk of  intentional and/or accidental ingestion of foreign objects. Although uncommon,  ingestion of foreign objects during dental procedures can be potentially  life-threatening and increased awareness is important. Sharp objects ingested  from dental procedures can cause impaction, obstruction, hemorrhage, or  perforation and may need endoscopic or surgical intervention. Herein we report a  case of a 22-year-old male, who underwent routine dental cleaning and  accidentally ingested an endodontic file, retrieved from the ascending colon  endoscopically without complications.",10.1016/j.radcr.2022.09.071,PubMed
2022,"Yadollahi, S.","Yadollahi, Sina; Buchannan, Ryan; Tehami, Nadeem; Stacey, Bernard; Rahman, Imbadhur; Boger, Philip; Wright, Mark",Frontline Gastroenterology,Endoscopic management of intentional foreign body ingestion: experience from a uk centre,"OBJECTIVE: We report on the increasing incidence and outcomes from intentional foreign body ingestion (iFoBI) presenting to our hospital over a 5-year period.  The aim was to assess the impact on services and to identify ways to safely  mitigate against this clinical challenge. DESIGN/METHOD: We performed a  retrospective observational study of all patients presenting to a university  hospital between January 2015 and April 2020 with iFoBI with a focus on objects  swallowed, timing of endoscopy and clinical outcomes. RESULTS: 239 episodes of  iFoBI in 51 individuals were recorded with a significant increase in incidence  throughout the study period (Welch (5, 17.3)=15.1, p<0.001), imposing a high  burden on staff and resources. Items lodged in the oesophagus were more likely to  lead to mucosal injury (p=0.009) compared with elsewhere. Ingested item type and  timing of endoscopy were not related to complications (p=0.78) or length of stay  (p=0.8). In 12% of cases, no objects were seen at endoscopy. CONCLUSION: In all  except those patients with oesophageal impaction of the object on radiograph,  there is no need to perform endoscopic extraction out of hours. A subset of cases  can avoid endoscopy with an X-ray immediately prior to the procedure as a  significant proportion have passed already. We discuss more holistic approaches  to deal with recurrent attendances.",10.1136/flgastro-2021-101776,PubMed
2022,"Yang, Z.","Yang, Zao M.; Postma, Gregory N.","Ear, Nose, & Throat Journal",Unlocking dysphagia: intentional ingestion of foreign bodies,,10.1177/0145561320937829,PubMed
2022,"Zachar, J.","Zachar, Jessica Joanna; Reher, Peter",Journal Of Dental Education,Frequency and characteristics of medical emergencies in an australian dental school: a retrospective study,"PURPOSE/OBJECTIVES: The frequency of medical emergencies in a dental setting is relatively low. However, most dental treatment occurs outside of a hospital  setting; thus the time to respond to a life-threatening situation is crucial. The  aim of this study was to determine the frequency and characteristics of medical  emergencies that occurred at the Griffith University Dental Clinic over a 6-year  period. METHODS: Data involving medical emergencies was collected at a dental  school between January 2014 and December 2019. Data was obtained from the risk  incident reporting system (GSafe), and descriptive statistics were analyzed using  IBM SPSS. RESULTS: The frequency of medical emergencies in a dental setting over  the 6-year retrospective period based on the number of dental services provided  was 0.037% (n = 108). The three most common medical emergencies were syncope  (25.0%), hypoglycemia (16.7%), and foreign body ingestion (13.9%). These happened  more often during dental extractions (26.9%), followed by local anesthesia  (16.7%) and restorative procedures (13.0%). A larger portion of these incidents  occurred during dental treatment (62.0%) as opposed to before (12.0%) or after  (26.0%). Most medical emergencies happened within the dental student clinic  (72.2%) followed by the dental waiting room (19.5%) and dental private clinic  (8.3%). CONCLUSION: Overall, the number of medical emergencies at the Griffith  University Dental Clinic was low. The most common medical emergencies were  syncope, hypoglycemia, and foreign body ingestion. Dental education in  preventative strategies and training in basic life support is necessary to ensure  dental practitioners can manage the acute deterioration of a patient promptly.",10.1002/jdd.12859,PubMed
2022,"Zhao, G.","Zhao, GT; Zhao, SQ; Wang, SJ; Liu, X; Qi, Q; Li, YM; Zuo, M",Journal Of Forensic Sciences,Unexpected death from hepatic abscess 16 months after toothbrush ingestion,"The development of a hepatic abscess secondary to foreign body (FB) ingestion remains rare in forensic practice. Herein, we present a case of a prisoner who died in the hospital and a forensic autopsy was performed to confirm the cause of death. A 14.5-cm-long toothbrush handle was found in the duodenum and had penetrated the right lobe of the liver, consistent with the repeated abdominal pain in his clinical history. The clinical history and investigation confirmed that he had ingested the toothbrush handle 16 months prior. This case highlights a rare complication of intentional ingestion of foreign bodies, and pathologists should be aware of this rare entity which links hepatic abscess and FB ingestion.",10.1111/1556-4029.15079,Web of Science
2023,"Abdelbaset-Ismail, A.","Abdelbaset-Ismail, A; Ibrahim, N; Samir, M; Elmezyen, A; Abd-Elmaboud, M",Slovenian Veterinary Research,Risk factors for gastrointestinal foreign bodies in cats: a retrospective study in egypt,"Gastrointestinal foreign body (FB) obstruction in felines is one of the emergencies and commonly required surgical interventions. The purpose of this study was therefore to investigate the risk factors that could prone cats to ingest FB. This study was retrospectively conducted on sixty-five cats that had been diagnosed with FB obstruction. On the other hand, sixty-five cats that had no clinical findings suggestive of gastrointestinal illnesses were used as controls. Among cats with gastrointestinal illnesses, we found that 9.97% had FB obstructions. The most common presenting breeds of both cat patients with FB obstruction and controls were Persian and Siamese. Similarly, most of the presented normal and diseased cats were males. Cats with FB were younger (p<0.05) than those of control cats. There was no significant difference in the body weight for cats with FB versus control cats. Among the investigated factors, we also observed that living style, anxiety/stress, and frequency of exercise were the only factors that were strongly associated with the occurrence of FB obstruction. In conclusion, observations of this study indicate that a living style, anxiety/stress, and frequency of exercise have a significant impact on cat behavior and should be seen by cat-owned clients as important to prevent pica. Thus, the likelihood of blockage of the gastrointestinal tract by foreign bodies can be reduced.",10.26873/svr-1566-2022,Web of Science
2023,"Alevizakos, V.","Alevizakos, V; Achilles, N; Rahlf, B; Jehn, P; von See, C; Schiller, M",Journal Of Oral Implantology,Comparing original and universal screwdrivers and how they affect friction in the screw,"The present study focused on investigating whether universal screwdriver kits cause less friction between the screwdriver and the abutment screw than original screwdrivers. For this purpose, 2 original screwdrivers (Straumann and BEGO) and a universal screwdriver kit (bredent) were investigated. On 1 implant per screwdriver, 26 abutments were properly attached one after the other with the corresponding abutment screws. After tightening the abutment screw, the force required to pull the screwdriver off the screw head was determined with a spring balance. For both manufacturers, greater pull-off forces were measured when using the original screwdrivers than when using the universal screwdriver. The pull-off force (mean +/- SD) required for the Straumann original screwdriver was 3.7 +/- 1.4 N, while that required for the universal screwdriver was 0.1 +/- 0.1 N (P < .001). The pull-off force was 1.5 +/- 1.5 N for the BEGO original screwdriver and 0.7 +/- 0.9 N for the universal screwdriver (P = .19). Using original manufacturer-supplied screwdrivers could thus minimize the risk of the screwdriver slipping out of the screw head during dental treatment and being swallowed or aspirated by the patient.",10.1563/aaid-joi-d-20-00249,Web of Science
2023,"Alli-Balogun, O.",Alli-Balogun O.; Singh G.; Korenis P.,Primary Care Companion For Cns Disorders,Intentional foreign body ingestion in a patient with borderline personality disorder and other comorbidities,[No abstract available],10.4088/pcc.22cr03287,SCOPUS
2023,"Alturkmani, O.","Alturkmani, Omar G.; Al-Badawi, Maysa M.; Alturkmani, Shafeq G.; Al-Midani, Muhammad H.; Attar, Shahd A.",Cureus,A case report of non-intentional foreign body ingestion in an elderly patient,"Foreign body ingestion is a common problem that can result in severe consequences. It occurs commonly in children and rarely in adults. High-risk  adults include illicit drug users, prisoners, edentulous adults, alcoholics,  psychiatric patients, adults with mental retardation, or those with decreased  oral tactile sensation. In adults, most foreign body impactions are seen in  patients with pre-existing pathologies, such as malignancy, achalasia,  strictures, and esophageal rings. Complications that foreign bodies may cause in  some cases are tracheoesophageal fistula, aorto-esophageal fistula, and  intramural perforation. This case illustrates the importance of including foreign  body ingestion in the differential diagnosis of dysphagia in high-risk groups,  even when no clear history suggests this as a cause, which may decrease the  complications.",10.7759/cureus.37684,PubMed
2023,"Boucher, A.","Boucher, Alexandra L.; Shah, Nikunj; Brynien, Daniel H.; Bregg, Jason M.; Yokota, Shinichiro",Journal Of Surgical Case Reports,An unusual case of small bowel obstruction because of body packing,"Body packing is the internal concealment of illicit drugs for the purpose of transportation and evasion of law enforcement. It is associated with medical  complications such as acute toxicity from ingested drug, bowel obstruction or  perforation. It is rare to require surgical intervention with a small amount of  ingested drug packet. Here, we present the case of a young adult male who  presented with abdominal pain for 3 days. The patient admitted ingesting a condom  filled with suboxone several years ago and denied recent ingestion. The patient  was found to have small bowel obstruction with ingested foreign body being a  transition point on CT scan, requiring exploratory laparotomy and small bowel  resection.",10.1093/jscr/rjad207,PubMed
2023,"Calini, G.","Calini, Giacomo; Ortolan, Naima; Battistella, Claudio; Marino, Marco; Bresadola, Vittorio; Terrosu, Giovanni",European Journal Of Gastroenterology & Hepatology,Endoscopic failure for foreign body ingestion and food bolus impaction in the upper gastrointestinal tract: an updated analysis in a european tertiary care  hospital,"OBJECTIVE: Harmfulness of foreign body ingestion and food bolus impaction (FBIs) varies according to geographical area, population, habits, and diet. Therefore,  studies may not draw generalizable conclusions. Furthermore, data regarding FBIs  management in Europe are limited and outdated. This study aimed to analyze the  endoscopic management and outcomes of FBIs in an Italian tertiary care hospital  to identify risk factors for endoscopic failure. METHODS: We retrospectively  reviewed patients who underwent upper gastrointestinal endoscopy for FBIs between  2007 and 2017. Baseline, clinical, FBIs, and endoscopic characteristics and  outcomes were collected and reported using descriptive statistics and logistic  regression analyses. RESULTS: Of the 381 endoscopies for FBIs, 288 (75.5%) were  emergent endoscopy and 135 (35,4%) included underlying upper gastrointestinal  conditions. The study population included 44 pediatric patients (11.5%), 54  prisoners (15.8%), and 283 adults (74.2%). The most common type and location of  FBIs were food boluses (52.9%) and upper esophagus (36.5%), respectively. While  eight patients (2.1%) developed major adverse events requiring hospital  admission, the remainder (97.9%) were discharged after observation. No mortality  occurred. Endoscopic success was achieved in 263 of 286 (91.9%) verified FBIs  endoscopies. Endoscopic failure (8.04%) was associated with age, bone, disk  battery, intentional ingestion, razor blade, prisoners, and stomach in the  univariate analysis. Multivariate logistic regression revealed that intentional  ingestion was associated with endoscopic failure (odds ratio: 7.31; 95%  confidence interval = 2.06-25.99; P  = 0.002). CONCLUSION: Endoscopy for FBIs is  safe and successful, with low hospital admission rate in children, prisoners, and  adults. Intentional ingestion is a risk factor of endoscopic failure.",10.1097/meg.0000000000002602,PubMed
2023,"Chauhan, A.","Chauhan, Ashish; Bodh, Vishal; Sharma, Rajesh; Sharma, Brij",Middle East Journal Of Digestive Diseases,Intentional ingestion of a foreign body - why we need psychiatrists,"Foreign body ingestions are common medical emergencies. In adults, foreign body ingestions occur in patients with psychiatric disorders and prison inmates. A  majority (80-90%) of foreign bodies pass spontaneously. Endoscopic and surgical  interventions are required in only 10-20% and 1%, respectively. A plain  radiograph may be the only diagnostic test required. A computed tomography scan  may be needed when a perforation is suspected. Food boluses are the most commonly  ingested foreign bodies. Snare and rat tooth forceps are frequently used  accessories for the retrieval of foreign bodies. The focus of the emergency team  is on the management of an acute case of foreign body ingestion, and the  psychiatric aspect of the disease gets often ignored.",10.34172/mejdd.2023.321,PubMed
2023,"Correia, C.","Correia, CJA; Almeida, N; Barreto, L; Figueiredo, PN",Advances In Digestive Medicine,The hidden dangers of sars-cov-2 testing horizontal ellipsis,"A foreign body can be intentionally or accidentally ingested. Timing of endoscopy relies on foreign body shape and size, location in gastrointestinal tract, patient's clinical conditions, occurrence of symptoms or onset of complications. In this short case, we present a middle age woman, who accidentally swallowed a portion of a nasopharyngeal swab half-broken during a diagnostic test for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Upper gastrointestinal endoscopy was promptly performed to prevent the swab from crossing the pylorus leading to serious complications and, therefore, risk of surgical intervention. The broken nasopharyngeal swab was detected in the gastric body, and immediately removed with a foreign body forceps. Our hospital performs many nasopharyngeal swabs and to our knowledge, this is only the second reported swab ingestion during SARS-CoV-2 test.",10.1002/aid2.13307,Web of Science
2023,"Das, S.","Das, Siddharth Sankar; Krishnan, Suhasini; Mandhane, Nisha K.; Shalak, Husni S.",Cureus,Intentional ingestion of foreign bodies: a physician's agony,"Intentional foreign body ingestion is the phenomenon wherein one swallows a non-digestible object with the intent to cause self-injury. It is intentional in  adult patients with a positive psychiatric history and can be a recurrent issue.  Although the incidence of this condition is increasing, there are few existing  articles on the subject that highlight its importance. This case report aims to  present a unique patient encounter to emphasize the multispecialty approach  required for management and provide an overview of the literature available on  the subject regarding types of objects swallowed, selection of appropriate  imaging modalities, and plans of management.",10.7759/cureus.37677,PubMed
2023,"Divsalar, P.",Divsalar P.; Mousa S.H.; Abbasi M.H.,International Journal Of High Risk Behaviors And Addiction,Repeated intentional swallowing of foreign objects by an adolescent girl case report,"Introduction: Intentional swallowing of foreign objects is a relatively rare psychopathological behavior. Adolescents and young adults may carry out this act to hurt themselves or even suicide. Often, most reports related to deliberate swallowing are typically either surgical or gastrointestinal and rarely are found in psychiatric articles; more often, the swallowed foreign objects (80 - 90%) are disposed of spontaneously, and 10 - 20% of them require endoscopy for more study and less than 1% of them need surgery to be removed or its complications. Case Presentation: The presented patient is a 17-year-old girl admitted to the psychosomatic ward of Afzalipour Hospital due to intentional poisoning. During the year before her admission, on three separate occasions, she detached the knife blade from its haft and swallowed it. She underwent laparotomy twice, one time for sigmoid tearing and damage to the left Ovary, to remove the knife and regeneration of the left ovary and sigmoid, and another time to remove the knife in order not to cause damage to her intestines. To our knowledge, this is the first reported case in the world in which an ovary has been damaged. Further investigation into her background shows some extent of privation due to her family’s long-term economic problems and instability; moreover, sexual and physical abuse was also confirmed. The patient was prescribed clozapine, which decreased her suicidal behavior and attempts noticeably. Conclusions: Swallowing foreign bodies in this patient is interpreted as both self-punishment and punishing others (those who thought they were hurt or may be blamed for their despair or rejection). Intentional swallowing of foreign objects behavior is more resistant than other self-harming activities and may have a worse prognosis. Swallowing foreign objects requires a sophisticated process that, if not correctly managed, may result in serious complications; therefore, appropriate psychiatric counseling and supportive treatment are necessary for these patients. Specific to this patient eliminating the effects of suicide and reaching medical stability with a short admission was necessary. Her suicidal behavior and attempts decreased significantly after starting clozapine treatment. Therefore, clozapine treatment is recommended for patients with suicidal behavior and self-harm. © 2023, Brieflands. All rights reserved.",10.5812/ijhrba-134720,SCOPUS
2023,"Estrada, T.","Estrada, TM; Mejía, MRF; Losada, GCL; Niño-Serna, LF",Andes Pediatrica,Upper gastrointestinal endoscopy in pediatrics: experience of a high complexity center in latin-america,"Objective: To characterize pediatric patients undergoing esophagogastroduodenoscopy (EGD) in a high-complexity hospital. Patients and Method: Retrospective study in patients under 14 years of age who underwent EGD at the Hospital San Vicente Fundacion de Medellin, between January 2019 and June 2020. The following sociodemographic characteristics were evaluated: age, sex, type of health insurance, place of origin, service where the procedure was indicated, indications for en-doscopy, type of care, purpose of the procedure, endoscopic findings, endoscopic intervention, complications associated with the procedure or anesthesia, and relevance of the procedure. Results: 466 patients who underwent 552 endoscopies were included. Fifty-seven percent of the patients were male. In diagnostic EGD, the main indications were abdominal pain (23%) and upper gas-trointestinal bleeding (17%). In therapeutic EGD, the most frequently performed procedures were percutaneous endoscopic gastrostomy (41%), foreign body removal (27%), and esophageal dila-tion (24%). The complication rate related to the procedure was 0.5% and in relation to anesthesia was 0.7%. Conclusions: EGD in pediatric patients is an effective and safe tool if performed with an appropriate indication. One-third of therapeutic EGD could be avoided from primary prevention.",10.32641/andespediatr.v94i2.4464,Web of Science
2023,"Franciosi, J.","Franciosi, JP; Gordon, M; Sinopoulou, V; Dellon, ES; Gupta, SK; Reed, CC; Gutiérrez-Junquera, C; Venkatesh, RD; Erwin, EA; Egiz, A; Elleithy, A; Mougey, EB",Cochrane Database Of Systematic Reviews,Medical treatment of eosinophilic esophagitis,"Abstract - Background Eosinophilic esophagitis (EoE) is a chronic antigen‐mediated eosinophilic inflammatory disease isolated to the esophagus. As a clinicopathologic disorder, a diagnosis of EoE requires a constellation of clinical symptoms of esophageal dysfunction and histologic findings (at least 15 eosinophils/high‐powered microscope field (eos/hpf)). Current guidelines no longer require the failure of response to proton pump inhibitor medications to establish a diagnosis of EoE, but continue to suggest the exclusion of other etiologies of esophageal eosinophilia. The treatment goals for EoE are improvement in clinical symptoms, resolution of esophageal eosinophilia and other histologic abnormalities, endoscopic improvement, improved quality of life, improved esophageal function, minimized adverse effects of treatment, and prevention of disease progression and subsequent complications. Currently, there is no cure for EoE, making long‐term treatment necessary. Standard treatment modalities include dietary modifications, esophageal dilation, and pharmacologic therapy. Effective pharmacologic therapies include corticosteroids, rapidly emerging biological therapies, and proton pump inhibitor medications. Objectives To evaluate the efficacy and safety of medical interventions for people with eosinophilic esophagitis. Search methods We searched CENTRAL, MEDLINE, Embase, ClinicalTrials.gov, and WHO ICTRP to 3 March 2023. Selection criteria Randomized controlled trials (RCTs) comparing any medical intervention or food elimination diet for the treatment of eosinophilic esophagitis, either alone or in combination, to any other intervention (including placebo). Data collection and analysis Pairs of review authors independently selected studies and conducted data extraction and risk of bias assessment. We expressed outcomes as a risk ratio (RR) and as the mean or standardized mean difference (MD/SMD) with 95% confidence interval (CI). We assessed the certainty of the evidence using GRADE. Our primary outcomes were: clinical, histological, and endoscopic improvement, and withdrawals due to adverse events. Secondary outcomes were: serious and total adverse events, and quality of life. Main results We included 41 RCTs with 3253 participants. Eleven studies included pediatric patients while the rest recruited both children and adults. Four studies were in patients with inactive disease while the rest were in patients with active disease. We identified 19 intervention comparisons. In this abstract we present the results of the primary outcomes for the two main comparisons: corticosteroids versus placebo and biologics versus placebo, based on the prespecified outcomes defined of the primary studies. Fourteen studies compared corticosteroids to placebo for induction of remission and the risk of bias for these studies was mostly low. Corticosteroids may lead to slightly better clinical improvement (20% higher), measured dichotomously (risk ratio (RR) 1.74, 95% CI 1.08 to 2.80; 6 studies, 583 participants; number needed to treat for an additional beneficial outcome (NNTB) = 4; low certainty), and may lead to slightly better clinical improvement, measured continuously (standard mean difference (SMD) 0.51, 95% CI 0.17 to 0.85; 5 studies, 475 participants; low certainty). Corticosteroids lead to a large histological improvement (63% higher), measured dichotomously (RR 11.94, 95% CI 6.56 to 21.75; 12 studies, 978 participants; NNTB = 3; high certainty), and may lead to histological improvement, measured continuously (SMD 1.42, 95% CI 1.02 to 1.82; 5 studies, 449 participants; low certainty). Corticosteroids may lead to little to no endoscopic improvement, measured dichotomously (RR 2.60, 95% CI 0.82 to 8.19; 5 studies, 596 participants; low certainty), and may lead to endoscopic improvement, measured continuously (SMD 1.33, 95% CI 0.59 to 2.08; 5 studies, 596 participants; low certainty). Corticosteroids may lead to slightly fewer withdrawals due to adverse events (RR 0.64, 95% CI 0.43 to 0.96; 14 studies, 1032 participants; low certainty). Nine studies compared biologics to placebo for induction of remission. Biologics may result in little to no difference in clinical improvement, measured dichotomously (RR 1.14, 95% CI 0.85 to 1.52; 5 studies, 410 participants; low certainty), and may result in better clinical improvement, measured continuously (SMD 0.50, 95% CI 0.22 to 0.78; 7 studies, 387 participants; moderate certainty). Biologics result in better histological improvement (55% higher), measured dichotomously (RR 6.73, 95% CI 2.58 to 17.52; 8 studies, 925 participants; NNTB = 2; moderate certainty). We could not draw conclusions for this outcome when measured continuously (SMD 1.01, 95% CI 0.36 to 1.66; 6 studies, 370 participants; very low certainty). Biologics may result in little to no difference in endoscopic improvement, measured dichotomously (effect not estimable, low certainty). We cannot draw conclusions for this outcome when measured continuously (SMD 2.79, 95% CI 0.36 to 5.22; 1 study, 11 participants; very low certainty). There may be no difference in withdrawals due to adverse events (RR 1.55, 95% CI 0.88 to 2.74; 8 studies, 792 participants; low certainty). Authors' conclusions Corticosteroids (as compared to placebo) may lead to clinical symptom improvement when reported both as dichotomous and continuous outcomes, from the primary study definitions. Corticosteroids lead to a large increase in histological improvement (dichotomous outcome) and may increase histological improvement (continuous outcome) when compared to placebo. Corticosteroids may or may not increase endoscopic improvement (depending on whether the outcome is measured dichotomously or continuously). Withdrawals due to adverse events (dichotomous outcome) may occur less frequently when corticosteroids are compared to placebo. Biologics (as compared to placebo) may not lead to clinical symptom improvement when reported as a dichotomous outcome and may lead to an increase in clinical symptom improvement (as a continuous outcome), from the primary study definitions. Biologics lead to a large increase in histological improvement when reported as a dichotomous outcome, but this is uncertain when reported as a continuous outcome, as compared to placebo. Biologics may not increase endoscopic improvement (dichotomous outcome), but this is uncertain when measured as a continuous outcome. Withdrawals due to adverse events as a dichotomous outcome may occur as frequently when biologics are compared to placebo. Plain language summary Medical treatments for eosinophilic esophagitis Key messages We found that while corticosteroids may improve patients' symptoms, they certainly reduce the amount of allergic cells (eosinophils) and they may improve what the disease looks like under visual inspection (endoscopy), when compared to placebo, for children and adults with eosinophilic esophagitis. They may be just as safe as a placebo (dummy treatment). We found that biologics (a type of treatment that uses substances made from living organisms to treat disease) may improve patients' symptoms, that they certainly reduce the amount of allergic cells, and that they may be no different in terms of what the disease looks like under visual inspection, when compared to placebo, for children and adults with eosinophilic esophagitis. They may be just as safe as a placebo. What is eosinophilic esophagitis? Eosinophilic esophagitis is a long‐term allergic condition in which the esophagus becomes inflamed (sore), which can lead to difficulty swallowing, vomiting, heartburn, and chest and stomach pain. Particles in foods or the air cause the immune system to have an allergic reaction and produce immune cells, which are called eosinophils. These build up in the esophagus, the tube that connects the mouth with the stomach. Eosinophilic esophagitis was first identified in the 1990s and since then it has been recognized as a major digestive illness. It is not known what causes it, but it might be related to genetics combined with environmental triggers. People with eosinophilic esophagitis tend to have other allergies as well. Currently, there is no cure for eosinophilic esophagitis, making long‐term treatment necessary. Standard treatments include diets, stretching of the esophagus (dilation), and drugs such as corticosteroids, biological medications, and proton pump inhibitor medications. What did we want to find out? We wanted to find out if the available medical treatments for eosinophilic esophagitis work for improving patients' symptoms, reducing the amount of allergic cells when measured under a microscope, and improving what the disease looks like under visual examination. We also wanted to find out how safe they are and if they improve quality of life. What did we do? We searched for randomized controlled trials (studies where people are assigned to one of two or more treatment groups using a random method) comparing any medical treatment for eosinophilic esophagitis with any other medical treatment, in both adults and children.   What did we find? We found 41 studies with 3253 participants. Eleven studies were in children only while the rest were in a mix of children and adults. We identified 19 comparisons. In this summary, we present the results of the two main comparisons: corticosteroids compared to placebo and biologics compared to placebo. We found that corticosteroids may be better than placebo at improving patients' symptoms. We are highly certain that corticosteroids are better than placebo at reducing the amount of eosinophils (allergic cells) when measured under a microscope. Corticosteroids may be better than placebo at improving what the disease looks like under visual examination (endoscopy). We also found that people taking corticosteroids may be less likely to leave a study due to unwanted or harmful effects (side effects), and that they probably experience a similar number of both serious side effects and side effects in total, compared to placebo. There may be no difference between corticosteroids and placebo in the improvement of quality of life. We found that biologics may be better than placebo at improving patients' symptoms. It is likely that biologics are better than placebo at reducing the amount of allergic cells when measured under a microscope. Biologics may be no different to placebo at improving what the disease looks like under visual examination. We also found that people on biologics may be equally likely to leave a study due to side effects, or have serious side effects, and may experience similar numbers of total side effects, compared to placebo. There may be no difference between biologics and placebo in the improvement of quality of life. What are the limitations of the evidence? The evidence in children only was quite limited and we do not know if the conclusions above can definitely apply to children specifically. Another limitation of the evidence is that the outcomes were measured in many different ways, which may have weakened our conclusions. Other treatments used by the participants were also something that varied a lot between people, and may have affected our conclusions. Finally, we were limited in the conclusions we could make about the effects of sex, age, extent of disease, dosage, and type of corticosteroid or biologic. How up‐to‐date is this review? This review is up‐to‐date to 3 March 2023.",10.1002/14651858.cd004065.pub4,Cochrane
