Publication Year,First Author,Authors,Publication Title,Title,Abstract,DOI,Database
2022,"Donner, J.","Donner, Julia R.; Ding, Ann; Herzlinger, Michael; Subedi, Shova; Alverson, Brian",Rhode Island Medical Journal (2013),Pen foreign body ingestion mimicking crohn's disease in a pediatric patient,"Foreign body ingestion is common in pediatrics, particularly in children with psychiatric illness. Foreign bodies present for extended periods of time can  trigger a local inflammatory reaction causing weight loss, abdominal pain, and  elevated inflammatory markers, mimicking inflammatory bowel disease (IBD). We  report a case of intentional pen ingestion in a 13-year-old, whose clinical  presentation with elevated inflammatory markers and terminal ileitis suggested on  imaging was initially suspicious for Crohn's disease but was found on colonoscopy  to be due to foreign body reaction from ingestion of a pen.",,PubMed
2022,"Hoey, P.","Hoey, P; Tiwari, N; Lamba, M; Britto, K; Grimpen, F; Ryan, K; Boon, K; Mcdonald, C; Lipp, T; Brown, N; Appleyard, M",Journal Of Gastroenterology And Hepatology,Health service outcomes after implementation of an interdisciplinary model of care for the management of repeated intentional foreign body ingestion in patients with emotionally unstable personality disorder,,,Web of Science
2022,"Hoey, P.","Hoey, P; Britto, K; Lamba, M; Ryan, K; Grimpen, F; Brown, N; McDonald, C; Lipp, T; Boon, K; Appleyard, M",Gastroenterology,Health service outcomes after implementation of an interdisciplinary model of care for the management of repeated intentional foreign body ingestion in patients with emotionally unstable personality disorder,,,Web of Science
2022,"Jackson, R.","Jackson, R; Chabrillac, E; Bell, A; Edafe, O",European Archives Of Oto-Rhino-Laryngology,Rigid versus flexible endoscopy for managing ingested foreign bodies-can we improve pathways?,"Purpose This study aims to evaluate management pathways, outcomes and safety of rigid endoscopy (RE) and flexible endoscopy (FE) for the treatment of impacted foreign bodies of the upper gastrointestinal tract (UGIT) in adults. Methods Retrospective study, included all patients undergoing RE or FE for impacted UGIT foreign body over an 11-year-period. Results A total of 144 patients were included (95 FE and 49 RE). FE were performed under local anaesthetic or sedation, and RE under GA. Success rate of FE and RE were 95.8% and 95.9% respectively. During FE an intra-procedural biopsy was performed in 45/95 (47.3%); with 26/95(27.4%) identifying mucosal pathology. Complications was significantly higher in patients having RE (40.8% versus 6.3%, p = .001). Conclusion FE and RE are effective for the therapeutic management of impacted UGIT foreign bodies. However, FE can be performed under LA and was associated with fewer complications, favouring FE where possible as a first line option.",10.1007/s00405-022-07285-y,Web of Science
2022,"Kang, C.","Kang, CY; Khamooshi, P; Pinzon, VR",Cureus Journal Of Medical Science,An unsuspected case of euglycemic diabetic ketoacidosis with twists,"Euglycemic diabetic ketoacidosis (EDKA) is defined by acidosis, ketones in serum and urine, and a high anion gap (AG) with a normal glucose level. Sodium-glucose cotransporter-2 (SGLT2) inhibitor has become one of the most common causes of EDKA. We present one of the lowest presenting blood glucose levels for the EDKA in the setting of SGLT2 inhibitor use. A 34-year-old female with a two-year history of type 2 diabetes mellitus (T2DM) presented after accidental ingestion of a metal clip and lack of oral intake for 28 hours. She reported a recent intentional weight loss of 60 lbs. She takes metformin 1000 mg twice daily and empagliflozin 25 mg daily. An urgent endoscopy was planned in the intensive care unit given the proximal location of the foreign body. The basic metabolic profile after the procedure demonstrated a glucose level of 75 mg/dL, bicarbonate level of 11 mmol/L, and AG of 17 mmol/L. The venous pH was 7.27 with a partial pressure of carbon dioxide of 30 mmHg. The urinalysis showed a glucose level greater than 500 mu mol/L with a ketone level of 80 mu mol/L. The blood and urine toxicology screening results were unremarkable. The patient was treated for EDKA with the administration of intravenous (IV) dextrose 5% in water with subsequent initiation of IV insulin. The assessment of her insulin reserve revealed a low C-peptide of 0.36 ng/mL, a high glutamic acid decarboxylase level greater than 250 IU/mL, and high zinc transporter 8 (ZnT8) antibodies of 42 U/mL, consistent with an undiagnosed transition to latent autoimmune diabetes in adults (LADA). The blood glucose levels for previously reported cases remain between 90 and 250 mg/dL. In this case, the combination of a low carbohydrate diet and prolonged starvation may have led to the impressively low glucose. Additionally, the SGLT2 inhibitor use in patients with LADA serves as one of the known risk factors for EDKA. EDKA poses a diagnostic challenge, especially in the ICU setting where there exists a myriad of causes for high AG metabolic acidosis. Additionally, many of the ICU patients are in a ketotic state brought on by prolonged starvation. Therefore, prompt diagnosis and treatment for EDKA require careful history taking and complete investigation for other causes of high AG metabolic acidosis.",10.7759/cureus.24016,Web of Science
2022,"Lai, M.","Lai, MCJ; Morganstein, J; Deckard, N; Koshkareva, Y",Ent-Ear Nose & Throat Journal,An unusually large object removed from the upper esophagus in a patient with self harm syndrome,"A 32-year-old female with a history of bipolar disorder and schizophrenia was transported to our tertiary-care hospital after swallowing a large toilet paper holder bracket. Removal of the large foreign body required coordination between anesthesiology, otolaryngology, and trauma surgery. A tracheostomy airway was established, and the object was removed transorally. The object was found to be a toilet paper holder bracket measuring 7.5 cm x 5.4 cm x 5.4 cm with a 2.6 cm screw protruding from the end. A review of articles describing the removal of foreign bodies from the upper aerodigestive tract found our object to be the largest foreign body ingestion described in literature. One report suggested that 18% of adult patients with foreign body ingestions had primary neuropsychiatric disorders. Our patient's psychiatric disorder was a major underlying factor leading to the ingestion, with our patient reporting hallucinations instructing her to ingest household objects.",10.1177/0145561320953707,Web of Science
2022,"Motohashi, K.","Motohashi, K; Thanacoody, RH",British Journal Of Hospital Medicine,Toxicology in the emergency department: what's new?,"Intentional and accidental drug overdose, recreational drug use and exposure to toxic substances are common reasons for people presenting to emergency departments. Although the mortality rate associated with these presentations is low in the UK, they can lead to significant morbidity and prolonged hospital admissions. This review discusses new developments in the management of paracetamol overdose. Several new protocols for the infusion of acetylcysteine, the antidote for paracetamol overdose, have been proposed in the past decade and evaluated in clinical studies. The 12-hour Scottish and Newcastle Acetylcysteine Protocol regimen and 20-hour Australian two-infusion bag protocol have been widely adopted into clinical practice and endorsed in national guidelines because of their shorter duration, reduction in adverse effects and efficacy in treating overdose. This article includes a care pathway that can facilitate the implementation of the Scottish and Newcastle Acetylcysteine Protocol. This article also discusses the emergency management of ingested button batteries, describes the emerging threat of novel psychoactive substances, and provides an update on new UK antidote guidelines. Further up-to-date guidance on management of clinical toxicology is available to healthcare professionals on the internet database TOXBASE.",10.12968/hmed.2022.0313,Web of Science
2022,"Yang, Z.","Yang, ZM; Postma, GN",Ent-Ear Nose & Throat Journal,Unlocking dysphagia: intentional ingestion of foreign bodies,,10.1177/0145561320937829,Web of Science
2023,"Ahmed, M.","Ahmed, Mohammed Elrabie; Refaie, Bahaa Mohammed; Ahmed, Mona Elrabie; Ali, Al Hussein Awad; Dahy, Khaled Gamal",Indian Journal Of Otolaryngology And Head And Neck Surgery : Official Publication Of The Association Of Otolaryngologists Of India,Foreign body swallows with airway affection in pediatrics,"AIMS: The current work aimed at evaluating how FBI can cause respiratory distress and stridor as well as their severity according to age, gender, lodgment site,  and type of the object. Factors influencing morbidity and mortality among studied  patients will be deliberated as well. METHODS: It is a hospital-based descriptive  study where all children between birth and 16 years of age who were admitted to  Sohag University Hospital, Egypt from January 1st, 2018, to December 31st, 2020,  for FBs removal were analyzed. All cases were subjected to complete history  taking, physical, radiological, and bronchoscopic examination. RESULTS: A total  of fourteen [14] patients were presented with FBI based on a full history,  examination, and essential investigation. The vast majority 92.9% of presented  cases (13 out of 14) were less than 6 years old. 50% of them (50%) (7 out of 14)  were less than one year old. Most cases presented early within a few hours after  ingestion (71.4%). Two [2] patients had predisposing conditions like mental  retardation and cerebral palsy. 28.6% of cases presented late (> 24 h after  aspiration). Except for one case where a cervical oesophageal approach was  needed. Endoscopic extractions of foreign bodies were successfully done. 50% of  patients required admissions to the Pediatric Intensive Care Unit (PICU). The  mortality rate was 14.3%. CONCLUSION: FBI is a common clinical emergency in  children younger than 6 years. A high index of suspicion is the keystone for  diagnosis. Early detection and management are crucial for a positive outcome.",10.1007/s12070-022-03156-4,PubMed
2023,"Ahmed, M.","Ahmed, ME; Refaie, BM; Ahmed, ME; Ali, AHA; Dahy, KG",Indian Journal Of Otolaryngology And Head & Neck Surgery,Foreign body swallows with airway affection in pediatrics,"Aims The current work aimed at evaluating how FBI can cause respiratory distress and stridor as well as their severity according to age, gender, lodgment site, and type of the object. Factors influencing morbidity and mortality among studied patients will be deliberated as well. Methods It is a hospital-based descriptive study where all children between birth and 16 years of age who were admitted to Sohag University Hospital, Egypt from January 1st, 2018, to December 31st, 2020, for FBs removal were analyzed. All cases were subjected to complete history taking, physical, radiological, and bronchoscopic examination. Results A total of fourteen [14] patients were presented with FBI based on a full history, examination, and essential investigation. The vast majority 92.9% of presented cases (13 out of 14) were less than 6 years old. 50% of them (50%) (7 out of 14) were less than one year old. Most cases presented early within a few hours after ingestion (71.4%). Two [2] patients had predisposing conditions like mental retardation and cerebral palsy. 28.6% of cases presented late (> 24 h after aspiration). Except for one case where a cervical oesophageal approach was needed. Endoscopic extractions of foreign bodies were successfully done. 50% of patients required admissions to the Pediatric Intensive Care Unit (PICU). The mortality rate was 14.3%. Conclusion FBI is a common clinical emergency in children younger than 6 years. A high index of suspicion is the keystone for diagnosis. Early detection and management are crucial for a positive outcome.",,Web of Science
2023,"Alturkmani, O.","Alturkmani, OG; Al-Badawi, MM; Alturkmani, SG; Al-Midani, MH; Attar, SA",Cureus Journal Of Medical Science,A case report of non-intentional foreign body ingestion in an elderly patient,"Foreign body ingestion is a common problem that can result in severe consequences. It occurs commonly in children and rarely in adults. High-risk adults include illicit drug users, prisoners, edentulous adults, alcoholics, psychiatric patients, adults with mental retardation, or those with decreased oral tactile sensation. In adults, most foreign body impactions are seen in patients with pre-existing pathologies, such as malignancy, achalasia, strictures, and esophageal rings. Complications that foreign bodies may cause in some cases are tracheoesophageal fistula, aorto-esophageal fistula, and intramural perforation. This case illustrates the importance of including foreign body ingestion in the differential diagnosis of dysphagia in high-risk groups, even when no clear history suggests this as a cause, which may decrease the complications.",10.7759/cureus.37684,Web of Science
2023,"Calini, G.","Calini, G; Ortolan, N; Battistella, C; Marino, M; Bresadola, V; Terrosu, G",European Journal Of Gastroenterology & Hepatology,Endoscopic failure for foreign body ingestion and food bolus impaction in the upper gastrointestinal tract: an updated analysis in a european tertiary care hospital,"ObjectiveHarmfulness of foreign body ingestion and food bolus impaction (FBIs) varies according to geographical area, population, habits, and diet. Therefore, studies may not draw generalizable conclusions. Furthermore, data regarding FBIs management in Europe are limited and outdated. This study aimed to analyze the endoscopic management and outcomes of FBIs in an Italian tertiary care hospital to identify risk factors for endoscopic failure. MethodsWe retrospectively reviewed patients who underwent upper gastrointestinal endoscopy for FBIs between 2007 and 2017. Baseline, clinical, FBIs, and endoscopic characteristics and outcomes were collected and reported using descriptive statistics and logistic regression analyses. ResultsOf the 381 endoscopies for FBIs, 288 (75.5%) were emergent endoscopy and 135 (35,4%) included underlying upper gastrointestinal conditions. The study population included 44 pediatric patients (11.5%), 54 prisoners (15.8%), and 283 adults (74.2%). The most common type and location of FBIs were food boluses (52.9%) and upper esophagus (36.5%), respectively. While eight patients (2.1%) developed major adverse events requiring hospital admission, the remainder (97.9%) were discharged after observation. No mortality occurred. Endoscopic success was achieved in 263 of 286 (91.9%) verified FBIs endoscopies. Endoscopic failure (8.04%) was associated with age, bone, disk battery, intentional ingestion, razor blade, prisoners, and stomach in the univariate analysis. Multivariate logistic regression revealed that intentional ingestion was associated with endoscopic failure (odds ratio: 7.31; 95% confidence interval = 2.06-25.99; P = 0.002). ConclusionEndoscopy for FBIs is safe and successful, with low hospital admission rate in children, prisoners, and adults. Intentional ingestion is a risk factor of endoscopic failure.",10.1097/meg.0000000000002602,Web of Science
2023,"Das, S.","Das, SS; Krishnan, S; Mandhane, NK; Shalak, HS",Cureus Journal Of Medical Science,Intentional ingestion of foreign bodies: a physician?s agony,"Intentional foreign body ingestion is the phenomenon wherein one swallows a non-digestible object with the intent to cause self-injury. It is intentional in adult patients with a positive psychiatric history and can be a recurrent issue. Although the incidence of this condition is increasing, there are few existing articles on the subject that highlight its importance. This case report aims to present a unique patient encounter to emphasize the multispecialty approach required for management and provide an overview of the literature available on the subject regarding types of objects swallowed, selection of appropriate imaging modalities, and plans of management.",10.7759/cureus.37677,Web of Science
2023,"Geisman, T.","Geisman, T; Goble, S; Al-Shahrani, A; Abdallah, M; Almuhaidb, A; Sarwar, R; Hickman, J; Sultan, S; Altayar, O; Chen, CH",Gastrointestinal Endoscopy,Comparison of outcomes between urgent and delayed endoscopy in a multi-center cohort of patients with repeated intentional foreign body ingestion,,,Web of Science
2023,"Hardy, J.","Hardy, JC; Ashcroft, C; Kay, C; Liane, BJ; Horn, C",Cureus Journal Of Medical Science,Loose screws: removal of foreign bodies from the lower gastrointestinal tract,"While both the American Society for Gastrointestinal Endoscopy (ASGE) and the European Society of Gastrointestinal Endoscopy (ESGE) have released guidelines on the management of ingested foreign bodies in the upper gastrointestinal (GI) tract, neither has addressed indications or techniques for endoscopic removal of foreign bodies in the lower GI tract, perhaps due to the high likelihood of foreign body passage once the foreign body has reached the lower GI tract. We present the case of a 45-year-old woman presenting to the emergency department following the intentional ingestion of multiple screws and nails, complaining of acute abdominal pain and nausea. Imaging revealed four nails in the colon and two adjacent screws in the distal small bowel. In the absence of signs of acute obstruction or bowel perforation, she was admitted for expectant management but subsequently required endoscopic removal of two retained screws in the lower GI tract.",10.7759/cureus.43093,Web of Science
2023,"Kaazan, P.","Kaazan, P; Seow, W; Tan, Z; Logan, H; Philpott, H; Huynh, D; Warren, N; McIvor, C; Holtmann, G; Clark, SR; Tse, E",Australasian Psychiatry,Deliberate foreign body ingestion in patients with underlying mental illness: a retrospective multicentre study,"Objective Deliberate foreign body ingestion (DFBI) is characterised by recurrent presentations among patients with mental health conditions, intellectual disabilities and in prisoners. We aimed to profile the characteristics and evaluate the care of such patients in this study. Methods Adult patients with an endoscopic record of attempted foreign body retrieval between January 2013 and September 2020 were identified at three Australian hospitals. Those with a documented mental health diagnosis were included and their standard medical records reviewed. Presentation history, demographics, comorbidities and endoscopic findings were recorded and described. Results A total of 166 admissions were accounted for by 35 patients, 2/3 of which had borderline personality disorder (BPD). Repetitive presentations occurred in more than half of the cohort. There was an increased trend of hospital admissions throughout the years. At least half of the cohort had a documented mental health review during their admission. An average of 3.3 (2.9) foreign bodies were ingested per single episode. Endoscopic intervention was performed in 76.5% of incidents. The combined Length of stay for all patients was 680 days. Conclusion Deliberate foreign body ingestion in mental health patients is a common, recurring and challenging problem that is increasing in frequency and requires collaborative research to further guide holistic management.",10.1177/10398562231189431,Web of Science
2023,"Niset, A.","Niset, A; Baert, J; Dupriez, F",Pediatric Emergency Care,Point-of-care ultrasound for the diagnosis of pediatric foreign body ingestion,"PurposeForeign body ingestion (FBI) is a frequent concern in emergency departments. Clinical guidelines recommend performing plain x-rays as the primary modality of diagnosis. Although point-of-care ultrasound (PoCUS) has increasingly been integrated into the daily practice of emergency medicine, it has been poorly investigated in the diagnostic approach for FBI.This review aims to highlight the current state of PoCUS use for pediatric FBI.The following research question was considered in this narrative review: Is PoCUS useful for FBI management?PurposeForeign body ingestion (FBI) is a frequent concern in emergency departments. Clinical guidelines recommend performing plain x-rays as the primary modality of diagnosis. Although point-of-care ultrasound (PoCUS) has increasingly been integrated into the daily practice of emergency medicine, it has been poorly investigated in the diagnostic approach for FBI.This review aims to highlight the current state of PoCUS use for pediatric FBI.The following research question was considered in this narrative review: Is PoCUS useful for FBI management?PurposeForeign body ingestion (FBI) is a frequent concern in emergency departments. Clinical guidelines recommend performing plain x-rays as the primary modality of diagnosis. Although point-of-care ultrasound (PoCUS) has increasingly been integrated into the daily practice of emergency medicine, it has been poorly investigated in the diagnostic approach for FBI.This review aims to highlight the current state of PoCUS use for pediatric FBI.The following research question was considered in this narrative review: Is PoCUS useful for FBI management?MethodsA literature search was conducted to identify articles reporting PoCUS use for the management of FBI. All articles were assessed for quality by 2 reviewers.Main ResultsThe 14 selected articles reported 52 FBI cases in which PoCUS successfully identified and located the ingested FB. Point-of-care ultrasound was used either as the primary imaging technique or after positive or negative x-ray findings. In 5 cases (9.6%), PoCUS was the only modality used for the diagnosis. Of these cases, 3 (60%) underwent a successful procedure to remove the FB and 2 (40%) received conservative treatment without complications.ConclusionsThis review suggests that PoCUS might be a reliable modality for the initial management of FBI. PoCUS can locate, identify, and evaluate the size of the FB in a wide range of materials and gastrointestinal locations. Point-of-care ultrasound could eventually become the go-to modality in the case of radiolucent FB, thus avoiding the use of radiation. Further studies are nevertheless required to validate PoCUS use for FBI management.",10.1097/pec.0000000000002997,Web of Science
2023,"Park, S.","Park, S; Park, G; Rieu, MS; Kim, T; Kim, D; Lee, S; Kim, G",Animals,Evaluating disease patterns of military working dogs in the republic of korea: a retrospective study,"Simple Summary Evaluating disease patterns of military working dogs is important for effective preventive care. The disease patterns may be affected by breed and living and working conditions. This study reviewed medical data from the Armed Forces Medical Research Institute in the Republic of Korea. Gastrointestinal diseases due to foreign body ingestion were the most common. To prevent ingestive behavior disorders, such as foreign body ingestion, it is important to evaluate and improve the environment of military working dogs that may induce stress. Surgery for dental disease or the removal of a gastric foreign body was generally performed. Therefore, preventive care for dental disease and foreign body ingestion may be helpful for the effective performance and good quality of life in Korean military working dogs. The purpose of this study was to evaluate disease patterns among military working dogs (MWDs) at the Armed Forces Medical Research Institute (AFMRI) to provide basic medical data on Korean MWDs. The medical records of procedures performed at AFMRI between November 2017 and March 2021 were reviewed. Physical examination, diagnostic imaging, and laboratory tests were performed according to the status of each dog. A total of 353 MWDs (215 males and 138 females; mean age, 6 +/- 3 years) were analyzed in this study. Among Korean MWDs, gastrointestinal (GI) disorders are the most frequently diagnosed, followed by dental and musculoskeletal disorders. Foreign body (FB) ingestion had the highest prevalence of GI disorders, with the most common FB being a leather collar or leash. General and dental surgeries, including removal of gastric FB and tooth extraction, were routinely performed at the AFMRI. Preventative care focusing on dental disease and FB ingestion may be helpful for effective performance and good quality of life in MWDs, with the regular assessment and prevention of environmental factors that may contribute to behavioral problems such as FB ingestion, coprophagy, and anorexia.",10.3390/ani13081400,Web of Science
2023,"Pisipati, S.","Pisipati, S; Cai, J; Umar, S; Ingall, T; Meltzer, E; Harris, L",Gastrointestinal Endoscopy,Recurrent deliberate foreign body ingestion: ethical dilemma for stake holders,,,Web of Science
2023,"Rappaport, S.","Rappaport, SH; Vineyard, T; Hack, M; Shah, TY; Dooley, JW",American Journal Of Health-System Pharmacy,Lanthanum masquerading as foreign body ingestion in a critically ill patient with end-stage renal disease,"Purpose Medication use may affect imaging results. In this case study, we report a case of lanthanum ingestion resulting in imaging consistent with ingested metallic foreign bodies. Hyperphosphatemia affects most patients with end-stage renal disease (ESRD) and is associated with morbidity and mortality. Lanthanum carbonate reduces daily phosphate absorption and is indicated as a non-calcium-based phosphate binder in patients with ESRD. A 58-year-old man with a medical history of stage 5 chronic kidney disease was admitted to the intensive care unit (ICU) for hyperkalemia and acute respiratory failure after a missed dialysis session. He required vasopressors, intubation, and continuous renal replacement therapy. Admission imaging demonstrated several ingested metallic foreign bodies within the colon. There was consideration of colorectal surgery and gastroenterology consultation. On the initial medication reconciliation, no medications that would have the radiographic appearance of ingested metallic foreign bodies were identified. On further review of prescription data available through the electronic medical record, it was noted that the patient had recently filled a prescription for lanthanum despite its apparent discontinuation on a previous admission. After interviewing the patient's wife, it was confirmed that the patient had continued taking lanthanum and that he was swallowing it whole and not chewing it. No consultations or interventions were performed, and the metallic foreign bodies were no longer present on further imaging after a period of 35 days. Conclusion Escalation of care was avoided in this patient due to the performance of diligent medication reconciliation and recognition of the impact of lanthanum ingestion on imaging.",10.1093/ajhp/zxac380,Web of Science
2023,"Rezazadeh, A.","Rezazadeh, A; Khanghah, AS; Mousazadeh, S; Noori, F",Annals Of Medicine And Surgery,Removing 216 sharp metal foreign objects from the digestive tract of a 30-year-old male: case report,"Introduction and importance: Foreign body (FB) ingestion and its complications are abundant in emergency departments. This potentially severe problem had a peak incidence in children aged 6 months to 6 years. Intentional adult cases are voluntary and more common in prisoners and people with psychiatric problems. However, most patients (90%) remain asymptomatic, and these pass through the body spontaneously.Case presentation: The authors report a case of surgically removing plenteous sharp-pointed metallic foreign bodies ingested by a young male deaf-mute bipolar schizoaffective patient from his stomach, intestine, and rectum. Furthermore, the authors have reviewed the available literature for similar cases.Clinical discussion: Less than 1% of patients need surgical removal, 10-20% need to be taken out endoscopically, and the remaining pass spontaneously. Plain radiography is the most available imaging modality detecting the number, material, and estimated place of the alimentary canal trapped.Conclusion: For the risk of perforation, migration, and peritonitis, surgery is indicated in such situations.",10.1097/ms9.0000000000000377,Web of Science
2024,"Ardila, S.","Ardila S., Woodley L., Ulloa E., Fernandez J., Bornstein J., Seims A.",Journal Of Laparoendoscopic And Advanced Surgical Techniques,Utilization of single-incision laparoscopy in the management of ingested magnets,"Background: A ban on neodymium magnets was lifted by the U.S. Consumer Product Safety Commission in 2016. Pediatric gastroenterologists and surgeons were increasingly tasked with removing these problematic objects. The purpose of this study was to assess the utility of single-incision laparoscopic surgery (SILS) in the management of ingested magnets. Patients and Methods: This is a single-center, retrospective assessment of surgical interventions for ingested magnets. International Classification of Disease, 10th revision codes were used to identify 349 patients ≤21 years of age evaluated for foreign body ingestion over a 4.5-year period. A medical record review helped isolate 29 (8.3%) magnet ingestions, 9 requiring surgical intervention. RedCap was used for analysis. Results: Of 9 surgical patients, 7 underwent SILS intervention by 1 surgeon. Another surgeon performed an open operation, whereas a third performed a multiport operation. Of the 7 SILS cases, 3 were completed without conversion to open. In one of these cases, bowel resection with primary anastomosis was performed. For SILS cases, average operating room time was 109 minutes (38-170 minutes), time to enteral feeds was 23 hours (0.28-79.2 hours), and hospital length of stay (LOS) was 3.8 days (1.96-6.68 days). Thirty-day readmission for SILS was 14.3%. No other complications were observed. Conclusions: SILS has been safely utilized for magnet retrieval. It offers an ability to identify the affected intestinal segment and an opportunity to intervene extracorporeally through an uncapped port. In addition, knowing where matted bowel is located can direct a limited incision during conversion to laparotomy. This may confer benefits of decreased pain, shortened time to enteral feeds, and decreased hospital LOS.",10.1089/lap.2023.0394,Embase
2024,"Ardila, S.","Ardila, S; Woodley, L; Ulloa, E; Fernandez, J; Bornstein, J; Seims, A",Journal Of Laparoendoscopic & Advanced Surgical Techniques,Utilization of single-incision laparoscopy in the management of ingested magnets,"Background: A ban on neodymium magnets was lifted by the U.S. Consumer Product Safety Commission in 2016. Pediatric gastroenterologists and surgeons were increasingly tasked with removing these problematic objects. The purpose of this study was to assess the utility of single-incision laparoscopic surgery (SILS) in the management of ingested magnets.Patients and Methods: This is a single-center, retrospective assessment of surgical interventions for ingested magnets. International Classification of Disease, 10th revision codes were used to identify 349 patients <= 21 years of age evaluated for foreign body ingestion over a 4.5-year period. A medical record review helped isolate 29 (8.3%) magnet ingestions, 9 requiring surgical intervention. RedCap was used for analysis.Results: Of 9 surgical patients, 7 underwent SILS intervention by 1 surgeon. Another surgeon performed an open operation, whereas a third performed a multiport operation. Of the 7 SILS cases, 3 were completed without conversion to open. In one of these cases, bowel resection with primary anastomosis was performed. For SILS cases, average operating room time was 109 minutes (38-170 minutes), time to enteral feeds was 23 hours (0.28-79.2 hours), and hospital length of stay (LOS) was 3.8 days (1.96-6.68 days). Thirty-day readmission for SILS was 14.3%. No other complications were observed.Conclusions: SILS has been safely utilized for magnet retrieval. It offers an ability to identify the affected intestinal segment and an opportunity to intervene extracorporeally through an uncapped port. In addition, knowing where matted bowel is located can direct a limited incision during conversion to laparotomy. This may confer benefits of decreased pain, shortened time to enteral feeds, and decreased hospital LOS.",10.1089/lap.2023.0394,Web of Science
2024,"Bhumi, S.","Bhumi, S; Mago, S; Mavilia-Scranton, MG; Birk, JW; Rezaizadeh, H",Cureus Journal Of Medical Science,Esophageal button battery retrieval: time-in may not be everything,"The management of ingested foreign bodies is a challenging task because each case is unique with multiple varying factors including a patient's age, anatomical considerations, clinical presentation, and the type and location of the foreign body ingested. Additionally, concern over complications associated with button battery ingestion typically drives management decisions. The common practice is the urgent retrieval of the foreign body within two to six hours of presentation. An unusual case is presented here that demonstrated significantly delayed endoscopic removal of an ingested button battery without complication, avoiding the many risks associated with any emergent endoscopic procedure. However, this practice is a case -by -case decision because there is a lack of literature to guide the current management.",10.7759/cureus.58327,Web of Science
2024,"Farhadi, F.","Farhadi F., Mohtadi A., Pakmehr M., Ghaedamini H., Shafieian F., Aminifar S.A.",Journal Of Medical Case Reports,This is a successful removal of more than 450 pieces of metal objects from a patient’s stomach: a case report,"Background: Ingestion of foreign bodies may be seen unconsciously or intentionally in patients with mental health problems. Most cases pass through the esophagus slowly; however, in some cases, the tumor may be located in narrower areas of the digestive tract that require endoscopic or surgical intervention. This study describes a rare case of successful removal of more than 450 pieces of metal objects from the stomach of a 36-year-old man via ingestion of foreign bodies at Imam Khomeini Hospital in Ahvaz. Case presentation: A 36-year-old male patient (Aryan race) presented with complaints of chronic abdominal pain, frequent vomiting, and intolerance to liquids and food. The patient’s companions mentioned a history of gradual ingestion of small metal objects 3 months prior. The patient was conscious and had stable vital signs. In the patient’s X-ray and endoscopy, multiple metal objects inside the patient’s stomach were observed, causing gastric outlet obstruction. The patient underwent gastrostomy surgery, and 452 screws, nuts, keys, stones, and other metal parts weighing 2900 g were removed from the stomach. Five days after the operation, the patient was transferred to the psychiatric service in good general condition and was diagnosed with psychosis, and her condition returned to normal at follow-up. Conclusion: Successful removal of this foreign body is rare. In chronic abdominal pain, especially in the context of psychiatric disorders, attention should be given to the ingestion of foreign bodies. In swallowing large amounts of sharp and metallic foreign objects, surgical intervention is necessary, especially in cases of obstruction, and saves the patient’s life.",10.1186/s13256-024-04672-3,Embase
2024,"Hayes, R.",Hayes R.W.J.; Van Truong L.; Tatevian N.; Chirkov A.,Annals Of Clinical And Laboratory Science,Fibrosis of the intestines in response to foreign objects: a case report,"Foreign body ingestion of sharp objects can be a striking feature of psychological dysfunction with high morbidity and mortality. While the phenomenon has been reported on, primarily from a psychiatric perspective, this report will present the effects of this behavior on the intestinal system from a pathology perspective. The report is of a 43-year-old female with a past medical history of foreign object ingestion, borderline personality disorder, depression, anxiety, and prior suicidality who passed away due to bowel obstruction. Review of her history revealed an eighteen-year history of repeated foreign body ingestion with multiple surgical interventions. A particularly remarkable aspect revealed through the surgical history is the nature of the complications. They begin in 2008 with bowel perforation due to a blunt object and continue to present with perforation in the early years but show a gradual change to adhesions and obstruction as the primary concern. Her final presentation to the hospital and cause of death was due to obstruction, not perforation, even though the foreign bodies were six knives. While this case is not the only known report of foreign body ingestion, the extensive timeline and frequency allow for an examination of the gradual progression of fibrosis and adhesions within the intestines and abdominal wall, which led to the obstruction and death despite being a protective factor against further perforation. © 2024 by the Association of Clinical Scientists, Inc.",,SCOPUS
2024,"Hoey, P.","Hoey P., Ryan K., McDonald C., Brown N.J., Boon K., Grimpen F., Appleyard M.",Ema - Emergency Medicine Australasia,"Repeated intentional foreign body ingestion, what can be done?","Repeated intentional foreign body ingestion (RIFBI) in patients with Emotionally Unstable Personality Disorder (EUPD) is a common clinical presentation to the emergency department. The relationship between repeated foreign body ingestion and a co-existent personality disorder diagnosis is complex, making it challenging to manage. Our institution implemented a novel interdisciplinary model of care for RIFBI as a way of improving health outcomes in this cohort of patients. Our observations following the model of care are presented herein. We encourage other health networks to adopt this model of care for managing RIBFI in EUPD.",10.1111/1742-6723.14451,Embase
