Publication Year,First Author,Authors,Summary,Publication Title,Title,Abstract,URL,Database,DOI,Duplicate,Exclude,Reason ID,Abstract2,
2019,"Koçak..., S.","S Sarı, H Bektaş, K Ulusan, B Koçak...","S Sarı, H Bektaş, K Ulusan, B Koçak... - Turkish Journal of ..., 2019 - jag.journalagent.com",Turkish Journal Of ...,A 4-Year Single-Center Experience In The Management Of Esophageal Perforation.,BACKGROUND: Esophageal perforation (EP) is a lethal surgical emergency that needs to be diagnosed and treated immediately. Diagnosis and treatment options for EP are limited ...,https://jag.journalagent.com/z4/download_fulltext.asp?pdir=travma&plng=tur&un=utd-79484,Google Scholar,10.5505/tjtes.2018.79484 ,,FALSE,,"BACKGROUND: Esophageal perforation (EP) is a lethal surgical emergency that needs to be diagnosed and treated immediately.
Diagnosis and treatment options for EP are limited due to its lower incidence. There are scoring systems proposed for this purpose;
however, they cannot be applied to every patient. The recent trend in the treatment of EP is toward the non-operative approach over the
surgical treatment methods. The purpose of the present study was to evaluate our treatment methods and outcomes in patients with EP.
METHODS: Thirteen patients with EP treated in our clinic between 2013 and 2017 were retrospectively reviewed. The Pittsburgh
Perforation Severity Score (PSS), systemic condition status, and ClavienDindo Classification (CDC) score were assessed, and treatment
methods were reviewed. Their effects on morbidity and mortality were examined using Fishers exact test and biserial correlation test.
RESULTS: A total of 13 patients (six males and seven females; median age 64 years) were included in the study. Ten patients were
managed non-operative, and three were treated surgically. Of the 10 patients, two had additional surgery after non-operative manage-
ment. The PSS, systemic condition status, CDC score, duration of stay in the hospital, time to diagnosis, presence of hypotension, and
being in shock were strongly correlated with mortality (p<0.05). The PSS, CDC score, and stay in the intensive care unit were strongly
correlated with morbidity (p<0.05). The comparison between the non-operative and operative groups did not yield a statistically
significant difference in mortality and morbidity.
CONCLUSION: Even if the scoring systems help to understand the severity of the condition, they are inadequate to determine the
treatment option. Early diagnosis and treatment are the most important steps in management. Operative and non-operative treatment
options are not superior to each other, but their complementary use will be more beneficial for the patients.
Keywords: Esophageal perforation; Pittsburgh Perforation Severity Scoring system; systemic condition scoring system.",
2020,"Allepuz..., A.","A Lacombe, E Pintado, AO Byrne, A Allepuz...","A Lacombe, E Pintado, AO Byrne, A Allepuz... - Diseases of aquatic ..., 2020 - int-res.com",Diseases Of Aquatic ...,Ingestion Of Foreign Materials By Odontocetes Along The Catalan Coast: Causes And Consequences,"Ingestion of abnormal materials by cetaceans has been reported worldwide, but few studies have investigated the causes of foreign material ingestion. We retrospectively analysed ...",https://www.int-res.com/abstracts/dao/v142/p23-31/,Google Scholar,10.3354/dao03527 ,,TRUE,4,"ABSTRACT: Ingestion of abnormal materials by cetaceans has been reported worldwide, but few studies have investigated the causes of foreign material ingestion. We retrospectively analysed necropsies performed between 2012 and 2019 on 88 cetaceans stranded along the coast of Catalonia, Spain, and evaluated the association of abnormal ingested materials with 2 risk factors, namely disease of the central nervous system (CNS) and maternal separation. Abnormal materials were found in the digestive tract in 19 of 88 (21.6%) cetaceans; of these, 13 (60%) had lesions in the CNS, such as morbilliviral encephalitis, neurobrucellosis or encephalomalacia, and 3 were diagnosed as having experienced maternal separation. In a logistic regression model, CNS lesions and maternal separation were identified as risk factors for ingestion of foreign material, but with wide confidence intervals, probably due to the small sample size. In contrast, abnormal ingestion was not identified in any of the 25 (28%) cetaceans whose cause of death was attributed to interaction with humans. Abnormal ingestion should be interpreted with caution, and efforts should be made at necropsy to exclude CNS diseases through pathologic and microbiologic investigations. If disease of the CNS is a significant risk factor for ingestion of marine debris by small odontocetes, results of monitoring programmes may be biased by the prevalence of CNS disease in a specific area or population. ",
2020,"Hanif, U.","U Khan, S Hanif","U Khan, S Hanif - Pakistan Journal of Surgery, 2020 - search.ebscohost.com",Pakistan Journal Of Surgery,Accidental Ingestion Of Tooth Pick Leading To Bowel Perforation-A Case Report.,"Bowel perforation is a surgical emergency. There are many causes of bowel perforation commonest being infection, infarction, radiation enteritis, crohn's disease and carcinomas. ...",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=02588552&an=149490166&h=uaoofi%2f7wy%2bfeynevet91ejrvw4wkxr0yoqkunoel6p%2bud5yo1ia6phhquiqg%2brklrnmfso%2frgdw%2bziq0u%2flaq%3d%3d&crl=c,Google Scholar,None,,TRUE,3,"Abstract: Bowel perforation is a surgical emergency. There are many causes of bowel perforation commonest being infection, infarction, radiation enteritis, crohn's disease and carcinomas. Bowel perforation secondary to tooth pick are not so common. Tooth picks are used after food intake for cleaning purpose. They are made from bamboo and wood and have hard material with sharp end. Tooth pick are usually ingested un-intentionally. Patient without adequate history of ingestion pose difficulty in diagnosis. Patients with less developed palatal sensations are prone to accidental ingestion. We present a case of illeal perforation secondary to tooth pick ingestion presenting with signs and symptoms of acute appendicitis.",
2020,"Chandrakantan..., O.","OA Olutoye, A Chandrakantan...","OA Olutoye, A Chandrakantan... - Gregory's Pediatric ..., 2020 - Wiley Online Library",Gregory'S Pediatric ...,Otolaryngological And Dental Surgery,This chapter discusses the perioperative anesthetic considerations and management of the most common conditions requiring surgical intervention in the head and neck region. Many ...,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119371533.ch34,Google Scholar,10.1002/9781119371533.ch34,,TRUE,5,"This chapter discusses the perioperative anesthetic considerations and management of the most common conditions requiring surgical intervention in the head and neck region. Many children scheduled to undergo head and neck surgery present with nasal discharge that may represent either allergic rhinitis or an upper respiratory tract infection (URI). Decreased functional residual and diffusion capacity and increased closing volumes and airway resistance have been noted during a URI. The chapter also discusses otolaryngological surgery, including ear surgery and nasal and pharyngeal surgery and reviews endoscopy of the larynx, trachea and bronchial tree. Pediatric dental procedures are routinely performed in a dentist's office with local anesthesia, with or without sedation. General anesthesia allows the dentist to complete dental restoration in a timely fashion without administering excessive amounts of local anesthetic or approaching the maximum limits of sedation with which they are comfortable in their dental office.",
2021,"Gomez‐Esquivel, R.",RD Gomez‐Esquivel,"RD Gomez‐Esquivel - The Esophagus, 2021 - Wiley Online Library",The Esophagus,Foreign Bodies,Foreign body ingestion is a frequent occurrence. The use of two X‐ray views will help localize the foreign body to the esophagus. Food boluses represent the most common type of ...,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119599692.ch41,Google Scholar,10.1002/9781119599692.ch41,,FALSE,,"Foreign body ingestion is a frequent occurrence. The use of two X-ray views will help localize the foreign body to the esophagus. Food boluses represent the most common type of foreign body in the esophagus. Patients having trouble with secretions due to foreign body ingestion should have an endoscopy within 24 hours. Button batteries constitute a special type of foreign bodies because they cause damage by three combined mechanisms. Due to their shape, these devices can lodge in the esophagus. Electrical current generated in the negative pole of the battery produces hydroxide, and the acid contents of the stomach can cause the battery to leak its contents, which are mainly alkaline electrolytes. The combination of those factors causes liquefaction necrosis, which in turn can lead to perforation and future scarring. Magnets are another type of foreign body that deserves special attention.",
2021,"Gershman..., R.","R Furlano, G Gershman...","R Furlano, G Gershman... - Practical Pediatric ..., 2021 - Wiley Online Library",Practical Pediatric ...,Foreign Body Ingestion,Endoscopy is a common and useful means of accessing the upper gastrointestinal tract for the purpose of retrieving ingested foreign bodies in children. The majority of foreign body ...,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119423492.ch29,Google Scholar,10.1002/9781119423492.ch29,,FALSE,,"Endoscopy is a common and useful means of accessing the upper gastrointestinal tract for the purpose of retrieving ingested foreign bodies in children. The majority of foreign body ingestions occur in younger ages, with a peak incidence between the ages of 6 months and 6 years. Indications for removal depend upon a patient's age and size, the type and form of the swallowed item, its location as well as the clinical symptoms and time since ingestion. Esophageal impaction of a foreign body  whether it is blunt or sharp  requires more urgent intervention compared to more distally located foreign bodies. Food bolus impaction in children may indicate underlying esophageal pathology, such as eosinophilic esophagitis, peptic or other strictures, achalasia, and other motility disorders. Optimal endoscopic management of foreign bodies depends on their location and type.",
2022,"Olaoye..., P.","PO Adeoye, OA Afolabi, HK Omokanye, I Olaoye...","PO Adeoye, OA Afolabi, HK Omokanye, I Olaoye... - African Health ..., 2022 - ajol.info",African Health ...,Foreign Bodies In The Aerodigestive Tract: Time For Comprehensive Preventive Measures,Background: Foreign body (FB) in the aerodigestive tract presents more commonly in children and remains a surgical emergency with potential for fatal complications. Objectives: To ...,https://www.ajol.info/index.php/ahs/article/view/228987,Google Scholar,10.4314/ahs.v22i2.42 ,,FALSE,,"Abstract

Background: Foreign body (FB) in the aerodigestive tract presents more commonly in children and remains a surgical emergency with potential for fatal complications.

Objectives: To describe management and outcomes of aerodigestive FB managed at University of Ilorin Teaching Hospital (UITH) and proffer preventive measures.

Methods: A 9-year retrospective review of all patients with foreign body in the aerodigestive tract managed between March 2011 and July 2020.

Results: Sixty-six patients were studied. Median age was 9years with M:F ratio =1.6:1. FB was ingested in 38(57.6%) patients, aspiration occurred in 28(42.4%). Denture was most common FB 20(30.3%); plastic whistle/valve placed in dolls or football accounted for 4(6.1%). When ingested, FB was impacted in cervical 17(44.7%), upper thoracic 10(26.3%) and middle thoracic 2(5.3%) oesophagus. Oesophagoscopy was used in 30(8.9%) for retrieval. When aspirated, FB was located in the right bronchus 10(35.7%), left bronchus 7(25.0%), hypopharynx and trachea 2(7.1%) each, and cricopharynx 1(3.5%); no FB was found in 3(10.7%) patients. Direct Laryngoscopy was the method of retrieval in 3(10.1%) patients while others had rigid bronchoscopy. Mortality rate was 1.5%.

Conclusion: Children are most vulnerable group. Preventive effort should include public health education and close monitoring of children by parents and care givers during play.",
2022,"Figueiredo, J.",JP Figueiredo,"JP Figueiredo - Canine and Feline Anesthesia and Co‐Existing ..., 2022 - Wiley Online Library",Canine And Feline Anesthesia And Co‐Existing ...,Gastrointestinal Disease,"The digestive system provides the body with a continual supply of water, electrolytes, and nutrients. Food must be appropriately taken, ingested, and moved through the gastrointestinal (...",https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119604075.ch5,Google Scholar,10.1002/9781119604075.ch5,,TRUE,4,"The digestive system provides the body with a continual supply of water, electrolytes, and nutrients. Food must be appropriately taken, ingested, and moved through the gastrointestinal (GI) tract: the stomach must secrete digestive enzymes, and the homeostatic function of the stomach must be maintained. Patients with oral disease may present with ptyalism, abnormal food prehension, dysphagia, inappetence, weight loss, and halitosis. Attempts to ingest food can cause trauma to the oropharyngeal mucosa, resulting in oral pain and bleeding. Esophageal diseases in dogs and cats are related to obstructive, motility, or inflammatory disorders. The esophagus connects the pharynx to the stomach and is responsible to transport ingesta and fluid. A Small intestinal surgery is most often indicated for GI obstruction. Recognizing peritonitis secondary to GI perforation caused by necrosis or ulceration is critical and must be treated promptly and aggressively.",
2022,"Colby, A.","AV Farooq, KA Colby","AV Farooq, KA Colby - Albert and Jakobiec's Principles and Practice of ..., 2022 - Springer",Albert And Jakobiec'S Principles And Practice Of ...,Emergency And Initial Management Of Anterior Segment And Adnexal Trauma,This chapter provides an overview of the emergency and initial management of anterior segment and adnexal trauma. This includes guidance for initial evaluation and triage by ...,https://link.springer.com/content/pdf/10.1007/978-3-030-42634-7_321.pdf,Google Scholar,10.1007/978-3-030-42634-7_321,,FALSE,,"This chapter provides an overview of the emergency and initial management of anterior segment and adnexal trauma. This includes guidance for initial evaluation and triage by nonophthalmic specialists, special considerations for measuring visual acuity and performing an external examination, and a more detailed description of eye care principles in the emergency setting. Finally, the role of imaging in the emergency setting, and guidance for managing specific emergency conditions, including chemical burns and retrobulbar hemorrhage, is provided.",
2022,"Calabrese, D.","D BRISSETTE, RO CALABRESE","D BRISSETTE, RO CALABRESE - Clinical Medicine for ..., 2022 - books.google.com",Clinical Medicine For ...,Throat Disorders,"Otolaryngology disorders are very common in primary care, accounting for 20% to 50% of presenting complaints to a primary care clinician. Management of common conditions of the ...",https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&inst=7421307413561760588&q=D+BRISSETTE%2C+RO+CALABRESE+throat+disorders+2022&btnG=,Google Scholar,None,,TRUE,1,Abstract not available,
2022,"Rf, B.","D. D., BELANNY; R. F., PERDANA","B DD, P RF - New Armenian Medical Journal, 2022 - search.ebscohost.com",New Armenian Medical Journal,Case Report Of Fatal Deep Neck Abscess: A Complication Of Aerodigestive Foreign Bodies.,"Background: Ingestion of a foreign body is a typical emergency in the field of health services otorhinolaryngology head and neck surgery. Pharyngooesophageal perforation, aorto-...",https://web.p.ebscohost.com/abstract?site=ehost&scope=site&jrnl=18290825&AN=160449218&h=p5sZ0jK2%2f7%2f0gbI3sj9aGuDQ5SnK0xib%2f%2bnji2l2a6IM4xqsn%2fdDz76rloehnZS59JxGeQ5q%2bMfnb%2bPlSq7jHw%3d%3d&crl=c&resultLocal=ErrCrlNoResults&resultNs=Ehost&crlhashurl=login.aspx%3fdirect%3dtrue%26profile%3dehost%26scope%3dsite%26authtype%3dcrawler%26jrnl%3d18290825%26AN%3d160449218,Google Scholar,10.56936/18290825-2022.16.2-66,,FALSE,,"Background: Ingestion of a foreign body is a typical emergency in the field of health services otorhinolaryngology head and neck surgery. Pharyngooesophageal perforation, aorto-oesophageal fistula, and deep neck infection are all serious consequences, albeit uncommon. Several risk factors for complications that aggravate this condition include time of therapy (> 24 hours after the onset of symptoms), sharp foreign objects such as fish bones, mental illness, and diabetes mellitus are risk factors for complications. Although deep neck abscesses have decreased due to the availability of antibiotics, these infections still occur with high morbidity and mortality rates if the patient is not managed properly. Aim: to report case of fatal deep neck abscess and aerodigestive complications of foreign agency in Dr. Soetomo Teaching Hospital, Surabaya Indonesia. Method: A retrospective report of 4 cases of ingestion of foreign bodies with complications of deep neck abscess resulted in death in Dr. Soetomo Academic Hospital, Surabaya between the year 2018 and 2020. This case report describes clinical symptoms, result of physical and diagnostic examinations, and therapy of each subject until death. Results: Between 2018 and 2020, there were four cases at Dr. Soetomo Teaching Hospital, Surabaya with a history of foreign body ingestion that escalated to severe neck abscesses. In all four cases, the subjects died as a result of deep neck abscess complications. Conclusion: Four cases were recorded, each of which had a history of ingestion of foreign bodies causing complications of deep neck abscess. In addition, the co-morbidities of diabetes mellitus increase the risk of death for the patient.",
2023,"Kunčius, H.","KUN_IUS, HERKUS","H KUNČIUS - Lituanus, 2023 - search.ebscohost.com",Lituanus,The Collective Farm Is Getting On Its Feet.,"The Collective Farm is Getting on Its Feet"" explores the aftermath of Stalin's death on a collective farm in Lithuania. The article highlights the mourning and despair felt by the Soviet ...",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=00245089&asa=n&an=174259308&h=%2bhum5%2f0q4wdjk0%2bnvmx7xsc%2fowluxeycxtqwx54bjow9l1flhkju9xnzk5940y7rhtdto4jb93pfhhgavwzrha%3d%3d&crl=c,Google Scholar,None,,TRUE,5,"""The Collective Farm is Getting on Its Feet"" explores the aftermath of Stalin's death on a collective farm in Lithuania. The article highlights the mourning and despair felt by the Soviet people, as well as the director's efforts to organize a mourning ceremony and maintain the farm's operations. It also discusses the benefits of collective farming and the role of People's Defenders in ensuring order and safety. The text touches on a debate among collective farmers about the superiority of chimpanzees or macaques and the presence of religious symbols on the farm, which led to conflicts with the church. The article also mentions the 20th congress of the CPSU and the opening of the iron curtain by Khrushchev. The director attends the Third World Youth Festival in Moscow, where he encounters stiliagas and faces challenges with a group of Lithuanian students. The text describes an incident involving bathing naked in a fountain, which could have serious consequences, but they are saved by a KGB officer. The director reflects on his experiences and newfound motivation as a leader.",
2023,"Karahan..., Ö.","Gne_, rgn; Atay, Arif; Karahan, Furkan; amyar, Hakan; Dilek, Osman Nuri","Ö Güneş, A Atay, F Karahan... - Laparoscopic ..., 2023 - search.ebscohost.com",Laparoscopic ...,Gastrointestinal System Foreign Bodies.,"Introduction: While foreign bodies in the gastrointestinal tract are observed more frequently and accidentally in the childhood age group, they may occur to attract attention, sexual ...",https://web.p.ebscohost.com/abstract?site=ehost&scope=site&jrnl=25870610&AN=163485270&h=XWzTR2NpovQX%2fajc2YST7VpRT16rJiAcZSavkMwPCPiZ24FEWX8FKDItmDbmfyKQjbMzZm14xam%2boaxwGVX%2fQw%3d%3d&crl=c&resultLocal=ErrCrlNoResults&resultNs=Ehost&crlhashurl=login.aspx%3fdirect%3dtrue%26profile%3dehost%26scope%3dsite%26authtype%3dcrawler%26jrnl%3d25870610%26AN%3d163485270,Google Scholar,None,,FALSE,,"Introduction: While foreign bodies in the gastrointestinal tract are observed more frequently and accidentally in the childhood age group, they may occur to attract attention, sexual satisfaction, self-harming behavior, abuse, secondary gain, or during self-treatment in young people and adults. In the United States, 1500 people die yearly from ingested foreign bodies. The leading cause of mortality is obstruction and perforation due to impaction in the gastrointestinal system. In this study, we evaluated the clinical findings, risk factors, and clinical output data of foreign bodies in the gastrointestinal tract and presented the most accurate approach considering the literature. Materials and Methods: This is a retrospective and descriptive study analyzing data from a prospective database. Adult patients admitted to the emergency department of our 3<sup>rd</sup> level university hospital between January 2015 and January 2022 due to foreign bodies in the gastrointestinal tract were included in the study. Results: Transanal rectal body removal in the operating room was performed using the Crede maneuver in seven patients. Laparotomy or thoracotomy was performed in nine patients, and thirty-six patients were treated with endoscopic methods. Endoscopy and laparotomy were performed simultaneously in one patient. It was determined that the foreign body of 29 patients was removed by conservative methods. Conclusion: For treating of foreign bodies, a multidisciplinary approach, including advanced endoscopic and surgery, is required according to the localization and content of the foreign body, underlying cause and patient population.",
2024,"Buils, F.",FJ Buils,"FJ Buils - A Case Report. Clin Surg, 2024 - clinicofsurgery.org",A Case Report. Clin Surg,Repeated Behavior Of Deliberate Foreign Body Ingestion In A Patient With Psychiatric Disorder,"1. Abstract Foreign body ingestion [FBI] is rare in adults as compared with children [1]. Foreign body ingestion is accidental in 95 percent of cases and is usually related to food [fish, ...",https://clinicofsurgery.org/wp-content/uploads/2024/08/COS-v10-1793.pdf,Google Scholar,None,,FALSE,,"1. Abstract
Foreign body ingestion [FBI] is rare in adults as compared with
children [1]. Foreign body ingestion is accidental in 95 percent
of cases and is usually related to food [fish, chicken bones, tooth-
picks][2]. Foreign body ingestion in adults occur more frequently
in older adults, in indivuduals with underlying psychiatric diseases
or alcohol intoxification, in prison inmates, and for the purpose of
drug trafficking.[3] Most [80 to 90%] ingested foreign bodies pass
without the need of intervention [4]. Endoscopic intervention is
required in 10 to 20 percent of patients; the urgency for endoscopy
depends on the underlying clinical scenario and the nature of im-
pactation [food versus foreign body] [5]. In some cases, endosco-
py can be avoid if a radiograph immediately prior to the procedure
reveals that the foreign body has passed [6]. Surgical intervention
is required in less than 1 percent [7]. We present the case of a
29-year-old patient with borderline personality disorder who came
to the emergency room of our hospital referred from her psychi-
atric center due to ingestion of several foreign bodies [domino
pieces]. After radiological verification and rejecting endoscopic
treatment by the on-call endoscopist, urgent surgical intervention
was decided to resolve the problem.",
2024,"Beatrice..., R.","R Soloperto, G Festa, M Beatrice...","R Soloperto, G Festa, M Beatrice... - Archives of ..., 2024 - journals.sbmu.ac.ir",Archives Of ...,Life-Threatening Carotid Complications Caused By Extraluminal Migration Of Ingested Foreign Bodies; A Case Report And Narrative Review Of Literature,Carotid complications resulting from extra-luminal migration of ingested foreign bodies (FB) are rare but potentially life-threatening. Previous data on the topic predominantly comprises ...,https://journals.sbmu.ac.ir/aaem/index.php/aaem/article/download/2306/1143/14263,Google Scholar,None,,FALSE,,"Carotid complications resulting from extra-luminal migration of ingested foreign bodies (FB) are rare but potentially
life-threatening. Previous data on the topic predominantly comprises isolated case reports, leaving a gap in compre-
hensive evidence necessary to guide clinical decision-making. In this article, we offer a narrative review alongside a
novel case report, aimed at providing a broad, evidence-based perspective on the topic to guide clinical practice. The
search strategy employed keywords related to carotid artery complications from ingested FB across the following elec-
tronic databases: PubMed, Scopus, Google Scholar, and Cochrane Central.
Screening involved standardized data extraction by two independent reviewers, with a focus on abstracts meeting inclu-
sion criteria and excluding non-English literature and non-relevant studies from further analysis. Moreover, we present
a novel case report on the topic that was successfully managed using a unique surgical approach.
Overall, a total of sixteen case reports were finally included, data on clinical presentations, diagnostic strategies and
findings, surgical management and outcome were extracted, tabulated, and discussed.
In carotid complications from extra-luminal migration of ingested FB, high clinical suspicion is crucial due to potentially
mild symptoms and negative first-level examinations. Computed tomography (CT) scan plays a pivotal role for accurate
diagnosis and surgical planning, along with neck ultrasound to detect complications. Tailored surgical strategies based
on the severity of carotid involvement, including venous patch grafts in severe vessels involvement, are crucial for op-
timal patient outcomes. As a novelty, in our case report, carotid shunt was successfully employed instead of prolonged
carotid clamping to reduce the risk of associated neurological sequelae. It could be concluded that diagnosis and man-
aging carotid complications from extra-luminal migration of ingested FB remains challenging and a multidisciplinary
approach is warranted.",
2023,O Gunes,"Gne_, rgn; Atay, Arif; Karahan, Furkan; amyar, Hakan; Dilek, Osman Nuri","Ö Güneş, YM Bağ - Age - jag.journalagent.com",Laparosc Endosc Surg Schi,Gastrointestinal system foreign bodies,"Introduction: While foreign bodies in the gastrointestinal tract are observed more frequently and accidentally in the childhood age group, they may occur to attract attention, sexual ...",https://jag.journalagent.com/z4/download_fulltext.asp?pdir=less&plng=eng&un=less-45403,Google Scholar,None,TRUE,FALSE,,"While foreign bodies in the gastrointestinal tract are observed more frequently and accidentally
in the childhood age group, they may occur to attract attention, sexual satisfaction, self-harming behavior,
abuse, secondary gain, or during self-treatment in young people and adults. In the United States, 1500 peo-
ple die yearly from ingested foreign bodies. The leading cause of mortality is obstruction and perforation due
to impaction in the gastrointestinal system. In this study, we evaluated the clinical findings, risk factors, and
clinical output data of foreign bodies in the gastrointestinal tract and presented the most accurate approach
considering the literature.",
2011,"Cappello, M.",M Cappello,M Cappello - 2011 - books.google.com,,"Swallow: Foreign Bodies, Their Ingestion, Inspiration, And The Curious Doctor Who Extracted Them",Product Description An American half-dollar. A beaded crucifix. Tooth roots shaped like a tiny pair of pants. A padlock. Scads of peanut kernels and scores of safety pins. A metallic letter ...,https://jamanetwork.com/journals/jama/article-abstract/895999,Google Scholar,10.1001/jama.2011.393,,FALSE,,"Swallow describes the extraordinary personal and professional life of Chevalier Jackson (1865-1958), one of America's preeminent laryngologists. He was a clinician, endoscopy pioneer, teacher, author, artist, and instrument-maker. Author Mary Cappello points out that Before Jackson's instruments and techniques, only two patients out of one hundred might successfully cough up, regurgitate, or excrete a foreign body, and surgery resulted in death in 98 percent of all cases and that Jackson developed over five thousand instruments and saved as many lives. Amazingly, he removed ingested or aspirated foreign bodies without the use of anesthesia.",
2022,"Ningi, S.","S Aliyu, AB Ningi","S Aliyu, AB Ningi - IJCMCR. 2022; 23 (2) - ijclinmedcasereports.com",,Trans-Vesical Migration Of A Swallowed Needle With Intra-Urethral Impaction In A 12-Year-Old Boy,"Foreign body, of whatever type, when ingested, either accidentally or intentionally, elicits strong reaction from care-givers, especially; if the victim is a child. Infants and children are the ...",https://ijclinmedcasereports.com/pdf/IJCMCR-CR-00558.pdf,Google Scholar,10.46998/IJCMCR.2022.23.000558,,FALSE,,"Foreign body, of whatever type, when ingested, either accidentally or intentionally, elicits strong reaction from care-givers, es-
pecially; if the victim is a child. Infants and children are the most commonly seen victims, ingestion is often intentional, unlike
adults, who constitute a small proportion of victims and ingestion is often accidental. The number of foreign bodies found at
the emergency units of many hospitals is quite large. These include coins, safety pins, sewing needles, button batteries and nuts.
However, many of the foreign bodies are excreted safely without any untoward events, except for foreign bodies with sharp
ends, containing toxic chemicals and where there is a pre-existing anatomical abnormality in the gastro-Intestinal Tract (GIT).
Foreign bodies, especially those with sharp ends are prone to getting arrested, inflicting mucosal erosion or even perforating any
part of the GIT, particularly at the site of physiologic or anatomic constrictions. These areas are the three Oesophageal anatomic
narrowing, the pylorus, Ileo-Caecal valve and the recto-sigmoid junction. Most foreign bodies can be seen on plain radiograph,
removal, where indicated, can be done endoscopically or through an open surgery. But, majority can be managed expectantly,
aided by patience, careful serial radiographic monitoring and perhaps use of lubricating solutions like liquid paraffin.
Report of a transluminal migration is rare. We therefore report an unusual case of a trans-vesical migration of a swallowed
sewing needle with intra-urethral impaction in a 12-year-old boy. The impacted needle was removed via an open Urethrotomy.",
2018,"Temel..., H.","Hacer Ya_ar Teke1, Muhammet Can2, Tlay Renklida_3, Nevriye Temel3, Asude Gkmen3","HY Teke, M Can, T Renklidağ, N Temel... - p-ISSN 1300-865X e ... - pdfs.semanticscholar.org",,Baby Death Due To Esophagotracheal Fistula Created By An Alkaline Battery: A,There is a limited number of case presentations in literature related to esophagus burns and complications as a result of swallowing an alkaline battery. The main purpose of this case ...,https://pdfs.semanticscholar.org/f469/fae31b6e729ea75d77e70608d5fd57e2a5b6.pdf,Google Scholar,10.17986/blm.2018241707,,FALSE,,"There is a limited number of case presentations in literature re-
lated to esophagus burns and complications as a result of swallow-
ing an alkaline battery. The main purpose of this case presentation
was to discuss the autopsy findings of late-developing complications
of swallowing an alkali battery in the light of the relevant literature.
On the chest radiography of a 9-month old baby with complaints
of vomiting for three days, an opacity was observed consistent with
a foreign body in the esophagus. Esophagoscopy was applied and
the swallowed battery was removed. On the fifth day after the opera-
tion, no complication has been observed to oral feeding was started
and on the following day the patient was discharged. Four days after
discharge, the patient was again brought to hospital with complaints
of blood in vomit and was again hospitalized with a diagnosis of
chemical esophageal burn. The patient died on the following day.
In the performed autopsy, findings of esophagotracheal fistula, cor-
rosive burn and gastrointestinal system bleeding were determined.
As the dimensions of an alkaline battery increase, the contact
surface increases and may this cause greater damage and toxicity. A
long contact period also increases the toxic effect of the battery. Ear-
ly diagnosis is essential to prevent late-developing complications.",
2015,"Hagos, M.",MD Mekonnen Hagos,MD Mekonnen Hagos - gestion,,"Foreign Bodies In The Ear, Nose And Esophogus In Pediatric Age Group, At Mekelle Hospital Ethiopia.",,https://pubmed.ncbi.nlm.nih.gov/26591293/,Google Scholar,None,,FALSE,,"Background
The ingestion of foreign body is a common problem in children, some of which may cause damage or may be associated with toxicity.
Objective
To evaluate and analyze the pattern of foreign bodies in children in the esophagus, ears and nose with review of the techniques for removal in the emergency department.
Methods
From Sept 1, 2008 to May 30, 2010, a review of all children with foreign bodies in the esophagus, ears and in the nose was done to assess the patterns and treatment outcomes. The source and the study group were (N-72). Data concerning socio- demographics, characterization, presenting symptoms and signs, techniques of retrieval and outcomes were extracted and filled in a previously prepared protocol sheet. Descriptive analysis was done using SPSS- computer statistical software.
Results
During the study period, 72 children, victims of foreign bodies in the esophagus, ears and in the nose were included in the study. Of these 44 (61.1%), 28 (38.9%) were male and female children, respectively. The age ranged from 11 months to 14 years with (mean = 4 years). The most affected age group was between 0-5 years accounting for 46 (63.9%) followed by the age group between 6-10 years accounting for 20 (27.8%) of all cases. Males 44 (61.1%) were predominantly most affected than females 28 (38.8%). The location of foreign bodies in this study were in the ears 45 (62.5%), esophagus 17 (23.6%) and in the nose 10 (13.9%) in order of their frequency. Swallowed foreign bodies were successfully removed by Magill forceps. Foreign bodies in the ears and in the nose were removed by careful but different techniques depending on the type and the clinical condition of the patient at time of intervention.
Conclusion
Our study revealed a higher number of patients with foreign bodies in the ears and in the esophagus. Only a small number ofpatients presented with FBS in the nose. Food items in the ears, in the nose and coins in the esophagus were items frequently observed. Early suspicion, early diagnosis and prompt intervention have attributed to reduce morbidities of major events.",
