Study_ID,Publication Year,First Author,Authors,Publication Title,Summary,Database,DOI,URL,Title,Abstract,Abstract2,Exclude,Reason ID
364,2021,"Sharun, K.","Sharun, K; Francis, CJ; Pillai, A",Veterinarski Arhiv,,Web of Science,10.24099/vet.arhiv.0991,,Surgical management of oesophageal foreign body using a minimally invasive oesophagotomy technique miot in an indian flap-shell turtle lissemys punctata - a case report,"Accidental ingestion of fish hooks is common among turtles. Several techniques are available for retrieving fish hooks, ranging from simple non-invasive techniques to more complicated and invasive surgical procedures. The purpose of this case report is to document the successful surgical retrieval of an oesophageal foreign body (fish hook) using a minimally invasive oesophagotomy technique (MIOT) in an Indian Flap-shell turtle (Lissemys punctata). The adult male Indian Flap-shell turtle (Lissemys punctata) presented with a nylon thread protruding from its mouth. The dorsoventral radiographs confirmed the presence of a foreign body in the caudal oesophagus, just outside the coelomic cavity. After the induction of general anaesthesia, a sterile artificial insemination (AI) sheath was passed intraorally through the fishing line until it reached the hook. The fish hook was then retrieved by making a 5 mm incision at the point where the tip of the AI sheath was felt. The incision in the oesophagus and skin was closed in a routine manner. The turtle was kept in secure captivity for 20 days, following which it was released to its natural habitat. The oesophagotomy technique used in this case reduces the size of the incision considerably, thereby decreasing the possibility of postoperative complications.",,True,4.0
365,2021,"Shatani, N.","Shatani, Naoya; Alshaibani, Sara; Potts, James; Phillips, Bruce; Bray, Heather",Pediatric Emergency Care,,PubMed,10.1097/pec.0000000000001688,,Chest radiograph alone is sufficient as the foreign body survey for children presenting with coin ingestion,"OBJECTIVES: Radiographic survey of the entire aerodigestive tract (nares to anus) is common practice in children presenting to the emergency department following  coin ingestion. The purpose of our study was to determine the optimal protocol  for radiographic survey post-coin ingestion. We hypothesized that for children  presenting with a clear history of coin ingestion a frontal chest radiograph  including the entire esophagus is adequate to guide treatment. METHODS: We  reviewed the clinical history and radiographic surveys of 134 patients presenting  with suspected or witnessed coin ingestion to the emergency department of a  tertiary care pediatric hospital between January 2012 and June 2016. Patient  demographics, presenting symptoms, anatomic coverage of survey, type, number and  location of radiopaque foreign bodies, intervention, and follow-up were recorded.  RESULTS: Coins were identified on radiographic surveys in 109 of 134 patients; 25  of 134 patients had no coin. Of those with coins, none of 109 had coin(s) in the  airway, 42 of 109 had coin(s) in the esophagus, and 67 of 109 had coin(s) distal  to the esophagus. Of those with esophageal coins, 35 of 42 reported symptoms, 7  of 42 were asymptomatic, 40 of 42 underwent endoscopic coin removal, and 2 of 42  had no intervention. Of 92 of 134 surveyed patients with no coin or coin distal  to the esophagus, 30 of 92 reported symptoms, 62 of 92 were asymptomatic, 90 of  92 had no further intervention, and 2 of 92 eventually underwent endoscopic coin  removal for specific indications (abdominal pain, delayed passage). When there  was no coin found in the esophagus, the negative predictive value for  intervention was 97.8%. CONCLUSIONS: Following a clear history of coin ingestion,  a frontal chest radiograph including the entire length of the esophagus provides  sufficient information to direct patient management.",,False,
366,2021,"Stubington, T.","Stubington, TJ; Kamani, T",European Archives Of Oto-Rhino-Laryngology,,Web of Science,10.1007/s00405-020-06569-5,,Food bolus and oesophageal foreign body: a summary of the evidence and proposed management process,"Purpose Food bolus and oesophageal foreign bodies are a common presentation that may be managed by otolaryngologists, gastroenterologists, acute medicine physicians and accident and emergency. The condition is highly variable with presentations ranging from well patients whose obstruction spontaneously passes to peri-arrest with severe aspiration or impending airway compromise. Management of this condition is heterogeneous and often depends on the specialty the patient is originally admitted under. There exist European and American guidelines from the perspective of gastroenterology, but there are no UK-based guidelines and limited consideration of the role of the otolaryngologists and rigid oesophagoscopy. Methods An extensive literature search was carried out to generate conclusions on key management questions for food bolus and oesophageal foreign bodies. This was then summarised into both a written summary of the evidence and a graphical decision tree. Results This paper is a review article and presents conclusions regarding management options for food bolus and oesophageal foreign bodies. Conclusion This article considers the current evidence surrounding investigation and management of oesophageal food bolus and foreign body. It draws conclusions regarding presentation, investigation and subsequent operative treatment. As part of this process, we propose a graphical decision tree to assist in management decisions.",,False,
367,2021,"Mathew, R.","Mathew, Rishi P.; Sarasamma, Sreekutty; Jose, Merin; Toms, Ajith; Jayaram, Vinayak; Patel, Vimal; Low, Gavin",Sa Journal Of Radiology,,PubMed,10.4102/sajr.v25i1.2022,,"Clinical presentation, diagnosis and management of aerodigestive tract foreign bodies in the adult population: part 1","In the adult population, foreign bodies may be accidentally or intentionally ingested or even inserted into a body cavity. The majority of accidentally  ingested foreign bodies pass through the alimentary tract without any  complications and rarely require intervention. Accidentally ingested foreign  bodies are usually fish bones, bones of other animals, and dentures. Oesophageal  food impaction is the commonest cause of oesophageal foreign bodies in the  Western hemisphere. Intentionally ingested foreign bodies may be organic or  inorganic, and often require intervention; these patients have either underlying  psychological or mental disease or are involved in illegal activities such as  body packing, which involves trafficking narcotics. Imaging plays a crucial role  in not only identifying the type, number and location of the foreign body but  also in excluding any complications. In this comprehensive pictorial review, we  provide an overview of the spectrum of foreign bodies ingested in adults,  emphasising the role of various imaging modalities, their limitations and common  foreign body mimickers on imaging.",,False,
368,2021,"Tan, S.","Tan, Sarah Siyin; Wang, Kai; Pang, Wenbo; Wu, Dongyang; Peng, Chunhui; Wang, Zengmeng; Zhang, Dan; Chen, Yajun",Bmc Surgery,,PubMed,10.1186/s12893-021-01213-3,,Etiology and surgical management of pediatric acute colon perforation beyond the neonatal stage,"PURPOSE: Acute colon perforation is a pediatric surgical emergency. We aimed to analyze the different etiologies and clinical characteristics of acute  non-traumatic colon perforation beyond the neonatal period and to identify  surgical management and outcomes. METHODS: This retrospective study included 18  patients admitted with acute colon perforation and who received surgical  treatment. RESULTS: Age of patients ranged between 1 month and 15 years. Five  patients swallowed foreign objects (two swallowed magnets), two had colon  perforation secondary to a malignant tumor (both colorectal adenocarcinoma) and  two were iatrogenic (one prior colonoscopy, one air enema for intussusception).  There was one perforation due to chemotherapy and Amyand's hernia respectively.  The remaining seven patients had unknown etiologies; five of them were diagnosed  with colitis. Fifteen (83.3 %) patients underwent open laparotomy, among which  four attempted laparoscopy first. Three (16.7 %) patients underwent laparoscopic  surgery. Fourteen (77.8 %) patients received simple suture repairs and four  (22.2 %) received colonic resections and anastomosis. Four (22.2 %) patients  received a protective diverting colostomy and three (16.7 %) received an  ileostomy. CONCLUSIONS: There is a wide range of etiology besides necrotizing  enterocolitis and trauma, but a significant portion of children present with  unknown etiology. Type of surgery elected should be dependent on the patient's  etiology, disease severity and experience of surgeons.",,False,
369,2021,"Tavallaei, M.","Tavallaei, Mehdi; Bahadorinia, Mahsa; Haj Mohamad Ebrahim Ketabforoush, Arsh",Clinical Medicine Insights. Case Reports,,PubMed,10.1177/11795476211025919,,Intentional ingestion of a metallic wire causing perforation and retroperitoneal abscess: a case report,"Foreign body ingestion is a frequent condition, with the majority of foreign bodies (FBs) tending to spontaneously proceed along the gastrointestinal tract  without any major complications. A wide range of procedures are available to  remove FBs; however, a real challenge exists in managing sharp, rigid, and long  foreign objects, which are related to higher rates of complications. A  34-year-old man who intentionally swallowed a metallic wire of 20 cm length,  presented to our ED with abdominal pain 2 weeks after the ingestion. The FB had  migrated to the stomach and duodenum. Complications included perforation of the  duodenum and ascending colon and a retroperitoneal abscess. FB removal was done  via laparotomy, followed by the repair of perforations and damaged tissues. This  case highlights the complications of a FB presence in the gastrointestinal tract  for 14 days and emphasizes the importance of urgent and appropriate management of  such conditions.",,False,
370,2021,"Udemgba, C.","Udemgba, Chinelo; Missov, Emil; Percy, Robert; Sattiraju, Srinivasan",European Heart Journal. Case Reports,,PubMed,10.1093/ehjcr/ytaa500,,A case report of an unusual left atrial mass,"BACKGROUND: Cardiac foreign bodies (FBs) are rare findings that may present as cardiac masses initially. Here, we present an exceptional and rare case of a  hypodermic needle FB that transmigrated to the left atrium and presented as a  left atrial mass. CASE SUMMARY: A 28-year-old woman with multiple psychiatric  disorders including intentional FB ingestion and self-inflicting injuries  presented to the emergency room with abdominal pain, nausea, vomiting, diarrhoea,  and chest pain that radiated to the left arm and face for 2 weeks. An  echocardiogram was performed revealing a left atrial mass concerning for myxoma.  During the surgical removal of the mass, a hypodermic needle was found attached  to the roof of the left atrium surrounded by thrombotic and fibrotic tissue,  which was confirmed by pathology. DISCUSSION: Cardiac FBs are caused generally by  penetrating wounds from direct trauma. Fewer cases have been reported regarding  cardiac FB caused by ingestion from migration of the object to the heart. Signs  and symptoms for cardiac FB may mimic those of cardiac masses. Cardiac FBs often  require surgical intervention to avoid complications.",,False,
371,2021,"Ventura, S.","Ventura, Sofia; Pinho, Juliana; Cancela, Eugénia; Silva, Américo",Revista Espanola De Enfermedades Digestivas,,PubMed,10.17235/reed.2021.8311/2021,,Bezoar: an uncommon cause of upper gastrointestinal bleeding,"Bezoars are aggregates of non-digestible material that accumulate in the gastrointestinal tract. They can be classified according to their composition,  and phytobezoars (composed of vegetable or fruit fiber) is the most common type.  They most often occur in patients with some risk factors, namely prior gastric  surgery, neuropsychiatric, endocrine or other disorders that lead to abnormal  gastric function, or poor gastric peristalsis. Bezoars may be asymptomatic but  most commonly cause abdominal discomfort or pain, nausea, vomiting, fullness,  difficulty in swallowing, or anorexia and weight loss. Upper GI endoscopy for  both diagnostic and therapeutic purposes is key in the management of bezoars.",,False,
372,2021,"Wu, L.","Wu, Lili; Lei, Guiyu; Liu, Ying; Wei, Zheng; Yin, Yue; Li, Yanru; Wang, Guyan",Risk Management And Healthcare Policy,,PubMed,10.2147/rmhp.s314069,,"Retrospective analysis of esophageal foreign body ingestion: differences among weekday, weekends, and holidays","PURPOSE: Current data on the occurrence of EFBs in relation to different time periods are scant. The purpose of this study was to compare the occurrence, type  and location of EFBs in people who presented at our center on weekdays, weekends  and holidays. PATIENTS AND METHODS: A retrospective analysis of patients (n=1353)  received rigid esophagoscopy for foreign body extraction under general anesthesia  from January 2018 to 2020 December. RESULTS: The occurrence of EFB ingestion was  significantly higher (p<0.05) on holidays (2.75/day) than on weekdays (0.91/day)  and weekends (1.46/day). Patients were much older on holidays, with a mean age of  58.18 ± 17.34 years, than patients on weekdays (54.71 ± 16.71 years) and weekends  (55.05 ± 17.36 years). CONCLUSION: Our findings demonstrate that EFB ingestion is  most likely to occur on weekends and holidays, and elderly patients should be  advised to chewing slowly and eating non-nuclear jujube, especially during  holidays, to minimize their risk.",,False,
373,2021,"Yang, L.","Yang, Liu; Li, Wen",World Journal Of Clinical Cases,,PubMed,10.12998/wjcc.v9.i30.9129,,Unusual cervical foreign body - a neglected thermometer for 5 years: a case report,"BACKGROUND: Foreign body in the deep neck is mostly associated with accidental ingestion of the animal spiculate bone which penetrates the full-thickness of the  aerodigestive tract into the fascial spaces of the neck. In general, perforation  of the esophagus often results in periesophagitis and even fatal abscesses. The  presence of a giant foreign body in the neck without obvious symptoms or  complications for many years is rare. CASE SUMMARY: We present the case of a  32-year-old man who intentionally swallowed a thermometer which was unable to be  located by endoscopy at his initial visit. He had no remarkable symptoms for 5  years other than paresthesia and limited movement of the left neck until 7 d  before this admission. The foreign body was removed successfully by the surgery.  CONCLUSION: The presence of a giant foreign body in the neck without obvious  symptoms or complications for many years is rare. Both endoscopic and  radiological examinations are essential for the diagnosis of alimentary foreign  bodies.",,False,
374,2021,"Sude, N.","Sude, Nandkishor Sopanrao; Karanam, Venkata Pavan Kumar",Cureus,,PubMed,10.7759/cureus.19293,,Endoscopic retrieval of ingested foreign bodies: a single surgeon experience,"Introduction Foreign body (FB) ingestion either accidental or intentional is a common clinical scenario encountered by general surgeons. This article reports a  single surgeon's experience of endoscopic retrieval of foreign bodies from the  upper gastrointestinal (UGI) tract. Methods A retrospective analysis of data of  all the patients who underwent endoscopic management for foreign body removal by  a single surgeon in a tertiary care hospital in southern India between 2015 and  2020 was conducted. Patient variables in terms of age, sex, type of foreign body,  its location in the gastrointestinal (GI) tract, the time between ingestion and  presentation, the time between presentation and endoscopy, treatment outcomes  were reviewed. Results A total of 97 patients were studied. The age range of the  patients studied was one month to 71 years. Males were predominant (n=64,  65.97%). The most common retrieved foreign body were coins (n=31, 31.9%). The  most common site of foreign body lodgment was the esophagus (n=75, 77.31%), with  the upper third esophagus (n=38; 39.37%) being the predominant site. The success  rate of endoscopic retrieval in our study was 97%. No procedure-related  complications were encountered in any patient. Endoscopic management failed in  two patients who ultimately required surgical intervention. Conclusion Endoscopic  retrieval of foreign bodies in the UGI tract is a safe and effective modality.  Early endoscopy in such patients avoids surgical intervention and reduces  morbidity.",,False,
375,2021,"Masood, M.","Masood, Muaaz",American Journal Of Case Reports,,PubMed,10.12659/ajcr.934164,,"Intentional foreign body ingestions: a complex, recurrent and costly issue","BACKGROUND Recurrent intentional foreign body (RIFB) ingestion is a complex and costly issue among patients in prison and those with psychiatric disorders. Risk  factors for RIFB ingestion include male sex, incarceration, and the presence of a  psychiatric disorder. Most patients can be managed with observation and  endoscopy. Surgery is indicated in cases involving perforation or obstruction.  The literature on preventative strategies for RIFB ingestion is scarce. CASE  REPORT A 23-year-old man required 6 admissions in 1 calendar year for intentional  foreign body ingestions. The patient was living in prison and had a history of  bipolar I disorder, schizophrenia, and borderline personality disorder. He  underwent 9 endoscopic procedures that retrieved a total of 64 objects. The  primary imaging modalities were abdominal X-ray and abdominopelvic  contrast-enhanced computed tomography scan. The patient was managed with  endoscopy and, in 2 cases, with observation alone. Serial abdominal examinations  and abdominal films were used to monitor the progress of foreign bodies that were  difficult to retrieve. A bowel regimen with polyethylene glycol facilitated the  passage of the objects. The patient never required surgical intervention. The  mean length of stay was 4.17 days. The recurrent ingestions may have been related  to compulsions and family stress. CONCLUSIONS Interdisciplinary collaboration is  paramount in formulating effective treatment plans and limiting recurrence.  Proposed strategies to prevent RIFB ingestion include the removal of ingestible  objects from the environment, specialized prison units for close monitoring,  early psychiatric intervention with appropriate pharmacologic/behavioral therapy,  and limiting hospital admissions to prevent secondary gain. Further studies are  needed to determine the most effective approach to manage and prevent RIFB  ingestion.",,False,
376,2021,De L.,"De Luca, Luca; Maltoni, Stefania",Clinical Journal Of Gastroenterology,,PubMed,10.1007/s12328-020-01236-y,,"Is naso-pharyngeal swab always safe for sars-cov-2 testing? an unusual, accidental foreign body swallowing","Long and sharp objects can be foreign body intentionally or accidentally ingested. Timing of endoscopy relies on foreign body shape and size, localization  in gastrointestinal tract, patient's clinical conditions, occurrence of symptoms,  or onset of complications. We present a case of a 47-year-old male with no known  comorbidity, who accidentally swallowed a portion of a naso-pharyngeal swab  half-broken during the second diagnostic test for SARS-CoV-2. The intact swab had  a total length of 15 cm and was made of wood. The patient was asymptomatic,  laboratory tests were normal, and neck-chest-abdominal X-ray and CT scan were  negative for major complications. Upper gastrointestinal endoscopy was promptly  performed to prevent the long sharp swab from crossing the pylorus leading to  serious complications and, therefore, risk surgical intervention. The patient was  intubated and the procedure was carried out under general anesthesia. In the  gastric body, broken naso-pharyngeal swab was detected among the food debris, and  using a latex rubber hood, the 7.5 cm foreign body was removed with a retrieval  alligator-tooth forceps. Our hospital is located in a high-risk area of COVID-19  outbreak where many naso-pharyngeal swabs are performed, and to our knowledge,  this is the first report of swab ingestion during SARS-CoV-2 test.",,True,3.0
377,2021,"Li, X.","Li, XP; Ge, BJ; Zhao, HM; Jin, W; Huang, DJ; Liu, ZY; Huang, Q",International Surgery,,Web of Science,10.9738/intsurg-d-15-00303.1,,Intestinal perforation by ingested foreign bodies,"The aim of our article is to study the incidence, diagnosis, and treatment of bowel perforation by foreign body ingestion. Bowel perforation by foreign body ingestion has been believed to be relatively rare, and most commonly caused by fish bones, chicken bones, and toothpicks. Our clinical experience, however, suggests such perforations may be more common than previously thought, and caused by various other objects as well. Medical records of all patients diagnosed with foreign body-induced intestinal perforation, from the Department of General Surgery at Tonji Hospital, from January 2000 to June 2015, were retrospectively analyzed. A total of 17 men and 8 women suffered intestinal perforations by ingestion of dietary foreign bodies. Among the 25 total patients, 4 ingested foreign bodies intentionally, whereas the other 21 cases were accidental. The foreign bodies were identified by plain X-ray film in 2 patients (2 cases of needles) and by multidetector computed tomography (MDCT) in 11 patients (6 cases of date stones, 3 cases of metallic objects, and 2 cases of bone fragments), thus supporting the correct preoperative diagnosis (13 cases; 52%). The most common location of the perforation was the terminal ileum (n = 17). The offending objects were date stones (n = 13), bones (n = 7), and metallic objects (n = 5). The most common treatment was removal of the foreign body and closure of the perforation with simple suture (n = 22). Ten patients were treated laparoscopically. The present study shows that the most common foreign bodies causing intestinal perforation are date stones and bones. Although about 50% of the foreign bodies could be identified by MDCT, definite diagnosis remained preoperatively difficult. Consequently, because of high misdiagnosis rates, laparoscopy may be the optimal choice for diagnosis and treatment of bowel perforation by foreign bodies.",,False,
378,2021,"Lone, S.","Lone, SA; Hameed, A; Shiekh, FA",Clinical Case Reports,,Web of Science,10.1002/ccr3.3846,,Foreign body esophagus in a young infant,"Unattended children, mostly from low-socioeconomic contexts, who present with sudden onset obstructive respiratory and/or gastrointestinal symptoms, should be at high suspicion for foreign body ingestion. Prompt diagnosis helps avoid mismanagement and can potentially avoid dire outcomes.",,False,
379,2021,"Akilov, K.","Akilov, Kh A.; Asadullaev, D. R.; Yuldashev, R. Z.; Shokhaydarov, Sh I.",Pediatric Surgery International,,PubMed,10.1007/s00383-021-04953-8,,Cylindrical and button battery ingestion in children: a single-center experience,"PURPOSE: The purpose of our study was to perform a comparative analysis of the examination and treatment outcomes of children with cylindrical and button  batteries (BB) ingestion depending on their size and anatomical locations.  METHODS: This study was a retrospective analysis of 124 children aged from  1 month to 18 years who ingested batteries and were treated in a tertiary care  center from January 1, 2014 to March 31, 2019. The data studied included age,  sex, presenting symptoms at the time of evaluation, type and size of battery and  modality of management. RESULTS: Twenty-three (18.5%) patients ingested  cylindrical batteries (CBs), and 101 (81.5%) ingested BBs. The duration of  hospital stay was significantly longer (p = 0.004) in the group of children who  ingested BBs larger than 20 mm. Endoscopic removal was performed in 75 (60.5%)  children, 46 (37.1%) were followed up and three (2.4%) underwent open surgeries.  Children with CBs ingestion, in 55% of cases, had gastric mucosal injuries.  Children with BBs impacted in the esophagus in 96% cases had visible severe  mucosal damage, whereas patients with gastric BB ingestion 19.5% had superficial  gastric mucosal damage. CONCLUSION: Performing timely endoscopic retrieval in  children who are admitted early to the hospital will reduce the risk of damage to  the gastrointestinal mucosa, especially in the stomach. Unlike BBs, CBs, despite  their large size, have advantageous shapes, uneventfully pass the esophagus and  are more often retained in the stomach; thus, mucosal injuries are more often  observed in the stomach. Consequently, endoscopic extraction is the treatment of  choice for children with BB ingestion.",,False,
380,2021,Al S.,"Al Shaaibi, Raya; Al Waili, Ibrahim",Oman Medical Journal,,PubMed,10.5001/omj.2021.35,,Laparoscopic retrieval of ingested foreign body,"Foreign body ingestion is one of the most common presenting complaints in the emergency room. Psychiatric patients that present with an unusual ingested object  are frequently associated with the intention of suicide, especially if they have  a history of recurrent foreign body ingestion. Radiographic films help in  locating the site and predicting the complications. The best method of object  retrieval is dependent on many factors and decisions made for the best of patient  safety to minimize expected complications. This is a case report of a patient who  presented with unusual foreign body ingestion.",,False,
381,2021,"Altokhais, T.","Altokhais, Tariq",Frontiers In Pediatrics,,PubMed,10.3389/fped.2021.727988,,Magnet ingestion in children management guidelines and prevention,"Purpose: Foreign body ingestion is common in children, and most foreign bodies pass spontaneously without causing serious injuries. Ingestion of multiple  high-power magnet pieces is unique and increases the risk of morbidity and  mortality. The longer the duration of ingestion, the increased likelihood of  complications. Various management options have been reported, and there is no  consensus on the ideal management which necessitates the need for a practical  algorithm. The incidence of magnet ingestion has been increasing and directly  related to the laws and recalls. The aim of this review is to provide an easy and  practical pathway for management and to highlight the preventive rules of the  legislations and recalls. Methods: PubMed/MEDLINE, the Cochrane Database of  Systematic Reviews, and the list of references from all identified complete  publications were searched for all publications in English-language for pediatric  magnet ingestion. Conclusion: Practical and time-saving management pathways are  recommended to minimize the risk of complications. Preventive rules and recalls  are important for eliminating the availability of these hazardous magnets. Public  awareness about the unique risks posed by these magnets if ingested is important.",,False,
382,2021,"Berry, P.","Berry, P; Kotha, S",Frontline Gastroenterology,,Web of Science,10.1136/flgastro-2021-101888,,Crying wolf: the danger of recurrent intentional foreign body ingestion,,,False,
383,2021,"Buonsenso, D.","Buonsenso, Danilo; Chiaretti, Antonio; Curatola, Antonietta; Morello, Rosa; Giacalone, Martina; Parri, Niccolò",Journal Of Ultrasound,,PubMed,10.1007/s40477-020-00452-z,,Pediatrician performed point-of-care ultrasound for the detection of ingested foreign bodies: case series and review of the literature,"PURPOSE: Foreign body (FB) ingestions represent a common problem in children. History and physical examination are commonly not enough to diagnose a foreign  body ingestion; therefore, conventional radiography is routinely used to detect  them. Point-of-care ultrasound is widely used in the emergency department for  several diagnostic applications but there are few articles describing the  possibility to use point-of-care ultrasound to detect ingested foreign bodies,  and the necessary training to get competent in this application. The main  objective of this paper is to illustrate the use of point-of-care ultrasound  (POCUS) to detect ingested foreign bodies. The secondary objective is to describe  a limited training, necessary for emergency pediatricians, to obtain this skill.  METHODS: This is a case series of eight pediatric patients who presented to the  pediatric Emergency Department (ED), with suspected ingestion of FB, and were  assessed with POCUS. Physician sonographers were two pediatricians and three  residents in pediatrics working in two Italian Pediatric EDs. All sonographers  participated in a 2-day POCUS workshop which included the most common pediatric  POCUS applications. RESULTS: POCUS, performed by emergency pediatricians who  participated to a limited training, allowed to always identify the foreign bodies  ingested. CONCLUSIONS: We demonstrate that an appropriate and limited training  allows pediatric emergency physicians to correctly identify foreign body in the  esophagus or stomach. Point-of-care ultrasound in foreign body ingestion in the  Emergency Department may allow to prioritize the escalation of care in children  and it can contribute to reduce the time to endoscopic management when needed.",,False,
384,2021,"Bangash, F.","Bangash, Fariha; Megna, James L.; Leontieva, Luba",Cureus,,PubMed,10.7759/cureus.13179,,Deliberate foreign body ingestion in a 35-year-old woman with borderline personality disorder and several psychiatric comorbidities,"Deliberate foreign body ingestion (DFBI) is a rare psychopathological disorder that involves the swallowing of non-nutritive objects to cause self-harm. It is  most commonly associated with borderline personality disorder (BPD). Very scant  literature has been published on the psychopathological understanding or  psychopharmacological interventions. Mostly, gastroenterological and surgical  management regarding the removal of the foreign body has been discussed in the  literature. DFBI can be very challenging in terms of the treatment of the patient  and the morale of the health providers - it exhausts the patient and the family  and evokes frustration among the medical staff due to its resistance to  remission. By presenting the case of a patient in this article, we will discuss  what is known about the poorly understood DFBI and the challenges and  difficulties encountered while treating these patients. Further, we will discuss  how a biopsychosocial approach can be used in treating these patients.",,False,
385,2021,"Craig, M.","Craig, Michael A.; Kay, Carl; Wells, Thomas B.; Barnes, Maurice C.",Cureus,,PubMed,10.7759/cureus.20581,,Dissolving potassium tablets masquerading as concealed foreign body ingestion,"Foreign body ingestion is a common consultation for gastroenterologists. Without knowing the object(s) ingested, the differential diagnosis is broad, especially  in patients with underlying mental health conditions, such as uncontrolled  bipolar disorder, prior suicide attempts, or recreational drug use. The  differential should include substances taken with suicidal intent or for  concealment of illicit drugs. Certain foreign objects may require urgent or  emergent endoscopic intervention. However, one should also consider benign,  iatrogenic causes such as large, radiolucent potassium pills given in the  emergency department, which do not require further intervention or  hospitalization.",,False,
386,2021,"Dines, J.","Dines, Jacob T.; Harvey, Amie",Bmj Case Reports,,PubMed,10.1136/bcr-2020-239022,,Chronic intentional chicken bone ingestion mimicking inflammatory bowel disease,"Ingestion of food by-products, such as peach pits, chicken bones and fish bones, may lead to intestinal complications. The ingestion of the foreign body is often  acute and non-intentional. Acute and life-threatening complications include  intestinal perforation or obstruction. Sharp-pointed objects are associated with  an estimated 35% rate of complications within the gastrointestinal tract prior to  passage and require prompt removal. Endoscopic retrieval is often recommended if  foreign objects have not transited beyond the proximal duodenum. We present a  unique case of a previously healthy 23-year-old male suffering months of  abdominal pain. While the initial presentation and imaging were suspicious for  Crohn's disease, the endoscopic findings were unexpected. Numerous chicken bone  fragments were clustered in the caecum and in the terminal ileum. The distal  terminal ileum was edematous and ulcerated. Subsequent patient history revealed  years of chronic and intentional foreign body consumption with recent onset of  abdominal pain.",,False,
387,2021,"Garcia, D.","Garcia, DC; Da Silva, JWA; De Gutierrez, LG; Mingrone, LE; De Sá, MJC",Acta Scientiae Veterinariae,,Web of Science,10.22456/1679-9216.112127,,Simultaneous occurrence of ovarian teratoma and endometrial cystic hyperplasia with pyometra in a labrador retriever bitch,"Background: Ovarian teratoma is a rare tumor that occurs in dogs. Its origin comes from embryonic cells of the notochord and it is a unipotent tumor. Pyometra is the accumulation of purulent content in the uterine lumen. Cystic endometrial hyperplasia is one of the factors predisposing a dog to the development of pyometra. The safest and most efficient treatment for pyometra is ovariohysterectomy. The purpose of this report was to describe a case of ovarian teratoma and cystic endometrial hyperplasia with concomitant pyometra in a Labrador Retriever Bitch. Case: A 10-year-old bitch Labrador Retriever, weighing 42 kg, was evaluated at Animal Care Barueri Veterinary Clinic, in Barueri, Sao Paulo. The patient was referred from another veterinary service to our clinic for an ovariohysterectomy and removal of an intestinal foreign body as previous ultrasonography (US) had indicated the presence of pyometra and a foreign body in the descending colon (she had ingested cloth according to the owner's report). Laboratory tests, complete blood count, alanine aminotransferase, alkaline phosphatase, urea, and creatinine levels did not show any significant changes. Upon examination, the clinical signs were mucopurulent vaginal discharge, 5% dehydration, rectal temperature 39.1 degrees C, mild abdominal pain on palpation, normophagy, normodipsia, and normal defecation and urination. Laboratory tests and a new US were requested on which the uterus was observed with the presence of luminal anechoic content and increased uterine diameter (uterine horns 3.97 cm), an acoustic intestinal shadow supposedly from a foreign body, and on the leukogram, leukocytosis (23,600/mm3) due to neutrophilia with a right shift (20,532/mm3) was observed. Therapeutic ovariohysterectomy and exploratory celiotomy were chosen as therapeutic options. Celiotomy with caudoumbilical mid ventral access was performed. When the left uterine horn was identified, an attempt was made to pull it in order to expose the left ovary, but this maneuver was not successful. For this reason, the abdominal incision was enlarged cranially. At that point, a huge mass was observed in the ovary (which was supposedly the acoustic shadow of the foreign body in the descending colon/left ovary). The intestines appeared normal. Macroscopically, the mass had an irregular surface, round shape, firm consistency, and was 15 cm long x 10 cm wide. Once removed, the mass was incised in the transversal direction, purulent content, hair, and mineralized areas inside it were observed. Histopathological examination showed neoplastic proliferation, consisting of cells with elongated epithelioid shape that were arranged in long irregular bundles among well-differentiated adipose tissue. An exuberant eosinophilic matrix with extensive cystic areas filled with lamellar keratin and hairy stems covered by squamous epithelium was also observed. Extensive areas exhibiting nervous tissue with minimal atypia are shown. The morphological picture was compatible with teratoma. Discussion: The present report describes the concomitant presence of ovarian teratoma and pyometra in a dog. The diagnosis of pyometra requires complementary tests (laboratory and imaging). The intestinal acoustic shadow observed on the two US images obtained by two different professionals was suggestive of intestinal foreign body but was also a wrong diagnosis, which was confirmed after an exploratory celiotomy when the mass in the left ovary was identified. On the histopathological examination of this present case, epithelial, nervous, and cartilaginous tissues were observed. This differentiation of tissues corroborated the teratoma diagnosis. Thus, the importance of an accurate diagnosis contributes to the resolution of a surgical conditions that may have had a poor prognosis when the procedure took a longer time to perform.",,True,4.0
